ort;landkreis;latitude;longitude;GEB_HQ;AEP;flood_risk;Ueberschwemmungstiefe;Schadensfaktor;Energieklasse;Quadratmeterpreise;wohnflaeche;aktueller_immobilienwert;aktuelles_LtV;darlehenbetrag;Risikogewicht
Kumhausen;Landkreis Landshut;4,85E+15;1,22E+15;;0;very low;0,00;0,00;E;6042;330,52;1997014,96;0,1459;291413,33;0,20
Kumhausen;Landkreis Landshut;4,85E+16;1,22E+16;;0;very low;0,00;0,00;F;6042;69,05;417194,23;0,3389;141394,69;0,20
Kumhausen;Landkreis Landshut;4,86E+15;1,22E+16;;0;very low;0,00;0,00;C;6042;60,00;362520,00;0,5020;182000,24;0,25
Kumhausen;Landkreis Landshut;4,86E+15;1,22E+16;;0;very low;0,00;0,00;G;6042;285,86;1727167,07;0,1145;197688,74;0,20
Landshut;;4,85E+15;1,22E+15;;0;very low;0,00;0,00;B;6042;60,00;362520,00;0,6145;222762,59;0,30
Landshut;;4,86E+15;1,22E+16;;0;very low;0,00;0,00;F;6042;60,00;362520,00;0,5051;183119,27;0,25
Landshut;;4,86E+15;1,22E+15;;0;very low;0,00;0,00;E;6042;60,00;362520,00;0,6619;239963,1;0,30
Landshut;;4,85E+15;1,22E+16;;0;very low;0,00;0,00;F;6042;60,00;362520,00;0,2626;95207,5;0,20
Landshut;;4,85E+15;1,22E+16;;0;very low;0,00;0,00;H;6042;60,00;362520,00;0,6549;237419,71;0,30
Landshut;;4,85E+15;1,22E+16;;0;very low;0,00;0,00;H;6042;119,95;724765,95;0,2337;169393,88;0,20
Hohenthann;Landkreis Landshut;4,86E+15;1,21E+16;;0;very low;0,00;0,00;E;6042;88,65;535627,95;0,5565;298093,34;0,25
Mallersdorf-Pfaffenberg;Landkreis Straubing-Bogen;4,88E+15;1,23E+15;;0;very low;0,00;0,00;G;2923;60,00;175380,00;0,6228;109226,47;0,30
Mallersdorf-Pfaffenberg;Landkreis Straubing-Bogen;4,88E+15;1,22E+16;;0;very low;0,00;0,00;C;2923;202,10;590749,58;0,4221;249333,22;0,20
Bruckberg;Landkreis Landshut;4,85E+15;1,20E+16;;0;very low;0,00;0,00;D;6042;77,20;466427,69;0,4343;202571,28;0,20
Vilsbiburg;Landkreis Landshut;4,84E+15;1,23E+16;;0;very low;0,00;0,00;G;6042;60,00;362520,00;0,4260;154431,97;0,20
Vilsbiburg;Landkreis Landshut;4,85E+16;1,23E+16;;0;very low;0,00;0,00;E;6042;60,00;362520,00;0,4564;165439,94;0,20
Vilsbiburg;Landkreis Landshut;4,84E+15;1,24E+16;;0;very low;0,00;0,00;F;6042;123,53;746392,27;0,1036;77350,8;0,20
Hausham;Landkreis Miesbach;4,78E+15;1,18E+16;;0;very low;0,00;0,00;C;9258;60,00;555480,00;0,4091;227221,43;0,20
Hausham;Landkreis Miesbach;4,78E+16;1,18E+15;;0;very low;0,00;0,00;B;9258;60,00;555480,00;0,3683;204589,59;0,20
Tegernsee;Landkreis Miesbach;4,77E+15;1,18E+16;;0;very low;0,00;0,00;D;9258;86,65;802215,42;0,1201;96357,07;0,20
Miesbach;Landkreis Miesbach;4,78E+16;1,18E+16;;0;very low;0,00;0,00;B;9258;60,00;555480,00;0,5339;296586,63;0,25
Miesbach;Landkreis Miesbach;4,78E+15;1,18E+16;;0;very low;0,00;0,00;C;9258;60,00;555480,00;0,4699;261029,83;0,20
Miesbach;Landkreis Miesbach;4,78E+15;1,18E+16;;0;very low;0,00;0,00;C;9258;60,00;555480,00;0,4375;242998,72;0,20
Irschenberg;Landkreis Miesbach;4,78E+13;1,19E+15;;0;very low;0,00;0,00;C;9258;60,00;555480,00;0,2595;144147,96;0,20
Holzkirchen;Landkreis Miesbach;4,79E+15;1,17E+16;;0;very low;0,00;0,00;E;9258;70,19;649814,73;0,2229;144873,52;0,20
Holzkirchen;Landkreis Miesbach;4,79E+13;1,17E+15;;0;very low;0,00;0,00;H;9258;60,00;555480,00;0,4375;243019,04;0,20
Holzkirchen;Landkreis Miesbach;4,79E+16;1,17E+16;;0;very low;0,00;0,00;G;9258;60,00;555480,00;0,3523;195715,14;0,20
Holzkirchen;Landkreis Miesbach;4,79E+15;1,17E+16;;0;very low;0,00;0,00;A+;9258;60,00;555480,00;0,1883;104586,57;0,20
Warngau;Landkreis Miesbach;4,78E+15;1,17E+16;;0;very low;0,00;0,00;D;9258;60,00;555480,00;0,4055;225257,51;0,20
Gmund;Landkreis Miesbach;4,77E+15;1,17E+16;;0;very low;0,00;0,00;H;9258;60,00;555480,00;0,6651;369456,64;0,30
Gmund;Landkreis Miesbach;4,78E+15;1,17E+16;;0;very low;0,00;0,00;G;9258;60,00;555480,00;0,7140;396630,44;0,30
Fischbachau;Landkreis Miesbach;4,77E+15;1,19E+16;;0;very low;0,00;0,00;C;9258;60,00;555480,00;0,7290;404940,49;0,30
Fischbachau;Landkreis Miesbach;4,77E+14;1,20E+15;;0;very low;0,00;0,00;H;9258;60,00;555480,00;0,4537;252010,3;0,20
Waakirchen;Landkreis Miesbach;4,78E+15;1,17E+16;;0;very low;0,00;0,00;F;9258;60,00;555480,00;0,3051;169454,89;0,20
Kreuth;Landkreis Miesbach;4,77E+16;1,18E+16;;0;very low;0,00;0,00;C;9258;60,00;555480,00;0,5106;283641,12;0,25
Nürnberg;;4,94E+16;1,11E+16;;0;very low;0,00;0,00;E;4798;104,99;503758,59;0,4632;233350,75;0,20
Nürnberg;;4,94E+15;1,10E+16;;0;very low;0,00;0,00;G;4798;60,00;287880,00;0,6701;192894,52;0,30
Nürnberg;;4,93E+16;1,11E+16;;0;very low;0,00;0,00;F;4798;60,00;287880,00;0,7222;207904,87;0,30
Nürnberg;;4,94E+15;1,11E+16;;0;very low;0,00;0,00;F;4798;60,00;287880,00;0,4704;135406,39;0,20
Lenggries;Landkreis Bad Tölz-Wolfratshausen;4,77E+15;1,15E+16;;0;very low;0,00;0,00;B;7545;60,00;452700,00;0,4607;208544,56;0,20
Lenggries;Landkreis Bad Tölz-Wolfratshausen;4,76E+15;1,16E+16;;0;very low;0,00;0,00;H;7545;60,00;452700,00;0,4665;211205,02;0,20
Lenggries;Landkreis Bad Tölz-Wolfratshausen;4,75E+15;1,14E+16;;0;very low;0,00;0,00;G;7545;60,00;452700,00;0,4357;197229,59;0,20
Greiling;Landkreis Bad Tölz-Wolfratshausen;4,78E+15;1,16E+16;;0;very low;0,00;0,00;C;7545;60,00;452700,00;0,3514;159066,96;0,20
Reichersbeuern;Landkreis Bad Tölz-Wolfratshausen;4,78E+15;1,16E+16;;0;very low;0,00;0,00;G;7545;60,00;452700,00;0,4739;214513,33;0,20
Benediktbeuern;Landkreis Bad Tölz-Wolfratshausen;4,77E+15;1,14E+15;;0;very low;0,00;0,00;G;7545;60,00;452700,00;0,6201;280729,22;0,30
Lindenberg im Allgäu;Landkreis Lindau;4,76E+15;9,87E+15;;0;very low;0,00;0,00;D;5279;60,00;316740,00;0,7127;225756,32;0,30
Lindenberg im Allgäu;Landkreis Lindau;4,76E+15;9,90E+14;;0;very low;0,00;0,00;B;5279;60,00;316740,00;0,7105;225037,4;0,30
Lindenberg im Allgäu;Landkreis Lindau;4,76E+15;9,87E+14;;0;very low;0,00;0,00;A+;5279;162,86;859711,92;0,1711;147060,35;0,20
Scheidegg;Landkreis Lindau;4,75E+15;9,83E+15;;0;very low;0,00;0,00;A+;5279;60,00;316740,00;0,5625;178167,17;0,25
Aschaffenburg;;4,99E+16;9,09E+15;;0;very low;0,00;0,00;C;3619;60,00;217140,00;0,2606;56596,56;0,20
Aschaffenburg;;5,00E+15;9,11E+15;;0;very low;0,00;0,00;C;3619;60,00;217140,00;0,2839;61637,1;0,20
Aschaffenburg;;5,00E+15;9,12E+15;;0;very low;0,00;0,00;A+;3619;102,18;369800,83;0,6152;227485,08;0,30
Aschaffenburg;;5,00E+14;9,11E+14;;0;very low;0,00;0,00;F;3619;106,97;387122,64;0,3680;142473,92;0,20
Aschaffenburg;;5,00E+16;9,13E+15;;0;very low;0,00;0,00;F;3619;119,04;430818,78;0,3628;156310,61;0,20
Aschaffenburg;;5,00E+15;9,12E+15;;0;very low;0,00;0,00;E;3619;96,45;349055,37;0,2297;80162,35;0,20
Aschaffenburg;;5,00E+15;9,09E+15;;0;very low;0,00;0,00;D;3619;388,28;1405188,18;0,1714;240845,26;0,20
Leidersbach;Landkreis Miltenberg;4,99E+15;9,22E+15;;0;very low;0,00;0,00;E;2785;102,66;285908,43;0,2361;67506,1;0,20
Sauerlach;Landkreis München;4,79E+15;1,16E+16;;0;very low;0,00;0,00;D;10155;60,00;609300,00;0,5047;307543,3;0,25
Sauerlach;Landkreis München;4,80E+15;1,16E+16;;0;very low;0,00;0,00;H;10155;60,00;609300,00;0,4409;268633,98;0,20
Eurasburg;Landkreis Bad Tölz-Wolfratshausen;4,78E+15;1,14E+16;;0;very low;0,00;0,00;E;7545;60,00;452700,00;0,3897;176410,11;0,20
Kochel am See;Landkreis Bad Tölz-Wolfratshausen;4,76E+15;1,13E+16;;0;very low;0,00;0,00;A;7545;60,00;452700,00;0,5176;234301,76;0,25
Murnau am Staffelsee;Landkreis Garmisch-Partenkirchen;4,77E+15;1,11E+14;;0;very low;0,00;0,00;A+;7326;60,00;439560,00;0,3531;155225,04;0,20
Murnau am Staffelsee;Landkreis Garmisch-Partenkirchen;4,77E+15;1,12E+15;;0;very low;0,00;0,00;D;7326;79,50;582438,34;0,5894;343289,4;0,25
Murnau am Staffelsee;Landkreis Garmisch-Partenkirchen;4,76E+15;1,12E+16;;0;very low;0,00;0,00;F;7326;60,00;439560,00;0,5645;248123,69;0,25
Murnau am Staffelsee;Landkreis Garmisch-Partenkirchen;4,77E+15;1,12E+16;;0;very low;0,00;0,00;H;7326;60,00;439560,00;0,3589;157778,56;0,20
Riegsee;Landkreis Garmisch-Partenkirchen;4,76E+15;1,11E+16;;0;very low;0,00;0,00;B;7326;60,00;439560,00;0,3187;140069,09;0,20
Riegsee;Landkreis Garmisch-Partenkirchen;4,77E+15;1,12E+15;;0;very low;0,00;0,00;H;7326;60,00;439560,00;0,3264;143471,42;0,20
Riegsee;Landkreis Garmisch-Partenkirchen;4,77E+15;1,13E+16;;0;very low;0,00;0,00;C;7326;60,00;439560,00;0,4187;184043,69;0,20
Riegsee;Landkreis Garmisch-Partenkirchen;4,77E+15;1,13E+16;;0;very low;0,00;0,00;E;7326;66,60;487898,09;0,6516;317897,69;0,30
Seehausen am Staffelsee;Landkreis Garmisch-Partenkirchen;4,77E+15;1,11E+16;;0;very low;0,00;0,00;A;7326;210,19;1539854,00;0,1583;243721,99;0,20
Seehausen am Staffelsee;Landkreis Garmisch-Partenkirchen;4,77E+15;1,12E+15;;0;very low;0,00;0,00;H;7326;60,00;439560,00;0,4070;178908,57;0,20
Seehausen am Staffelsee;Landkreis Garmisch-Partenkirchen;4,77E+15;1,11E+15;;0;very low;0,00;0,00;E;7326;60,00;439560,00;0,5895;259110,91;0,25
Seehausen am Staffelsee;Landkreis Garmisch-Partenkirchen;4,77E+14;1,12E+16;;0;very low;0,00;0,00;B;7326;215,51;1578793,79;0,0856;135134;0,20
Spatzenhausen;Landkreis Garmisch-Partenkirchen;4,77E+15;1,12E+16;HQ 100;0,001;low;0,00;0,00;H;7326;60,00;439560,00;0,5373;236157,7;0,25
Spatzenhausen;Landkreis Garmisch-Partenkirchen;4,77E+15;1,12E+16;;0;very low;0,00;0,00;G;7326;60,00;439560,00;0,6961;305996,67;0,30
Spatzenhausen;Landkreis Garmisch-Partenkirchen;4,77E+15;1,13E+16;;0;very low;0,00;0,00;A;7326;73,25;536618,56;0,1234;66217,78;0,20
Spatzenhausen;Landkreis Garmisch-Partenkirchen;4,77E+15;1,12E+16;;0;very low;0,00;0,00;F;7326;60,00;439560,00;0,3028;133110,59;0,20
Mittenwald;Landkreis Garmisch-Partenkirchen;4,75E+15;1,13E+16;;0;very low;0,00;0,00;C;7326;60,00;439560,00;0,4938;217043,94;0,20
Mittenwald;Landkreis Garmisch-Partenkirchen;4,75E+16;1,13E+16;;0;very low;0,00;0,00;C;7326;60,00;439560,00;0,2692;118318,07;0,20
Farchant;Landkreis Garmisch-Partenkirchen;4,75E+15;1,11E+16;;0;very low;0,00;0,00;H;7326;60,00;439560,00;0,4292;188656,57;0,20
Bad Kohlgrub;Landkreis Garmisch-Partenkirchen;4,77E+16;1,10E+16;;0;very low;0,00;0,00;C;7326;60,00;439560,00;0,3020;132764,53;0,20
Nürnberg;;4,94E+15;1,11E+15;;0;very low;0,00;0,00;H;4798;60,00;287880,00;0,6110;175906,57;0,30
Nürnberg;;4,94E+16;1,11E+16;;0;very low;0,00;0,00;A;4798;60,00;287880,00;0,4147;119376,09;0,20
Nürnberg;;4,94E+16;1,11E+16;;0;very low;0,00;0,00;F;4798;60,00;287880,00;0,2305;66357,18;0,20
Nürnberg;;4,94E+15;1,11E+16;;0;very low;0,00;0,00;F;4798;144,02;690992,71;0,1798;124240,49;0,20
Nürnberg;;4,94E+15;1,11E+16;;0;very low;0,00;0,00;H;4798;64,68;310339,97;0,5671;175992,07;0,25
Nürnberg;;4,94E+15;1,11E+14;;0;very low;0,00;0,00;E;4798;60,00;287880,00;0,4658;134102,18;0,20
Röthenbach an der Pegnitz;Landkreis Nürnberger Land;4,95E+15;1,12E+15;;0;very low;0,00;0,00;D;3585;60,00;215100,00;0,5591;120269;0,25
Röthenbach an der Pegnitz;Landkreis Nürnberger Land;4,95E+15;1,12E+16;;0;very low;0,00;0,00;F;3585;64,92;232722,93;0,2511;58433,28;0,20
Röthenbach an der Pegnitz;Landkreis Nürnberger Land;4,95E+16;1,12E+15;;0;very low;0,00;0,00;G;3585;100,08;358774,99;0,4509;161785,88;0,20
Neunkirchen a. Sand;Landkreis Nürnberger Land;4,95E+15;1,13E+15;;0;very low;0,00;0,00;E;3585;60,00;215100,00;0,5210;112058,98;0,25
Reichenschwand;Landkreis Nürnberger Land;4,95E+15;1,14E+16;;0;very low;0,00;0,00;E;3585;60,00;215100,00;0,4182;89945,25;0,20
Ottensoos;Landkreis Nürnberger Land;4,95E+16;1,13E+15;;0;very low;0,00;0,00;A+;3585;60,00;215100,00;0,4715;101427,66;0,20
Mehring;Landkreis Altötting;4,82E+16;1,28E+16;;0;very low;0,00;0,00;G;3540;82,08;290552,89;0,5956;173052,17;0,25
Emmerting;Landkreis Altötting;4,82E+15;1,28E+16;;0;very low;0,00;0,00;B;3540;100,15;354540,51;0,2308;81813,13;0,20
Rohrdorf;Landkreis Rosenheim;4,78E+15;1,22E+16;;0;very low;0,00;0,00;H;5831;60,00;349860,00;0,4882;170788,15;0,20
Pullach im Isartal;Landkreis München;4,81E+15;1,15E+16;;0;very low;0,00;0,00;H;10155;60,00;609300,00;0,6618;403232,29;0,30
Pullach im Isartal;Landkreis München;4,81E+15;1,15E+16;;0;very low;0,00;0,00;E;10155;60,00;609300,00;0,4183;254876,19;0,20
Theisseil;Landkreis Neustadt an der Waldnaab;4,97E+15;1,22E+16;;0;very low;0,00;0,00;G;2158;126,66;273323,27;0,5446;148864,55;0,25
Theisseil;Landkreis Neustadt an der Waldnaab;4,97E+15;1,22E+15;;0;very low;0,00;0,00;A+;2158;85,97;185516,92;0,6340;117616,07;0,30
Theisseil;Landkreis Neustadt an der Waldnaab;4,96E+15;1,21E+16;;0;very low;0,00;0,00;E;2158;107,16;231247,12;0,3957;91496,98;0,20
Theisseil;Landkreis Neustadt an der Waldnaab;4,97E+15;1,21E+16;;0;very low;0,00;0,00;G;2158;1029,37;2221371,12;0,0801;177889,84;0,20
Theisseil;Landkreis Neustadt an der Waldnaab;4,96E+15;1,22E+16;;0;very low;0,00;0,00;D;2158;60,00;129480,00;0,5337;69105,2;0,25
Theisseil;Landkreis Neustadt an der Waldnaab;4,97E+16;1,23E+16;;0;very low;0,00;0,00;D;2158;308,09;664867,27;0,1742;115843,01;0,20
Theisseil;Landkreis Neustadt an der Waldnaab;4,97E+15;1,22E+15;;0;very low;0,00;0,00;B;2158;60,00;129480,00;0,6917;89561,39;0,30
Theisseil;Landkreis Neustadt an der Waldnaab;4,97E+15;1,21E+16;;0;very low;0,00;0,00;G;2158;165,71;357603,06;0,4236;151467,87;0,20
Theisseil;Landkreis Neustadt an der Waldnaab;4,97E+15;1,21E+16;;0;very low;0,00;0,00;F;2158;148,27;319976,75;0,5954;190527,56;0,25
Theisseil;Landkreis Neustadt an der Waldnaab;4,97E+15;1,22E+16;;0;very low;0,00;0,00;G;2158;138,70;299311,38;0,2039;61029,62;0,20
Theisseil;Landkreis Neustadt an der Waldnaab;4,97E+15;1,21E+15;;0;very low;0,00;0,00;A;2158;73,74;159133,47;0,4284;68174,99;0,20
Theisseil;Landkreis Neustadt an der Waldnaab;4,96E+15;1,21E+16;;0;very low;0,00;0,00;C;2158;267,58;577438,18;0,1428;82444,93;0,20
Weiden in der Oberpfalz;;4,97E+15;1,21E+14;;0;very low;0,00;0,00;E;2781;60,00;166860,00;0,4186;69845,33;0,20
Weiden in der Oberpfalz;;4,97E+16;1,21E+16;;0;very low;0,00;0,00;C;2781;104,79;291412,22;0,6263;182515,55;0,30
Weiden in der Oberpfalz;;4,97E+14;1,22E+15;;0;very low;0,00;0,00;E;2781;60,00;166860,00;0,5349;89249,24;0,25
Weiden in der Oberpfalz;;4,96E+15;1,21E+16;;0;very low;0,00;0,00;C;2781;143,42;398848,03;0,4176;166574,46;0,20
Weiden in der Oberpfalz;;4,97E+16;1,23E+15;;0;very low;0,00;0,00;A;2781;255,95;711806,78;0,1916;136416,49;0,20
Weiden in der Oberpfalz;;4,96E+16;1,21E+15;;0;very low;0,00;0,00;E;2781;99,38;276388,98;0,3135;86636,15;0,20
Weiden in der Oberpfalz;;4,96E+15;1,21E+16;;0;very low;0,00;0,00;D;2781;91,31;253939,72;0,6408;162717,72;0,30
Weiden in der Oberpfalz;;4,96E+15;1,21E+16;;0;very low;0,00;0,00;E;2781;60,00;166860,00;0,5602;93478,08;0,25
Weiden in der Oberpfalz;;4,97E+15;1,22E+16;;0;very low;0,00;0,00;E;2781;64,22;178605,91;0,4864;86869,59;0,20
Weiden in der Oberpfalz;;4,97E+15;1,21E+16;;0;very low;0,00;0,00;E;2781;109,45;304369,99;0,4102;124865,39;0,20
Weiden in der Oberpfalz;;4,97E+15;1,21E+16;;0;very low;0,00;0,00;D;2781;60,00;166860,00;0,5141;85786,9;0,25
Weiden in der Oberpfalz;;4,97E+15;1,22E+16;;0;very low;0,00;0,00;G;2781;179,22;498416,67;0,1092;54441,32;0,20
Rückersdorf;Landkreis Nürnberger Land;4,95E+15;1,12E+16;;0;very low;0,00;0,00;D;3585;267,54;959114,76;0,4434;425223,55;0,20
Nagel;Landkreis Wunsiedel im Fichtelgebirge;5,00E+15;1,19E+14;;0;very low;0,00;0,00;E;1589;62,26;98927,66;0,7039;69636,94;0,30
Heroldsberg;Landkreis Erlangen-Höchstadt;4,96E+15;1,11E+16;;0;very low;0,00;0,00;C;4319;101,21;437127,48;0,4752;207708,69;0,20
Heroldsberg;Landkreis Erlangen-Höchstadt;4,95E+16;1,11E+16;;0;very low;0,00;0,00;D;4319;229,14;989676,17;0,2168;214520,92;0,20
Heroldsberg;Landkreis Erlangen-Höchstadt;4,95E+16;1,11E+16;;0;very low;0,00;0,00;A;4319;60,00;259140,00;0,5132;132995,6;0,25
Kalchreuth;Landkreis Erlangen-Höchstadt;4,95E+16;1,12E+16;;0;very low;0,00;0,00;H;4319;84,34;364258,07;0,3904;142216,67;0,20
Kalchreuth;Landkreis Erlangen-Höchstadt;4,95E+15;1,11E+16;;0;very low;0,00;0,00;D;4319;94,22;406928,90;0,3762;153092,31;0,20
Kalchreuth;Landkreis Erlangen-Höchstadt;4,96E+15;1,11E+16;;0;very low;0,00;0,00;A+;4319;60,00;259140,00;0,3474;90025,42;0,20
Hollfeld;Landkreis Bayreuth;4,99E+15;1,13E+16;;0;very low;0,00;0,00;A;2260;116,44;263155,07;0,4063;106920,34;0,20
Schönbrunn i.Steigerwald;Landkreis Bamberg;4,99E+15;1,07E+16;;0;very low;0,00;0,00;E;2941;68,23;200651,28;0,5489;110145,42;0,25
Hallstadt;Landkreis Bamberg;4,99E+15;1,08E+15;;0;very low;0,00;0,00;A+;2941;306,31;900859,02;0,1274;114798,58;0,20
Hallstadt;Landkreis Bamberg;4,99E+15;1,09E+16;;0;very low;0,00;0,00;G;2941;60,00;176460,00;0,5334;94119,12;0,25
Breitengüßbach;Landkreis Bamberg;5,00E+15;1,09E+16;;0;very low;0,00;0,00;C;2941;122,44;360102,00;0,1212;43629,75;0,20
Viereth-Trunstadt;Landkreis Bamberg;4,99E+15;1,08E+16;;0;very low;0,00;0,00;D;2941;1329,51;3910086,65;0,0816;319147,3;0,20
Memmelsdorf;Landkreis Bamberg;4,99E+15;1,10E+16;;0;very low;0,00;0,00;G;2941;60,00;176460,00;0,5199;91741,62;0,25
Memmelsdorf;Landkreis Bamberg;5,00E+15;1,10E+16;;0;very low;0,00;0,00;F;2941;60,00;176460,00;0,5905;104207,79;0,25
Oberhaid;Landkreis Bamberg;5,00E+15;1,08E+16;;0;very low;0,00;0,00;D;2941;79,51;233827,90;0,5006;117050,3;0,25
Strullendorf;Landkreis Bamberg;4,99E+14;1,10E+16;;0;very low;0,00;0,00;D;2941;72,19;212310,64;0,7251;153937,79;0,30
Strullendorf;Landkreis Bamberg;4,99E+15;1,10E+16;;0;very low;0,00;0,00;D;2941;74,66;219579,86;0,4805;105508,39;0,20
Frensdorf;Landkreis Bamberg;4,98E+15;1,08E+16;;0;very low;0,00;0,00;A+;2941;153,47;451353,67;0,5381;242889,09;0,25
Rattelsdorf;Landkreis Bamberg;5,00E+15;1,09E+16;;0;very low;0,00;0,00;G;2941;107,11;315004,27;0,3579;112745;0,20
Bamberg;;4,99E+15;1,09E+16;;0;very low;0,00;0,00;C;3709;206,85;767219,13;0,1589;121920,05;0,20
Bamberg;;4,99E+15;1,09E+15;;0;very low;0,00;0,00;G;3709;158,44;587654,59;0,1880;110476,03;0,20
Bamberg;;4,99E+15;1,09E+16;;0;very low;0,00;0,00;F;3709;60,00;222540,00;0,3172;70585,42;0,20
Burgebrach;Landkreis Bamberg;4,98E+15;1,08E+16;;0;very low;0,00;0,00;H;2941;66,00;194098,04;0,5708;110797,7;0,25
Burgebrach;Landkreis Bamberg;4,98E+15;1,08E+16;;0;very low;0,00;0,00;C;2941;172,70;507920,74;0,3126;158790,94;0,20
Stegaurach;Landkreis Bamberg;4,99E+16;1,09E+16;;0;very low;0,00;0,00;G;2941;60,00;176460,00;0,5293;93405,33;0,25
Stegaurach;Landkreis Bamberg;4,99E+15;1,09E+16;;0;very low;0,00;0,00;A;2941;64,63;190070,79;0,2850;54172,57;0,20
Michelau i.OFr.;Landkreis Lichtenfels;5,02E+15;1,11E+16;;0;very low;0,00;0,00;A;2265;60,00;135900,00;0,7107;96590,53;0,30
Michelau i.OFr.;Landkreis Lichtenfels;5,02E+15;1,11E+15;;0;very low;0,00;0,00;C;2265;60,00;135900,00;0,4479;60869,85;0,20
Weismain;Landkreis Lichtenfels;5,00E+15;1,13E+16;;0;very low;0,00;0,00;C;2265;124,59;282186,76;0,5540;156338,19;0,25
Burgkunstadt;Landkreis Lichtenfels;5,02E+15;1,13E+16;;0;very low;0,00;0,00;E;2265;103,91;235367,27;0,4931;116056,85;0,20
Burgkunstadt;Landkreis Lichtenfels;5,02E+15;1,12E+16;;0;very low;0,00;0,00;C;2265;93,05;210765,37;0,5313;111971,32;0,25
Ebensfeld;Landkreis Lichtenfels;5,01E+15;1,10E+16;;0;very low;0,00;0,00;H;2265;110,67;250666,32;0,6223;155998,86;0,30
Ebensfeld;Landkreis Lichtenfels;5,01E+15;1,09E+16;;0;very low;0,00;0,00;E;2265;60,00;135900,00;0,7330;99610,71;0,30
Stockheim;Landkreis Kronach;5,03E+15;1,13E+16;;0;very low;0,00;0,00;D;1318;98,75;130149,08;0,6719;87450,33;0,30
Reichenbach;Landkreis Kronach;5,04E+15;1,14E+16;;0;very low;0,00;0,00;C;1318;120,77;159180,09;0,6073;96672,03;0,30
Teuschnitz;Landkreis Kronach;5,04E+15;1,14E+14;;0;very low;0,00;0,00;F;1318;332,61;438374,94;0,1531;67107,41;0,20
Kulmbach;Landkreis Kulmbach;5,02E+15;1,13E+16;;0;very low;0,00;0,00;D;2009;124,05;249225,02;0,5390;134331,55;0,25
Weißenbrunn;Landkreis Kronach;5,02E+15;1,13E+16;;0;very low;0,00;0,00;G;1318;167,38;220601,36;0,4312;95125,85;0,20
Küps;Landkreis Kronach;5,02E+15;1,13E+16;;0;very low;0,00;0,00;A+;1318;99,71;131411,28;0,5354;70356,23;0,25
Küps;Landkreis Kronach;5,02E+15;1,13E+16;;0;very low;0,00;0,00;B;1318;321,23;423386,50;0,6373;269831,66;0,30
Steinwiesen;Landkreis Kronach;5,04E+15;1,14E+15;;0;very low;0,00;0,00;B;1318;109,93;144892,52;0,6174;89462,94;0,30
Marktrodach;Landkreis Kronach;5,03E+15;1,14E+16;;0;very low;0,00;0,00;G;1318;161,22;212490,03;0,4955;105279,41;0,20
Mitwitz;Landkreis Kronach;5,03E+15;1,12E+16;;0;very low;0,00;0,00;D;1318;476,02;627389,50;0,4379;274738,87;0,20
Ludwigsstadt;Landkreis Kronach;5,05E+15;1,13E+16;;0;very low;0,00;0,00;E;1318;100,55;132527,86;0,4344;57566,15;0,20
Tettau;Landkreis Kronach;5,04E+15;1,13E+16;;0;very low;0,00;0,00;A;1318;292,78;385884,41;0,6788;261950,18;0,30
Kronach;Landkreis Kronach;5,02E+16;1,14E+15;;0;very low;0,00;0,00;E;1318;140,25;184846,47;0,5541;102429,39;0,25
Kronach;Landkreis Kronach;5,03E+15;1,13E+16;;0;very low;0,00;0,00;A;1318;76,59;100951,74;0,5733;57874,84;0,25
Kronach;Landkreis Kronach;5,02E+16;1,13E+15;;0;very low;0,00;0,00;C;1318;117,14;154393,22;0,4570;70563,65;0,20
Kronach;Landkreis Kronach;5,03E+15;1,13E+16;;0;very low;0,00;0,00;E;1318;199,45;262877,31;0,6103;160421,71;0,30
Kronach;Landkreis Kronach;5,02E+15;1,14E+16;;0;very low;0,00;0,00;C;1318;576,42;759724,88;0,1036;78736,07;0,20
Wallenfels;Landkreis Kronach;5,03E+15;1,15E+15;;0;very low;0,00;0,00;D;1318;60,00;79080,00;0,7350;58124,3;0,30
Steinbach am Wald;Landkreis Kronach;5,04E+15;1,13E+16;;0;very low;0,00;0,00;D;1318;230,83;304230,26;0,3813;115998,79;0,20
Pressig;Landkreis Kronach;5,04E+15;1,13E+15;;0;very low;0,00;0,00;D;1318;190,90;251606,85;0,4542;114287,31;0,20
Wilhelmsthal;Landkreis Kronach;5,03E+15;1,14E+16;;0;very low;0,00;0,00;G;1318;106,26;140045,87;0,6310;88372,06;0,30
Großheirath;Landkreis Coburg;5,02E+14;1,09E+16;;0;very low;0,00;0,00;E;1860;87,04;161897,16;0,5393;87303,16;0,25
Eltmann;Landkreis Haßberge;4,99E+15;1,07E+16;;0;very low;0,00;0,00;A+;2045;81,35;166366,97;0,4360;72532;0,20
Königsberg in Bayern;Landkreis Haßberge;5,01E+16;1,05E+16;;0;very low;0,00;0,00;C;2045;82,84;169417,45;0,7099;120277,56;0,30
Oberaurach;Landkreis Haßberge;4,99E+15;1,06E+16;;0;very low;0,00;0,00;C;2045;80,15;163903,06;0,6853;112325,57;0,30
Wonfurt;Landkreis Haßberge;5,00E+15;1,05E+16;;0;very low;0,00;0,00;A;2045;226,24;462655,61;0,3147;145620,39;0,20
Zeil am Main;Landkreis Haßberge;5,00E+15;1,06E+15;;0;very low;0,00;0,00;G;2045;181,03;370210,58;0,3129;115830,55;0,20
