plz;ort;landkreis;latitude;longitude;fluvial/HQ;AEP;floodrisk
823770;Penzberg;Landkreis Weilheim-Schongau;4,77422E+15;1,14147E+16;0,035;0,04%;Very Low
823770;Penzberg;Landkreis Weilheim-Schongau;4,77675E+15;1,13709E+16;0,035;0,04%;Very Low
823770;Penzberg;Landkreis Weilheim-Schongau;4,77961E+15;1,13854E+16;0,035;0,04%;Very Low
823770;Penzberg;Landkreis Weilheim-Schongau;4,77602E+14;1,13632E+16;0,035;0,04%;Very Low
823770;Penzberg;Landkreis Weilheim-Schongau;4,77583E+15;1,13507E+16;0,035;0,04%;Very Low
823800;Peißenberg;Landkreis Weilheim-Schongau;4,77539E+16;1,10482E+15;0,035;0,04%;Very Low
823800;Peißenberg;Landkreis Weilheim-Schongau;4,77809E+16;1,10719E+16;0,035;0,04%;Very Low
823800;Peißenberg;Landkreis Weilheim-Schongau;4,77898E+15;1,11042E+16;0,035;0,04%;Very Low
823800;Peißenberg;Landkreis Weilheim-Schongau;4,7787E+16;1,1086E+16;0,035;0,04%;Very Low
823800;Peißenberg;Landkreis Weilheim-Schongau;4,7767E+15;1,10603E+16;0,035;0,04%;Very Low
823830;Hohenpeißenberg;Landkreis Weilheim-Schongau;4,77867E+15;1,10269E+15;0,035;0,04%;Very Low
823830;Hohenpeißenberg;Landkreis Weilheim-Schongau;4,78016E+15;1,103E+16;0,035;0,04%;Very Low
823860;Huglfing;Landkreis Weilheim-Schongau;4,77505E+15;1,10691E+14;0,035;0,04%;Very Low
823860;Huglfing;Landkreis Weilheim-Schongau;4,77755E+16;1,1144E+16;0,035;0,04%;Very Low
823860;Oberhausen;Landkreis Weilheim-Schongau;4,7755E+15;1,11024E+16;0,035;0,04%;Very Low
823860;Oberhausen;Landkreis Weilheim-Schongau;4,77713E+15;1,11696E+16;0,035;0,04%;Very Low
823890;Böbing;Landkreis Weilheim-Schongau;4,77321E+14;1,10736E+16;0,035;0,04%;Very Low
823900;Eberfing;Landkreis Weilheim-Schongau;4,77818E+14;1,12055E+16;0,035;0,04%;Very Low
823950;Obersöchering;Landkreis Weilheim-Schongau;4,77367E+15;1,12267E+16;0,035;0,04%;Very Low
823960;Pähl;Landkreis Weilheim-Schongau;4,79476E+15;1,11453E+16;0,035;0,04%;Very Low
823980;Polling;Landkreis Weilheim-Schongau;4,78172E+15;1,11102E+16;0,035;0,04%;Very Low
823990;Raisting;Landkreis Weilheim-Schongau;4,7903E+16;1,11189E+16;0,035;0,04%;Very Low
824020;Seeshaupt;Landkreis Weilheim-Schongau;4,78245E+16;1,12694E+15;0,035;0,04%;Very Low
824310;Kochel am See;Landkreis Bad Tölz-Wolfratshausen;4,76679E+15;1,13633E+16;0,071;0,07%;Very Low
824330;Bad Kohlgrub;Landkreis Garmisch-Partenkirchen;4,76858E+15;1,10705E+16;0,001;0,00%;Very Low
824380;Eschenlohe;Landkreis Garmisch-Partenkirchen;4,75982E+16;1,12025E+15;0,001;0,00%;Very Low
824390;Schlehdorf;Landkreis Bad Tölz-Wolfratshausen;4,76771E+15;1,13E+16;0,071;0,07%;Very Low
824390;Großweil;Landkreis Garmisch-Partenkirchen;4,77082E+16;1,13113E+15;0,001;0,00%;Very Low
824410;Ohlstadt;Landkreis Garmisch-Partenkirchen;4,76185E+15;1,12371E+16;0,001;0,00%;Very Low
824490;Uffing am Staffelsee;Landkreis Garmisch-Partenkirchen;4,77222E+15;1,10795E+16;0,001;0,00%;Very Low
824870;Oberammergau;Landkreis Garmisch-Partenkirchen;4,75811E+16;1,10359E+16;0,001;0,00%;Very Low
824870;Oberammergau;Landkreis Garmisch-Partenkirchen;4,76103E+16;1,10855E+16;0,001;0,00%;Very Low
824900;Farchant;Landkreis Garmisch-Partenkirchen;4,75392E+15;1,10821E+16;0,001;0,00%;Very Low
824900;Farchant;Landkreis Garmisch-Partenkirchen;4,75404E+15;1,11482E+16;0,001;0,00%;Very Low
824910;Grainau;Landkreis Garmisch-Partenkirchen;4,74564E+15;1,09992E+15;0,001;0,00%;Very Low
824940;Krün;Landkreis Garmisch-Partenkirchen;4,75068E+16;1,12036E+16;0,001;0,00%;Very Low
824960;Oberau;Landkreis Garmisch-Partenkirchen;4,756E+15;1,1125E+15;0,001;0,00%;Very Low
824970;Unterammergau;Landkreis Garmisch-Partenkirchen;4,76127E+15;1,10106E+15;0,001;0,00%;Very Low
824990;Wallgau;Landkreis Garmisch-Partenkirchen;4,75377E+16;1,12538E+16;0,001;0,00%;Very Low
825150;Wolfratshausen;Landkreis Bad Tölz-Wolfratshausen;4,79117E+15;1,14356E+16;0,071;0,07%;Very Low
825150;Wolfratshausen;Landkreis Bad Tölz-Wolfratshausen;4,79252E+16;1,1426E+16;0,071;0,07%;Very Low
825150;Wolfratshausen;Landkreis Bad Tölz-Wolfratshausen;4,79164E+16;1,14383E+16;0,071;0,07%;Very Low
825150;Wolfratshausen;Landkreis Bad Tölz-Wolfratshausen;4,78952E+15;1,1438E+15;0,071;0,07%;Very Low
825150;Wolfratshausen;Landkreis Bad Tölz-Wolfratshausen;4,78989E+14;1,14364E+16;0,071;0,07%;Very Low
825150;Wolfratshausen;Landkreis Bad Tölz-Wolfratshausen;4,79163E+15;1,14342E+16;0,071;0,07%;Very Low
825150;Wolfratshausen;Landkreis Bad Tölz-Wolfratshausen;4,79184E+16;1,14299E+16;0,071;0,07%;Very Low
825380;Geretsried;Landkreis Bad Tölz-Wolfratshausen;4,78575E+15;1,14882E+15;0,071;0,07%;Very Low
825380;Geretsried;Landkreis Bad Tölz-Wolfratshausen;4,7885E+15;1,14602E+15;0,071;0,07%;Very Low
825380;Geretsried;Landkreis Bad Tölz-Wolfratshausen;4,78784E+14;1,14257E+16;0,071;0,07%;Very Low
825380;Geretsried;Landkreis Bad Tölz-Wolfratshausen;4,78684E+16;1,14959E+16;0,071;0,07%;Very Low
825380;Geretsried;Landkreis Bad Tölz-Wolfratshausen;4,78711E+15;1,1416E+16;0,071;0,07%;Very Low
825380;Geretsried;Landkreis Bad Tölz-Wolfratshausen;4,78864E+15;1,14345E+16;0,071;0,07%;Very Low
825380;Geretsried;Landkreis Bad Tölz-Wolfratshausen;4,78721E+15;1,14891E+16;0,071;0,07%;Very Low
825380;Geretsried;Landkreis Bad Tölz-Wolfratshausen;4,78455E+15;1,14735E+15;0,071;0,07%;Very Low
825380;Geretsried;Landkreis Bad Tölz-Wolfratshausen;4,78777E+15;1,14476E+16;0,071;0,07%;Very Low
830220;Rosenheim;;4,78522E+16;1,21222E+16;0,388;0,49%;Low
830220;Rosenheim;;4,78489E+16;1,21312E+16;0,388;0,49%;Low
830220;Rosenheim;;4,78568E+16;1,21244E+16;0,388;0,49%;Low
830220;Rosenheim;;4,78554E+15;1,21395E+16;0,388;0,49%;Low
830220;Rosenheim;;4,78633E+15;1,21172E+16;0,388;0,49%;Low
830220;Rosenheim;;4,78626E+15;1,21262E+16;0,388;0,49%;Low
830220;Rosenheim;;4,78541E+16;1,21341E+16;0,388;0,49%;Low
830220;Rosenheim;;4,78605E+15;1,21114E+16;0,388;0,49%;Low
830240;Rosenheim;;4,78688E+15;1,21181E+16;0,388;0,49%;Low
830240;Rosenheim;;4,78629E+16;1,21051E+16;0,388;0,49%;Low
830240;Rosenheim;;4,78721E+15;1,21323E+16;0,388;0,49%;Low
830240;Rosenheim;;4,78803E+15;1,21216E+16;0,388;0,49%;Low
830240;Rosenheim;;4,78626E+15;1,20801E+15;0,388;0,49%;Low
830240;Rosenheim;;4,78818E+16;1,21125E+16;0,388;0,49%;Low
830240;Rosenheim;;4,78756E+15;1,2121E+16;0,388;0,49%;Low
830260;Rosenheim;;4,7817E+16;1,21136E+16;0,388;0,49%;Low
830260;Rosenheim;;4,78314E+15;1,21313E+16;0,388;0,49%;Low
830260;Rosenheim;;4,78458E+14;1,21023E+15;0,388;0,49%;Low
830260;Rosenheim;;4,7826E+14;1,21373E+16;0,388;0,49%;Low
830260;Rosenheim;;4,78168E+16;1,20312E+16;0,388;0,49%;Low
830260;Rosenheim;;4,7815E+16;1,20913E+16;0,388;0,49%;Low
830260;Rosenheim;;4,78176E+15;1,20691E+16;0,388;0,49%;Low
830260;Rosenheim;;4,78371E+15;1,21444E+16;0,388;0,49%;Low
830260;Rosenheim;;4,78208E+15;1,21221E+16;0,388;0,49%;Low
830590;Kolbermoor;Landkreis Rosenheim;4,78307E+15;1,20642E+16;0,082;0,09%;Very Low
830590;Kolbermoor;Landkreis Rosenheim;4,78349E+16;1,20597E+16;0,082;0,09%;Very Low
830590;Kolbermoor;Landkreis Rosenheim;4,78462E+16;1,20422E+16;0,082;0,09%;Very Low
830590;Kolbermoor;Landkreis Rosenheim;4,78619E+15;1,20422E+16;0,082;0,09%;Very Low
830590;Kolbermoor;Landkreis Rosenheim;4,78641E+15;1,20648E+16;0,082;0,09%;Very Low
830590;Kolbermoor;Landkreis Rosenheim;4,78243E+15;1,20339E+16;0,082;0,09%;Very Low
830590;Kolbermoor;Landkreis Rosenheim;4,78503E+15;1,20516E+15;0,082;0,09%;Very Low
830640;Raubling;Landkreis Rosenheim;4,77953E+16;1,20923E+16;0,082;0,09%;Very Low
830640;Raubling;Landkreis Rosenheim;4,7811E+16;1,20711E+16;0,082;0,09%;Very Low
830640;Raubling;Landkreis Rosenheim;4,77436E+15;1,20661E+14;0,082;0,09%;Very Low
830640;Raubling;Landkreis Rosenheim;4,78152E+16;1,2113E+16;0,082;0,09%;Very Low
830640;Raubling;Landkreis Rosenheim;4,78063E+15;1,21228E+16;0,082;0,09%;Very Low
830710;Stephanskirchen;Landkreis Rosenheim;4,78441E+15;1,21613E+16;0,082;0,09%;Very Low
830710;Stephanskirchen;Landkreis Rosenheim;4,7867E+15;1,22246E+16;0,082;0,09%;Very Low
830710;Stephanskirchen;Landkreis Rosenheim;4,78731E+16;1,21929E+16;0,082;0,09%;Very Low
830710;Stephanskirchen;Landkreis Rosenheim;4,7857E+16;1,21491E+16;0,082;0,09%;Very Low
830800;Oberaudorf;Landkreis Rosenheim;4,76376E+16;1,20915E+15;0,082;0,09%;Very Low
830800;Oberaudorf;Landkreis Rosenheim;4,76481E+15;1,21552E+16;0,082;0,09%;Very Low
830880;Kiefersfelden;Landkreis Rosenheim;4,76159E+16;1,2086E+16;0,082;0,09%;Very Low
830880;Kiefersfelden;Landkreis Rosenheim;4,76371E+16;1,20703E+16;0,082;0,09%;Very Low
830880;Kiefersfelden;Landkreis Rosenheim;4,76339E+15;1,20869E+16;0,082;0,09%;Very Low
831010;Rohrdorf;Landkreis Rosenheim;4,78103E+16;1,2209E+15;0,082;0,09%;Very Low
831010;Rohrdorf;Landkreis Rosenheim;4,78134E+16;1,21476E+16;0,082;0,09%;Very Low
831090;Großkarolinenfeld;Landkreis Rosenheim;4,78928E+15;1,2073E+16;0,082;0,09%;Very Low
831090;Großkarolinenfeld;Landkreis Rosenheim;4,78736E+14;1,20898E+16;0,082;0,09%;Very Low
831090;Großkarolinenfeld;Landkreis Rosenheim;4,78749E+15;1,20969E+16;0,082;0,09%;Very Low
831150;Neubeuern;Landkreis Rosenheim;4,77867E+15;1,21333E+16;0,082;0,09%;Very Low
831150;Neubeuern;Landkreis Rosenheim;4,77679E+15;1,21697E+16;0,082;0,09%;Very Low
831190;Obing;Landkreis Traunstein;4,80137E+15;1,23772E+16;0,051;0,05%;Very Low
831190;Obing;Landkreis Traunstein;4,80296E+15;1,24341E+16;0,051;0,05%;Very Low
831220;Samerberg;Landkreis Rosenheim;4,77722E+16;1,22133E+16;0,082;0,09%;Very Low
831230;Amerang;Landkreis Rosenheim;4,802E+16;1,22986E+16;0,082;0,09%;Very Low
831250;Eggstätt;Landkreis Rosenheim;4,79129E+15;1,2368E+16;0,082;0,09%;Very Low
831280;Halfing;Landkreis Rosenheim;4,79333E+16;1,22832E+16;0,082;0,09%;Very Low
831290;Höslwang;Landkreis Rosenheim;4,79474E+15;1,23263E+16;0,082;0,09%;Very Low
831310;Nußdorf am Inn;Landkreis Rosenheim;4,77068E+16;1,21669E+16;0,082;0,09%;Very Low
831320;Pittenhart;Landkreis Traunstein;4,7974E+15;1,23534E+16;0,051;0,05%;Very Low
831340;Prutting;Landkreis Rosenheim;4,78944E+15;1,21971E+16;0,082;0,09%;Very Low
831350;Schechen;Landkreis Rosenheim;4,79534E+15;1,21375E+16;0,082;0,09%;Very Low
831350;Schechen;Landkreis Rosenheim;4,79063E+15;1,21227E+16;0,082;0,09%;Very Low
831370;Schonstett;Landkreis Rosenheim;4,79875E+15;1,22308E+16;0,082;0,09%;Very Low
831390;Söchtenau;Landkreis Rosenheim;4,79548E+16;1,22284E+16;0,082;0,09%;Very Low
832240;Grassau;Landkreis Traunstein;4,78E+15;1,24428E+16;0,051;0,05%;Very Low
832240;Grassau;Landkreis Traunstein;4,77858E+15;1,2533E+15;0,051;0,05%;Very Low
832240;Grassau;Landkreis Traunstein;4,77713E+15;1,24731E+16;0,051;0,05%;Very Low
832240;Staudach-Egerndach;Landkreis Traunstein;4,77956E+15;1,24629E+16;0,051;0,05%;Very Low
832240;Staudach-Egerndach;Landkreis Traunstein;4,78051E+15;1,24363E+16;0,051;0,05%;Very Low
832240;Staudach-Egerndach;Landkreis Traunstein;4,77995E+15;1,24686E+16;0,051;0,05%;Very Low
832290;Aschau im Chiemgau;Landkreis Rosenheim;4,76913E+15;1,22921E+16;0,082;0,09%;Very Low
832290;Aschau im Chiemgau;Landkreis Rosenheim;4,77918E+15;1,2318E+15;0,082;0,09%;Very Low
832330;Bernau am Chiemsee;Landkreis Rosenheim;4,78224E+15;1,23389E+16;0,082;0,09%;Very Low
832330;Bernau am Chiemsee;Landkreis Rosenheim;4,78221E+15;1,23837E+16;0,082;0,09%;Very Low
832330;Bernau am Chiemsee;Landkreis Rosenheim;4,78115E+15;1,23542E+16;0,082;0,09%;Very Low
832360;Übersee;Landkreis Traunstein;4,78139E+15;1,24509E+16;0,051;0,05%;Very Low
832360;Übersee;Landkreis Traunstein;4,78369E+16;1,24374E+16;0,051;0,05%;Very Low
832420;Reit im Winkl;Landkreis Traunstein;4,76532E+15;1,25017E+16;0,051;0,05%;Very Low
832460;Unterwössen;Landkreis Traunstein;4,77136E+16;1,25021E+16;0,051;0,05%;Very Low
832500;Marquartstein;Landkreis Traunstein;4,77493E+15;1,24463E+16;0,051;0,05%;Very Low
832530;Rimsting;Landkreis Rosenheim;4,78702E+16;1,23177E+16;0,082;0,09%;Very Low
832530;Rimsting;Landkreis Rosenheim;4,78911E+15;1,23608E+16;0,082;0,09%;Very Low
832540;Breitbrunn am Chiemsee;Landkreis Rosenheim;4,79028E+15;1,23725E+16;0,082;0,09%;Very Low
832590;Schleching;Landkreis Traunstein;4,7716E+15;1,23401E+16;0,051;0,05%;Very Low
833010;Traunreut;Landkreis Traunstein;4,79661E+15;1,25856E+16;0,051;0,05%;Very Low
833010;Traunreut;Landkreis Traunstein;4,79683E+14;1,25831E+16;0,051;0,05%;Very Low
833010;Traunreut;Landkreis Traunstein;4,79669E+15;1,26164E+16;0,051;0,05%;Very Low
833010;Traunreut;Landkreis Traunstein;4,79554E+15;1,26237E+15;0,051;0,05%;Very Low
833010;Traunreut;Landkreis Traunstein;4,79722E+15;1,25485E+16;0,051;0,05%;Very Low
833010;Traunreut;Landkreis Traunstein;4,79674E+16;1,26197E+16;0,051;0,05%;Very Low
833080;Trostberg;Landkreis Traunstein;4,80353E+15;1,26008E+16;0,051;0,05%;Very Low
833080;Trostberg;Landkreis Traunstein;4,80185E+16;1,25723E+16;0,051;0,05%;Very Low
833080;Trostberg;Landkreis Traunstein;4,80171E+15;1,25699E+16;0,051;0,05%;Very Low
833080;Trostberg;Landkreis Traunstein;4,80012E+15;1,25499E+16;0,051;0,05%;Very Low
833080;Trostberg;Landkreis Traunstein;4,80173E+15;1,25593E+16;0,051;0,05%;Very Low
833340;Inzell;Landkreis Traunstein;4,77725E+15;1,28305E+16;0,051;0,05%;Very Low
833340;Inzell;Landkreis Traunstein;4,78045E+15;1,27435E+16;0,051;0,05%;Very Low
833390;Chieming;Landkreis Traunstein;4,79086E+15;1,25402E+16;0,051;0,05%;Very Low
833390;Chieming;Landkreis Traunstein;4,78983E+15;1,25707E+15;0,051;0,05%;Very Low
833420;Tacherting;Landkreis Traunstein;4,80626E+16;1,24945E+16;0,051;0,05%;Very Low
833420;Tacherting;Landkreis Traunstein;4,80812E+15;1,24546E+16;0,051;0,05%;Very Low
833460;Bergen;Landkreis Traunstein;4,77856E+15;1,25624E+16;0,051;0,05%;Very Low
833460;Bergen;Landkreis Traunstein;4,78198E+15;1,25651E+16;0,051;0,05%;Very Low
833490;Palling;Landkreis Traunstein;4,8042E+15;1,26333E+16;0,051;0,05%;Very Low
833520;Altenmarkt an der Alz;Landkreis Traunstein;4,79809E+16;1,25369E+16;0,051;0,05%;Very Low
833520;Altenmarkt an der Alz;Landkreis Traunstein;4,79959E+16;1,25203E+16;0,051;0,05%;Very Low
833580;Seeon-Seebruck;Landkreis Traunstein;4,79368E+16;1,2475E+16;0,051;0,05%;Very Low
833610;Kienberg;Landkreis Traunstein;4,80465E+14;1,24683E+16;0,051;0,05%;Very Low
833620;Surberg;Landkreis Traunstein;4,78691E+15;1,26851E+16;0,051;0,05%;Very Low
833650;Nußdorf;Landkreis Traunstein;4,78958E+15;1,25837E+16;0,051;0,05%;Very Low
833680;Traunreut;Landkreis Traunstein;4,79882E+16;1,25731E+16;0,051;0,05%;Very Low
833700;Seeon-Seebruck;Landkreis Traunstein;4,79662E+15;1,24506E+16;0,051;0,05%;Very Low
833710;Traunreut;Landkreis Traunstein;4,79784E+15;1,25604E+16;0,051;0,05%;Very Low
833730;Taching am See;Landkreis Traunstein;4,79807E+15;1,2688E+16;0,051;0,05%;Very Low
833740;Traunreut;Landkreis Traunstein;4,794E+16;1,2649E+16;0,051;0,05%;Very Low
833760;Seeon-Seebruck;Landkreis Traunstein;4,79612E+15;1,25239E+16;0,051;0,05%;Very Low
833770;Vachendorf;Landkreis Traunstein;4,78502E+15;1,2595E+16;0,051;0,05%;Very Low
833790;Wonneberg;Landkreis Traunstein;4,79061E+15;1,27395E+16;0,051;0,05%;Very Low
833950;Freilassing;Landkreis Berchtesgadener Land;4,78446E+15;1,29662E+16;0,052;0,05%;Very Low
833950;Freilassing;Landkreis Berchtesgadener Land;4,78337E+15;1,29714E+14;0,052;0,05%;Very Low
833950;Freilassing;Landkreis Berchtesgadener Land;4,78551E+15;1,29758E+16;0,052;0,05%;Very Low
833950;Freilassing;Landkreis Berchtesgadener Land;4,78577E+15;1,29877E+16;0,052;0,05%;Very Low
833950;Freilassing;Landkreis Berchtesgadener Land;4,78282E+15;1,29592E+16;0,052;0,05%;Very Low
833950;Freilassing;Landkreis Berchtesgadener Land;4,78542E+15;1,29868E+16;0,052;0,05%;Very Low
833950;Freilassing;Landkreis Berchtesgadener Land;4,78466E+16;1,29455E+15;0,052;0,05%;Very Low
834040;Ainring;Landkreis Berchtesgadener Land;4,78177E+16;1,29773E+16;0,052;0,05%;Very Low
834040;Ainring;Landkreis Berchtesgadener Land;4,78312E+15;1,29344E+16;0,052;0,05%;Very Low
834040;Ainring;Landkreis Berchtesgadener Land;4,77979E+15;1,29328E+16;0,052;0,05%;Very Low
834040;Ainring;Landkreis Berchtesgadener Land;4,78228E+16;1,2914E+15;0,052;0,05%;Very Low
834100;Laufen;Landkreis Berchtesgadener Land;4,79418E+15;1,29127E+16;0,052;0,05%;Very Low
834100;Laufen;Landkreis Berchtesgadener Land;4,79292E+15;1,29255E+16;0,052;0,05%;Very Low
834100;Laufen;Landkreis Berchtesgadener Land;4,79121E+15;1,28725E+16;0,052;0,05%;Very Low
834130;Fridolfing;Landkreis Traunstein;4,80157E+15;1,28096E+16;0,051;0,05%;Very Low
834130;Fridolfing;Landkreis Traunstein;4,79836E+16;1,28621E+16;0,051;0,05%;Very Low
834160;Saaldorf-Surheim;Landkreis Berchtesgadener Land;4,78826E+15;1,28951E+16;0,052;0,05%;Very Low
834160;Saaldorf-Surheim;Landkreis Berchtesgadener Land;4,78782E+15;1,29616E+16;0,052;0,05%;Very Low
834170;Kirchanschöring;Landkreis Traunstein;4,79547E+15;1,28028E+16;0,051;0,05%;Very Low
834350;Bad Reichenhall;Landkreis Berchtesgadener Land;4,77101E+15;1,28136E+16;0,052;0,05%;Very Low
834350;Bad Reichenhall;Landkreis Berchtesgadener Land;4,77141E+15;1,28729E+16;0,052;0,05%;Very Low
834350;Bad Reichenhall;Landkreis Berchtesgadener Land;4,77378E+16;1,28184E+16;0,052;0,05%;Very Low
834350;Bad Reichenhall;Landkreis Berchtesgadener Land;4,7764E+16;1,29238E+16;0,052;0,05%;Very Low
834350;Bad Reichenhall;Landkreis Berchtesgadener Land;4,77108E+15;1,28195E+16;0,052;0,05%;Very Low
834350;Bad Reichenhall;Landkreis Berchtesgadener Land;4,77239E+15;1,28539E+16;0,052;0,05%;Very Low
834350;Bad Reichenhall;Landkreis Berchtesgadener Land;4,7748E+15;1,28288E+16;0,052;0,05%;Very Low
834510;Piding;Landkreis Berchtesgadener Land;4,77628E+15;1,28414E+16;0,052;0,05%;Very Low
834510;Piding;Landkreis Berchtesgadener Land;4,77932E+15;1,29043E+16;0,052;0,05%;Very Low
834570;Bayerisch Gmain;Landkreis Berchtesgadener Land;4,7709E+15;1,29075E+16;0,052;0,05%;Very Low
834870;Marktschellenberg;Landkreis Berchtesgadener Land;4,76771E+16;1,30412E+16;0,052;0,05%;Very Low
835120;Wasserburg am Inn;Landkreis Rosenheim;4,80645E+15;1,22158E+16;0,082;0,09%;Very Low
835120;Wasserburg am Inn;Landkreis Rosenheim;4,80391E+15;1,21912E+16;0,082;0,09%;Very Low
835120;Wasserburg am Inn;Landkreis Rosenheim;4,80573E+15;1,22382E+16;0,082;0,09%;Very Low
835120;Wasserburg am Inn;Landkreis Rosenheim;4,80592E+16;1,21927E+16;0,082;0,09%;Very Low
835120;Wasserburg am Inn;Landkreis Rosenheim;4,8057E+15;1,21792E+16;0,082;0,09%;Very Low
835300;Schnaitsee;Landkreis Traunstein;4,80649E+16;1,2413E+16;0,051;0,05%;Very Low
835330;Edling;Landkreis Rosenheim;4,8084E+16;1,21061E+16;0,082;0,09%;Very Low
835330;Edling;Landkreis Rosenheim;4,80765E+15;1,21201E+16;0,082;0,09%;Very Low
835360;Gars am Inn;Landkreis Mühldorf am Inn;4,81522E+15;1,22214E+16;0,057;0,06%;Very Low
835430;Rott am Inn;Landkreis Rosenheim;4,8005E+15;1,21081E+16;0,082;0,09%;Very Low
835430;Rott am Inn;Landkreis Rosenheim;4,79995E+15;1,21008E+16;0,082;0,09%;Very Low
835440;Albaching;Landkreis Rosenheim;4,81201E+15;1,21369E+16;0,082;0,09%;Very Low
835470;Babensham;Landkreis Rosenheim;4,80818E+15;1,22603E+16;0,082;0,09%;Very Low
835490;Eiselfing;Landkreis Rosenheim;4,80462E+15;1,22925E+16;0,082;0,09%;Very Low
835500;Emmering;Landkreis Ebersberg;4,80054E+15;1,20894E+16;0;0,00%;Very Low
835530;Frauenneuharting;Landkreis Ebersberg;4,80498E+15;1,20298E+16;0;0,00%;Very Low
835560;Griesstätt;Landkreis Rosenheim;4,79926E+14;1,22157E+16;0,082;0,09%;Very Low
835580;Maitenbeth;Landkreis Mühldorf am Inn;4,81492E+15;1,20496E+16;0,057;0,06%;Very Low
835610;Ramerberg;Landkreis Rosenheim;4,8015E+15;1,21281E+16;0,082;0,09%;Very Low
835620;Rechtmehring;Landkreis Mühldorf am Inn;4,81211E+15;1,2168E+16;0,057;0,06%;Very Low
835640;Soyen;Landkreis Rosenheim;4,81251E+15;1,22216E+14;0,082;0,09%;Very Low
835670;Unterreit;Landkreis Mühldorf am Inn;4,81467E+15;1,23587E+16;0,057;0,06%;Very Low
835690;Vogtareuth;Landkreis Rosenheim;4,79276E+15;1,21578E+16;0,082;0,09%;Very Low
836070;Holzkirchen;Landkreis Miesbach;4,78668E+15;1,17068E+16;0;0,00%;Very Low
836070;Holzkirchen;Landkreis Miesbach;4,78417E+15;1,16404E+16;0;0,00%;Very Low
836070;Holzkirchen;Landkreis Miesbach;4,78555E+15;1,16846E+15;0;0,00%;Very Low
836070;Holzkirchen;Landkreis Miesbach;4,78462E+15;1,16873E+16;0;0,00%;Very Low
836070;Holzkirchen;Landkreis Miesbach;4,78459E+15;1,16994E+15;0;0,00%;Very Low
836070;Holzkirchen;Landkreis Miesbach;4,78362E+12;1,16714E+16;0;0,00%;Very Low
836240;Otterfing;Landkreis Miesbach;4,78985E+15;1,1657E+16;0;0,00%;Very Low
836240;Otterfing;Landkreis Miesbach;4,79203E+16;1,16453E+15;0;0,00%;Very Low
836260;Valley;Landkreis Miesbach;4,78708E+15;1,17555E+16;0;0,00%;Very Low
836270;Warngau;Landkreis Miesbach;4,78097E+15;1,17757E+16;0;0,00%;Very Low
836270;Warngau;Landkreis Miesbach;4,77904E+15;1,17393E+15;0;0,00%;Very Low
836700;Bad Heilbrunn;Landkreis Bad Tölz-Wolfratshausen;4,77302E+16;1,14423E+16;0,071;0,07%;Very Low
836700;Bad Heilbrunn;Landkreis Bad Tölz-Wolfratshausen;4,77441E+16;1,14401E+16;0,071;0,07%;Very Low
836730;Bichl;Landkreis Bad Tölz-Wolfratshausen;4,77218E+16;1,14794E+16;0,071;0,07%;Very Low
836740;Gaißach;Landkreis Bad Tölz-Wolfratshausen;4,77274E+15;1,15869E+15;0,071;0,07%;Very Low
836770;Greiling;Landkreis Bad Tölz-Wolfratshausen;4,77463E+16;1,161E+16;0,071;0,07%;Very Low
836770;Greiling;Landkreis Bad Tölz-Wolfratshausen;4,77606E+15;1,16129E+16;0,071;0,07%;Very Low
836770;Reichersbeuern;Landkreis Bad Tölz-Wolfratshausen;4,77431E+15;1,16361E+16;0,071;0,07%;Very Low
836770;Reichersbeuern;Landkreis Bad Tölz-Wolfratshausen;4,77556E+15;1,1597E+16;0,071;0,07%;Very Low
836790;Sachsenkam;Landkreis Bad Tölz-Wolfratshausen;4,78157E+15;1,1625E+16;0,071;0,07%;Very Low
836840;Tegernsee;Landkreis Miesbach;4,77219E+15;1,17888E+15;0;0,00%;Very Low
836840;Tegernsee;Landkreis Miesbach;4,77125E+16;1,17359E+16;0;0,00%;Very Low
837070;Bad Wiessee;Landkreis Miesbach;4,76945E+15;1,17054E+15;0;0,00%;Very Low
837070;Bad Wiessee;Landkreis Miesbach;4,77099E+15;1,17054E+16;0;0,00%;Very Low
837340;Hausham;Landkreis Miesbach;4,77461E+15;1,1835E+16;0;0,00%;Very Low
837340;Hausham;Landkreis Miesbach;4,77698E+15;1,1839E+16;0;0,00%;Very Low
837340;Hausham;Landkreis Miesbach;4,77583E+16;1,18206E+16;0;0,00%;Very Low
840280;Landshut;;4,85375E+15;1,21763E+16;0,262;0,30%;Low
840280;Landshut;;4,85395E+15;1,21797E+16;0,262;0,30%;Low
840280;Landshut;;4,85443E+16;1,21614E+16;0,262;0,30%;Low
840280;Landshut;;4,8538E+16;1,21727E+15;0,262;0,30%;Low
840280;Landshut;;4,85447E+15;1,2169E+15;0,262;0,30%;Low
840300;Landshut;;4,8577E+15;1,21236E+16;0,262;0,30%;Low
840300;Landshut;;4,85962E+15;1,21028E+15;0,262;0,30%;Low
840300;Landshut;;4,85787E+15;1,21778E+16;0,262;0,30%;Low
840300;Landshut;;4,86189E+15;1,21065E+16;0,262;0,30%;Low
840300;Landshut;;4,85767E+15;1,21484E+16;0,262;0,30%;Low
840300;Landshut;;4,85796E+14;1,21439E+16;0,262;0,30%;Low
840300;Ergolding;Landkreis Landshut;4,86094E+15;1,21332E+15;0,022;0,02%;Very Low
