ort;landkreis;latitude;longitude;GEB_HQ;AEP;flood_risk;Ueberschwemmungstiefe;Schadensfaktor;Energieklasse;Quadratmeterpreise;wohnflaeche;aktueller_immobilienwert;aktuelles_LtV;darlehenbetrag;Risikogewicht;immobilienwert_check;darlehenbetrag_check
Waldkirchen;Landkreis Freyung-Grafenau;4,87063E+15;1,36161E+16;;0.0;very low;0;0;A+;1103.6410819164505;85.24506980280157;94079.96106520726;0.690709566769592;64981.92914904939;0,2;True;True
Waldkirchen;Landkreis Freyung-Grafenau;4,86894E+16;1,36054E+16;;0.0;very low;0;0;F;1103.6410819164505;115.62415032322808;127607.56235839774;0.6476809409914053;82648.98606590647;0,25;True;True
Mauth;Landkreis Freyung-Grafenau;4,89086E+14;1,35149E+16;;0.0;very low;0;0;F;1103.6410819164505;161.1932767159057;177899.52231239996;0.49308390072316;87719.390398585;0,2;True;True
Winkelhaid;Landkreis Nürnberger Land;4,94279E+16;1,13166E+15;;0.0;very low;0;0;C;1864.539716621336;80.0;149163.1773297069;0.6261470692174358;93398.08632015664;0,2;True;True
Schwaig bei Nürnberg;Landkreis Nürnberger Land;4,94764E+15;1,12122E+15;;0.0;very low;0;0;B;1864.539716621336;111.27840260641193;207483.00126183426;0.4767596072505394;98919.51419275528;0,2;True;True
Schwaig bei Nürnberg;Landkreis Nürnberger Land;4,95089E+15;1,12053E+16;;0.0;very low;0;0;A;1864.539716621336;80.0;149163.1773297069;0.48229470028869875;71940.60990434102;0,2;True;True
Neureichenau;Landkreis Freyung-Grafenau;4,87594E+15;1,37886E+16;;0.0;very low;0;0;D;1103.6410819164505;113.48768507676336;125249.67154231253;0.47705825844983213;59751.39017738911;0,2;True;True
Hinterschmiding;Landkreis Freyung-Grafenau;4,88295E+14;1,35763E+16;;0.0;very low;0;0;E;1103.6410819164505;118.55130528460047;130838.09082690388;0.599321103402277;78414.02896142736;0,2;True;True
Jandelsbrunn;Landkreis Freyung-Grafenau;4,86965E+15;1,36735E+15;;0.0;very low;0;0;C;1103.6410819164505;80.0;88291.28655331604;0.75;66218.46491498702;0,25;True;True
Röhrnbach;Landkreis Freyung-Grafenau;4,87295E+15;1,35139E+16;;0.0;very low;0;0;E;1103.6410819164505;123.38389343985676;136171.53364702757;0.5972198639193127;81324.34479436191;0,2;True;True
Engelthal;Landkreis Nürnberger Land;4,94634E+15;1,13631E+15;;0.0;very low;0;0;G;1864.539716621336;92.5680600967051;172596.82454089733;0.47056275527953373;81217.63730846289;0,2;True;True
Offenhausen;Landkreis Nürnberger Land;4,9438E+13;1,14289E+16;;0.0;very low;0;0;G;1864.539716621336;128.61867199622108;239814.62223604662;0.6635108439192906;159119.60238402517;0,2;True;True
Arnstorf;Landkreis Rottal-Inn;4,85305E+15;1,2829E+15;;0.0;very low;0;0;D;1182.1753907615891;80.0;94574.03126092714;0.5193521049891388;49117.22221267112;0,3;True;True
Arnstorf;Landkreis Rottal-Inn;4,85489E+15;1,28661E+16;;0.0;very low;0;0;A+;1182.1753907615891;158.15726077917043;186969.62156339837;0.54421574246528;101751.81141757728;0,2;True;True
Roßbach;Landkreis Rottal-Inn;4,85857E+15;1,28881E+16;;0.0;very low;0;0;A;1182.1753907615891;81.91996181428675;96843.7628689789;0.7094648839141446;68707.24898164907;0,3;True;True
Geiersthal;Landkreis Regen;4,90192E+14;1,30534E+14;;0.0;very low;0;0;B;975.6977708177479;157.78547714458782;153950.93831738905;0.525980654864954;80975.21535325445;0,2;True;True
Teisnach;Landkreis Regen;4,89943E+15;1,30434E+16;;0.0;very low;0;0;E;975.6977708177479;103.12234529919886;100616.2424299264;0.6012749275408741;60498.02387648902;0,2;True;True
Rinchnach;Landkreis Regen;4,89248E+15;1,31942E+16;;0.0;very low;0;0;D;975.6977708177479;152.75362618527495;149041.37255330035;0.4983911097467566;74280.89506501915;0,2;True;True
Frauenau;Landkreis Regen;4,90115E+15;1,3281E+16;;0.0;very low;0;0;G;975.6977708177479;102.84643320696787;100347.03561659496;0.5373728594143189;53923.77346304014;0,2;True;True
Bodenmais;Landkreis Regen;4,91108E+15;1,31303E+16;;0.0;very low;0;0;C;975.6977708177479;124.33685755842991;121315.19475024391;0.5463756021106189;66283.66257683151;0,3;True;True
Viechtach;Landkreis Regen;4,91199E+15;1,29326E+16;;0.0;very low;0;0;F;975.6977708177479;128.9625950250416;125828.51648480508;0.5583642071524605;70258.13984420849;0,25;True;True
Viechtach;Landkreis Regen;4,90734E+15;1,2983E+16;;0.0;very low;0;0;H;975.6977708177479;80.0;78055.82166541983;0.631352741878983;49280.75702807974;0,2;True;True
Drachselsried;Landkreis Regen;4,91083E+15;1,30357E+16;;0.0;very low;0;0;F;975.6977708177479;153.24277659219706;149518.63551492884;0.6424848400870782;96063.45662884718;0,2;True;True
Gotteszell;Landkreis Regen;4,89796E+16;1,29737E+16;;0.0;very low;0;0;H;975.6977708177479;126.92672747743063;123842.12505692086;0.4905270451883212;60747.91167401394;0,2;True;True
Ruhmannsfelden;Landkreis Regen;4,8958E+15;1,29445E+16;;0.0;very low;0;0;B;975.6977708177479;129.8502488582816;126694.59835115516;0.42342957791248476;53646.24030362142;0,2;True;True
Zachenberg;Landkreis Regen;4,89871E+16;1,30099E+16;;0.0;very low;0;0;D;975.6977708177479;80.0;78055.82166541983;0.6870406295864651;53627.52085989888;0,2;True;True
Prackenbach;Landkreis Regen;4,91106E+15;1,28022E+15;;0.0;very low;0;0;C;975.6977708177479;155.55563549953004;151775.2867950296;0.4804410776189964;72919.08234373626;0,3;True;True
Regen;Landkreis Regen;4,89677E+15;1,3079E+16;;0.0;very low;0;0;G;975.6977708177479;80.0;78055.82166541983;0.75;58541.86624906487;0,3;True;True
Regen;Landkreis Regen;4,89877E+15;1,31385E+15;;0.0;very low;0;0;H;975.6977708177479;149.4533869430222;145821.33648146907;0.75;109366.0023611018;0,2;True;True
Regen;Landkreis Regen;4,8979E+15;1,31547E+16;;0.0;very low;0;0;F;975.6977708177479;80.0;78055.82166541983;0.7044054630962902;54982.9472075915;0,2;True;True
Kollnburg;Landkreis Regen;4,90582E+15;1,28147E+15;;0.0;very low;0;0;F;975.6977708177479;119.12763455448152;116232.56747759893;0.5253504583483145;61062.83259935799;0,3;True;True
Bischofsmais;Landkreis Regen;4,88876E+15;1,30842E+16;;0.0;very low;0;0;A+;975.6977708177479;117.19969627196171;114351.48239307017;0.75;85763.61179480262;0,2;True;True
Lindberg;Landkreis Regen;4,9001E+15;1,32366E+16;;0.0;very low;0;0;C;975.6977708177479;97.00740748373084;94649.9112346851;0.75;70987.43342601383;0,3;True;True
Lindberg;Landkreis Regen;4,90185E+15;1,32116E+16;;0.0;very low;0;0;C;975.6977708177479;80.0;78055.82166541983;0.6076621889254491;47431.571451583506;0,3;True;True
Lindberg;Landkreis Regen;4,90341E+15;1,33593E+16;;0.0;very low;0;0;H;975.6977708177479;100.34711316310921;97908.45462124195;0.6922015208664093;67772.3811945035;0,2;True;True
Zwiesel;Landkreis Regen;4,91006E+15;1,32367E+16;;0.0;very low;0;0;F;975.6977708177479;125.9174531153988;122857.3783117429;0.6390343775481726;78510.08827664498;0,25;True;True
Zwiesel;Landkreis Regen;4,9057E+14;1,32451E+15;;0.0;very low;0;0;F;975.6977708177479;114.53202708990452;111748.64351885776;0.75;83811.48263914332;0,2;True;True
Zwiesel;Landkreis Regen;4,9083E+15;1,33207E+16;;0.0;very low;0;0;H;975.6977708177479;147.1930449307186;143615.92581877875;0.5404060551669057;77610.91593086917;0,2;True;True
Langdorf;Landkreis Regen;4,90572E+16;1,31597E+16;;0.0;very low;0;0;F;975.6977708177479;114.98512897912119;112190.73402211977;0.6217197455593425;69751.19461034818;0,2;True;True
Kirchberg i.Wald;Landkreis Regen;4,88919E+15;1,31653E+16;;0.0;very low;0;0;H;975.6977708177479;162.61225045297817;158660.4102746281;0.4799693697501072;76152.13712380668;0,2;True;True
Kirchdorf im Wald;Landkreis Regen;4,89127E+15;1,32458E+16;;0.0;very low;0;0;E;975.6977708177479;80.0;78055.82166541983;0.7087204426395074;55319.756481306795;0,2;True;True
Hohenau;Landkreis Freyung-Grafenau;4,88375E+14;1,35142E+16;;0.0;very low;0;0;C;1103.6410819164505;129.50479218164742;142926.80895671842;0.7218920119769441;103177.72168320978;0,3;True;True
Perlesreut;Landkreis Freyung-Grafenau;4,87776E+15;1,3465E+16;;0.0;very low;0;0;H;1103.6410819164505;106.99245385428186;118081.26752863554;0.5862178463694114;69221.34634720704;0,3;True;True
Waldaschaff;Landkreis Aschaffenburg;4,99579E+15;9,34404E+15;;0.0;very low;0;0;G;1882.2229384805064;117.53287277217068;221223.0691572906;0.7057128676931346;156119.96653486817;0,2;True;True
Weibersbrunn;Landkreis Aschaffenburg;4,99294E+15;9,44996E+15;;0.0;very low;0;0;G;1882.2229384805064;95.13895581206151;179072.72497254546;0.7136520172014706;127795.61140242123;0,3;True;True
Saldenburg;Landkreis Freyung-Grafenau;4,8765E+16;1,3338E+16;;0.0;very low;0;0;A+;1103.6410819164505;164.26873913061132;181293.72897915906;0.46384560217540427;84092.29888896257;0,2;True;True
Spiegelau;Landkreis Freyung-Grafenau;4,89771E+15;1,33772E+16;;0.0;very low;0;0;E;1103.6410819164505;86.6311647273997;95609.71236742966;0.4726002560374561;45185.17454451479;0,2;True;True
Hunding;Landkreis Deggendorf;4,88509E+15;1,31472E+16;;0.0;very low;0;0;G;1499.9532894660902;95.870441490184;143801.18407576784;0.6626494254292445;95289.77200385259;0,25;True;True
Lalling;Landkreis Deggendorf;4,8855E+15;1,31471E+14;;0.0;very low;0;0;A;1499.9532894660902;80.0;119996.2631572872;0.540776211671336;64891.12460491449;0,3;True;True
Deggendorf;Landkreis Deggendorf;4,88785E+15;1,30542E+15;;0.0;very low;0;0;G;1499.9532894660902;89.11763099930016;133672.28376682548;0.6276027047554948;83893.0868429037;0,2;True;True
Deggendorf;Landkreis Deggendorf;4,88274E+15;1,29475E+16;;0.0;very low;0;0;G;1499.9532894660902;126.56578553869856;189842.7663526306;0.4195125314862048;79641.41949693617;0,2;True;True
Deggendorf;Landkreis Deggendorf;4,88249E+15;1,30225E+16;;0.0;very low;0;0;C;1499.9532894660902;80.0;119996.2631572872;0.5562353759269107;66746.16654711816;0,2;True;True
Deggendorf;Landkreis Deggendorf;4,88451E+16;1,29877E+16;;0.0;very low;0;0;A+;1499.9532894660902;148.89021553808118;223328.36856566003;0.4840494803328974;108101.98074780151;0,2;True;True
Deggendorf;Landkreis Deggendorf;4,88488E+15;1,30179E+16;;0.0;very low;0;0;C;1499.9532894660902;129.80469878589795;194700.98493206262;0.578658409109554;112665.3621928506;0,2;True;True
Deggendorf;Landkreis Deggendorf;4,88605E+15;1,30311E+15;;0.0;very low;0;0;C;1499.9532894660902;160.62700773278482;240933.00862588568;0.75;180699.75646941425;0,2;True;True
Deggendorf;Landkreis Deggendorf;4,88181E+15;1,28785E+14;;0.0;very low;0;0;G;1499.9532894660902;80.0;119996.2631572872;0.449402711769484;53926.646065089495;0,2;True;True
Deggendorf;Landkreis Deggendorf;4,88454E+16;1,29755E+16;;0.0;very low;0;0;C;1499.9532894660902;84.56823484272806;126848.40203669078;0.6493729350230818;82371.91913355376;0,25;True;True
Deggendorf;Landkreis Deggendorf;4,88079E+16;1,30061E+16;;0.0;very low;0;0;D;1499.9532894660902;85.10235176932532;127649.55247769986;0.6447016148576356;82295.8726182276;0,2;True;True
Aholming;Landkreis Deggendorf;4,87364E+15;1,28513E+16;;0.0;very low;0;0;F;1499.9532894660902;81.05214556480998;121574.4323582211;0.6744485847159112;81995.70384164249;0,2;True;True
Künzing;Landkreis Deggendorf;4,86326E+15;1,30501E+15;;0.0;very low;0;0;F;1499.9532894660902;80.0;119996.2631572872;0.7442121735592212;89302.679823269;0,2;True;True
Plattling;Landkreis Deggendorf;4,87912E+15;1,29498E+16;;0.0;very low;0;0;F;1499.9532894660902;112.77434096614462;169156.24369953907;0.7414903104494158;125427.71565522827;0,3;True;True
Plattling;Landkreis Deggendorf;4,88009E+15;1,28805E+16;;0.0;very low;0;0;F;1499.9532894660902;81.91795903629554;122873.11212283993;0.611633027329486;75153.25354508795;0,2;True;True
Plattling;Landkreis Deggendorf;4,87636E+15;1,28593E+16;;0.0;very low;0;0;H;1499.9532894660902;80.0;119996.2631572872;0.75;89997.1973679654;0,25;True;True
Hengersberg;Landkreis Deggendorf;4,87633E+15;1,31316E+14;;0.0;very low;0;0;F;1499.9532894660902;108.4435264458731;162660.2242137903;0.6930060123763147;112724.51335463607;0,3;True;True
Hengersberg;Landkreis Deggendorf;4,87784E+15;1,30882E+16;;0.0;very low;0;0;C;1499.9532894660902;80.0;119996.2631572872;0.6040948442572718;72489.12390345601;0,25;True;True
Moos;Landkreis Deggendorf;4,87668E+15;1,29902E+15;;0.0;very low;0;0;F;1499.9532894660902;89.21369087160109;133816.36908826896;0.6938084254190919;92842.92433243192;0,2;True;True
Osterhofen;Landkreis Deggendorf;4,86526E+15;1,29454E+16;;0.0;very low;0;0;A;1499.9532894660902;136.28484357811678;204420.89942936783;0.7090925575296276;144953.33838887722;0,25;True;True
Osterhofen;Landkreis Deggendorf;4,86864E+16;1,2956E+15;;0.0;very low;0;0;C;1499.9532894660902;122.37731596044925;183560.2576309069;0.75;137670.1932231802;0,2;True;True
Osterhofen;Landkreis Deggendorf;4,86358E+15;1,29811E+16;;0.0;very low;0;0;D;1499.9532894660902;87.36646317198534;131045.61382383744;0.6151878320393278;80617.66706654952;0,2;True;True
Schöllnach;Landkreis Deggendorf;4,87446E+15;1,31802E+16;;0.0;very low;0;0;E;1499.9532894660902;80.0;119996.2631572872;0.6037328471080949;72445.6855982812;0,25;True;True
Grafling;Landkreis Deggendorf;4,89412E+15;1,3003E+16;;0.0;very low;0;0;A+;1499.9532894660902;102.30273797730067;153449.32835043964;0.6292799221601414;96562.58139989064;0,25;True;True
Offenberg;Landkreis Deggendorf;4,88904E+15;1,2892E+16;;0.0;very low;0;0;C;1499.9532894660902;80.0;119996.2631572872;0.6472602041631037;77668.80578999524;0,25;True;True
Reichenberg;Landkreis Würzburg;4,97374E+15;9,87977E+14;;0.0;very low;0;0;E;1571.726366423899;80.0;125738.10931391192;0.6704655298425025;84303.06808254645;0,2;True;True
Bernried;Landkreis Deggendorf;4,89252E+15;1,29456E+16;;0.0;very low;0;0;A+;1499.9532894660902;162.56122724093748;243834.24753968877;0.5188728470141157;126518.97022046296;0,2;True;True
Stephansposching;Landkreis Deggendorf;4,88176E+15;1,28295E+16;;0.0;very low;0;0;F;1499.9532894660902;111.55764368345757;167331.25460808817;0.6156175043589026;103012.04936307536;0,25;True;True
Winzer;Landkreis Deggendorf;4,8724E+14;1,30737E+16;;0.0;very low;0;0;D;1499.9532894660902;92.13333665687823;138195.7013879712;0.4959646295448255;68540.17984357246;0,2;True;True
Passau;;4,85915E+15;1,34762E+16;;0.0;very low;0;0;H;1737.6365950437612;114.70525537083395;199316.049376201;0.6032494629767319;120237.29974883703;0,2;True;True
Passau;;4,85898E+16;1,3443E+15;;0.0;very low;0;0;H;1737.6365950437612;148.39015633633977;257848.16599428884;0.42801597973960154;110363.13539210494;0,2;True;True
Passau;;4,85813E+16;1,34612E+16;;0.0;very low;0;0;B;1737.6365950437612;80.0;139010.9276035009;0.6959321775762575;96742.17755399986;0,3;True;True
Passau;;4,85917E+15;1,35048E+15;;0.0;very low;0;0;A+;1737.6365950437612;80.0;139010.9276035009;0.4923809149246199;68446.32771793187;0,2;True;True
Obernzell;Landkreis Passau;4,85845E+15;1,36198E+16;;0.0;very low;0;0;G;1418.2984120575686;139.63257670489233;198040.66181205545;0.48260837562520226;95576.0821048561;0,2;True;True
Bad Griesbach i.Rottal;Landkreis Passau;4,85235E+15;1,32052E+16;;0.0;very low;0;0;F;1418.2984120575686;99.04758142061924;140479.027447007;0.4853485088556189;68181.28649689241;0,25;True;True
Bad Griesbach i.Rottal;Landkreis Passau;4,84432E+15;1,32274E+14;;0.0;very low;0;0;D;1418.2984120575686;80.0;113463.87296460549;0.6449340653216179;73176.71685819863;0,2;True;True
Neukirchen vorm Wald;Landkreis Passau;4,86769E+15;1,33813E+16;;0.0;very low;0;0;D;1418.2984120575686;121.72616728468009;172644.02976571574;0.7232370566753921;124862.55994033502;0,2;True;True
Neuburg am Inn;Landkreis Passau;4,85218E+15;1,34281E+16;;0.0;very low;0;0;F;1418.2984120575686;166.69922780471964;236429.25008665674;0.44641702089417723;105546.0414759297;0,2;True;True
Haarbach;Landkreis Passau;4,84803E+15;1,3133E+15;;0.0;very low;0;0;F;1418.2984120575686;160.08414359615767;227047.0866580262;0.6734356686496233;152901.60661849685;0,2;True;True
Neuhaus am Inn;Landkreis Passau;4,84298E+15;1,33921E+15;;0.0;very low;0;0;H;1418.2984120575686;124.8467806494822;177069.99074566018;0.5979262763826779;105874.80022566783;0,2;True;True
Wegscheid;Landkreis Passau;4,86371E+15;1,37361E+15;;0.0;very low;0;0;D;1418.2984120575686;80.0;113463.87296460549;0.7015188028422858;79597.04032797924;0,2;True;True
Wegscheid;Landkreis Passau;4,86638E+15;1,38061E+16;;0.0;very low;0;0;A;1418.2984120575686;167.57062688213742;237665.1540144268;0.575835809390129;136856.10632572713;0,3;True;True
Fürstenstein;Landkreis Passau;4,86966E+16;1,33198E+16;;0.0;very low;0;0;G;1418.2984120575686;128.11993522040157;181712.3006760141;0.444704269712547;80808.23596991361;0,2;True;True
Bad Füssing;Landkreis Passau;4,83494E+14;1,33064E+16;;0.0;very low;0;0;F;1418.2984120575686;108.8697916597394;154409.85263204674;0.5409833860672667;83533.1649190323;0,2;True;True
Bad Füssing;Landkreis Passau;4,8334E+16;1,33322E+15;;0.0;very low;0;0;A;1418.2984120575686;92.36981032887095;131007.95531149648;0.4580912354728053;60013.59610540949;0,2;True;True
Obernzell;Landkreis Passau;4,85488E+15;1,36715E+16;;0.0;very low;0;0;H;1418.2984120575686;80.0;113463.87296460549;0.5952581156536294;67540.29121567385;0,25;True;True
Obernzell;Landkreis Passau;4,85364E+15;1,37478E+16;;0.0;very low;0;0;E;1418.2984120575686;80.0;113463.87296460549;0.6082988379941755;69019.94207868825;0,3;True;True
Untergriesbach;Landkreis Passau;4,85445E+15;1,37436E+15;;0.0;very low;0;0;E;1418.2984120575686;151.94153767852222;215498.4416150333;0.5301761177681492;114252.12716054452;0,2;True;True
Untergriesbach;Landkreis Passau;4,85536E+15;1,37379E+16;;0.0;very low;0;0;F;1418.2984120575686;127.66549768093908;181067.7726354151;0.75;135800.82947656134;0,2;True;True
Kist;Landkreis Würzburg;4,97325E+15;9,80564E+15;;0.0;very low;0;0;G;1571.726366423899;113.66563442388582;178651.2745803213;0.49104820910424885;87726.3884368582;0,25;True;True
Büchlberg;Landkreis Passau;4,86805E+14;1,35617E+16;;0.0;very low;0;0;B;1418.2984120575686;91.00660835561196;129074.5281175095;0.4707093944295173;60756.592966468605;0,25;True;True
Windorf;Landkreis Passau;4,86481E+15;1,32632E+16;;0.0;very low;0;0;E;1418.2984120575686;109.90112307880555;155872.58834601333;0.6387689008225599;99566.5619261503;0,2;True;True
Kößlarn;Landkreis Passau;4,83775E+15;1,31143E+16;;0.0;very low;0;0;F;1418.2984120575686;128.05092863074836;181614.42873948746;0.4843850916137226;87971.32170335054;0,2;True;True
Salzweg;Landkreis Passau;4,8641E+15;1,34914E+16;;0.0;very low;0;0;D;1418.2984120575686;128.90629236091104;182827.58975970882;0.633357787128738;115795.2776762899;0,3;True;True
Salzweg;Landkreis Passau;4,86202E+15;1,35213E+16;;0.0;very low;0;0;C;1418.2984120575686;80.0;113463.87296460549;0.75;85097.90472345412;0,2;True;True
Eging a.See;Landkreis Passau;4,87069E+15;1,32258E+16;;0.0;very low;0;0;F;1418.2984120575686;127.37537751744436;180656.29566822466;0.7062342212474283;127585.6582846938;0,2;True;True
Pocking;Landkreis Passau;4,84039E+15;1,32789E+15;;0.0;very low;0;0;A+;1418.2984120575686;80.0;113463.87296460549;0.7300845456753926;82838.22014393446;0,3;True;True
Pocking;Landkreis Passau;4,84275E+15;1,33664E+16;;0.0;very low;0;0;H;1418.2984120575686;88.4065818775189;125386.91469232248;0.5823785462780481;73022.6491008044;0,2;True;True
Pocking;Landkreis Passau;4,8391E+15;1,33087E+15;;0.0;very low;0;0;A;1418.2984120575686;148.03084057537967;209951.9061236081;0.75;157463.92959270606;0,2;True;True
Pocking;Landkreis Passau;4,83831E+14;1,33648E+16;;0.0;very low;0;0;G;1418.2984120575686;105.09368351706986;149054.20444954085;0.6599418132306122;98367.10195407637;0,2;True;True
Tittling;Landkreis Passau;4,87127E+15;1,33778E+16;;0.0;very low;0;0;D;1418.2984120575686;150.37480611521943;213276.34872668047;0.42148601549131565;89892.99842334488;0,2;True;True
Witzmannsberg;Landkreis Passau;4,87364E+16;1,33814E+16;;0.0;very low;0;0;C;1418.2984120575686;119.25785178090759;169143.2218062581;0.442503018054718;74846.3861327678;0,2;True;True
Aicha vorm Wald;Landkreis Passau;4,869E+14;1,32633E+16;;0.0;very low;0;0;E;1418.2984120575686;80.0;113463.87296460549;0.7341970676340063;83304.84281301075;0,3;True;True
Hauzenberg;Landkreis Passau;4,86464E+14;1,36054E+16;;0.0;very low;0;0;G;1418.2984120575686;135.79686373318606;192600.4761951758;0.7234399313499152;139334.87527659896;0,2;True;True
Hauzenberg;Landkreis Passau;4,86701E+14;1,36296E+15;;0.0;very low;0;0;A+;1418.2984120575686;80.0;113463.87296460549;0.43931306462269015;49846.161756040434;0,25;True;True
Hauzenberg;Landkreis Passau;4,86471E+15;1,36256E+16;;0.0;very low;0;0;F;1418.2984120575686;158.20822278831878;224386.47115512256;0.6399191449940327;143589.19876981422;0,2;True;True
Breitenberg;Landkreis Passau;4,86991E+15;1,37455E+15;;0.0;very low;0;0;C;1418.2984120575686;116.53339054161641;165279.12275685905;0.46727379061750784;77230.60220053393;0,25;True;True
Ruhstorf a.d.Rott;Landkreis Passau;4,84572E+16;1,33374E+16;;0.0;very low;0;0;H;1418.2984120575686;105.0660401482102;149014.99790338328;0.56867208237719;84740.66916314958;0,2;True;True
Ruhstorf a.d.Rott;Landkreis Passau;4,84619E+16;1,33013E+16;;0.0;very low;0;0;G;1418.2984120575686;80.0;113463.87296460549;0.539251924720327;61185.61188238618;0,2;True;True
Ruderting;Landkreis Passau;4,86705E+16;1,33796E+16;;0.0;very low;0;0;B;1418.2984120575686;80.0;113463.87296460549;0.6750101331704038;76589.26399986813;0,2;True;True
Thyrnau;Landkreis Passau;4,85908E+16;1,35604E+16;;0.0;very low;0;0;A;1418.2984120575686;80.0;113463.87296460549;0.616906957762882;69996.65268658887;0,2;True;True
Vilshofen an der Donau;Landkreis Passau;4,86516E+16;1,32067E+16;;0.0;very low;0;0;F;1418.2984120575686;126.87090468487415;179940.80265086415;0.42974563001662813;77328.77360089336;0,3;True;True
Vilshofen an der Donau;Landkreis Passau;4,85991E+15;1,32735E+16;;0.0;very low;0;0;D;1418.2984120575686;80.0;113463.87296460549;0.6706839433100941;76098.39774313717;0,25;True;True
Vilshofen an der Donau;Landkreis Passau;4,85949E+15;1,32155E+16;;0.0;very low;0;0;E;1418.2984120575686;167.0379240046961;236909.62236925328;0.6316374612925252;149640.99242908598;0,2;True;True
Vilshofen an der Donau;Landkreis Passau;4,86369E+15;1,31292E+16;;0.0;very low;0;0;E;1418.2984120575686;98.04428129726162;139056.04847523174;0.75;104292.0363564238;0,2;True;True
Hutthurm;Landkreis Passau;4,86956E+16;1,34978E+16;;0.0;very low;0;0;A+;1418.2984120575686;123.30912257564995;174889.1327412564;0.707603832200265;123752.22053789388;0,25;True;True
Hutthurm;Landkreis Passau;4,8684E+15;1,34796E+16;;0.0;very low;0;0;D;1418.2984120575686;101.08647124009195;143370.7816403255;0.6158060813007724;88288.59921495758;0,2;True;True
Hofkirchen;Landkreis Passau;4,8686E+15;1,3209E+16;;0.0;very low;0;0;D;1418.2984120575686;100.91809494672036;143131.9738108084;0.6088903142964603;87151.67251953586;0,2;True;True
Simbach;Landkreis Dingolfing-Landau;4,86028E+16;1,27388E+16;;0.0;very low;0;0;F;1413.0974644519304;91.32430737802669;129050.14719871823;0.5001892772695589;64549.49985885706;0,2;True;True
Wallersdorf;Landkreis Dingolfing-Landau;4,87404E+15;1,26847E+16;;0.0;very low;0;0;H;1413.0974644519304;108.61711365824186;153486.5679065487;0.5611609545427954;86130.66895593645;0,2;True;True
Wallersdorf;Landkreis Dingolfing-Landau;4,87963E+16;1,27541E+15;;0.0;very low;0;0;C;1413.0974644519304;131.65163502536365;186036.59164529233;0.4499001353432314;83697.88776001049;0,2;True;True
Pilsting;Landkreis Dingolfing-Landau;4,86862E+15;1,26714E+16;;0.0;very low;0;0;A;1413.0974644519304;85.57710552919309;120928.79083843803;0.5191936667045746;62785.4623255592;0,3;True;True
Pilsting;Landkreis Dingolfing-Landau;4,87176E+15;1,26584E+15;;0.0;very low;0;0;G;1413.0974644519304;110.15117107902314;155654.3405581784;0.4880073326358249;75960.45954898495;0,2;True;True
Landau an der Isar;Landkreis Dingolfing-Landau;4,86574E+15;1,26858E+16;;0.0;very low;0;0;A;1413.0974644519304;106.60578056472949;150644.35821193812;0.5871690470609789;88453.70425641646;0,3;True;True
Landau an der Isar;Landkreis Dingolfing-Landau;4,86514E+15;1,26798E+16;;0.0;very low;0;0;B;1413.0974644519304;121.89243095800397;172245.88512263738;0.7208175085578645;124157.84977344362;0,3;True;True
Landau an der Isar;Landkreis Dingolfing-Landau;4,86929E+15;1,26918E+16;;0.0;very low;0;0;D;1413.0974644519304;161.2926793347298;227922.27620256494;0.651320962164733;148450.5562350306;0,2;True;True
Eichendorf;Landkreis Dingolfing-Landau;4,86602E+15;1,27979E+16;;0.0;very low;0;0;E;1413.0974644519304;80.0;113047.79715615443;0.7117389120862071;80460.51616166357;0,2;True;True
Eichendorf;Landkreis Dingolfing-Landau;4,86066E+15;1,28227E+16;;0.0;very low;0;0;B;1413.0974644519304;140.82567201903035;199000.40005983095;0.4391597386306088;87392.96367766194;0,2;True;True
Mamming;Landkreis Dingolfing-Landau;4,8671E+15;1,26158E+16;;0.0;very low;0;0;E;1413.0974644519304;156.52067174407674;221178.96437586774;0.5275595817227355;116685.08193200061;0,3;True;True
Reisbach;Landkreis Dingolfing-Landau;4,86152E+15;1,25884E+16;;0.0;very low;0;0;C;1413.0974644519304;108.09822367541686;152753.3257874892;0.4525102142510364;69122.4401796551;0,2;True;True
Reisbach;Landkreis Dingolfing-Landau;4,84959E+16;1,26295E+16;;0.0;very low;0;0;D;1413.0974644519304;81.79199801182894;115580.0650029728;0.555967842828564;64258.79941368799;0,2;True;True
Ursberg;Landkreis Günzburg;4,82162E+14;1,04487E+16;;0.0;very low;0;0;A;1662.7429495225695;80.0;133019.43596180555;0.6163907502615343;81991.94993186345;0,2;True;True
Ziemetshausen;Landkreis Günzburg;4,82786E+14;1,05106E+15;;0.0;very low;0;0;H;1662.7429495225695;148.5930558241388;247072.05591960036;0.4690727084054052;115894.75844149868;0,25;True;True
Thannhausen;Landkreis Günzburg;4,82941E+15;1,04961E+16;;0.0;very low;0;0;H;1662.7429495225695;80.0;133019.43596180555;0.45932335355224385;61098.93341360447;0,2;True;True
Thannhausen;Landkreis Günzburg;4,83037E+15;1,049E+16;;0.0;very low;0;0;C;1662.7429495225695;142.26304494792524;236546.87496477508;0.45605831828220705;107879.16999134683;0,2;True;True
Neuburg an der Kammel;Landkreis Günzburg;4,82906E+15;1,03973E+16;;0.0;very low;0;0;A+;1662.7429495225695;119.86007693571102;199296.49785408625;0.6116704123089454;121903.77101413778;0,2;True;True
