ID;ort;landkreis;latitude;longitude;GEB_HQ;flood_risk;Energieklasse;Quadratmeterpreise
679;Tyrlaching;Landkreis Altötting;4,81187E+16;1,26394E+16;;very low;F;3.540
680;Unterneukirchen;Landkreis Altötting;4,81643E+15;1,25854E+16;;very low;D;3.540
681;Neuötting;Landkreis Altötting;4,82325E+16;1,27188E+16;;very low;C;3.540
682;Neuötting;Landkreis Altötting;4,82328E+14;1,27343E+16;;very low;E;3.540
683;Reischach;Landkreis Altötting;4,8291E+16;1,26884E+16;;very low;F;3.540
684;Altötting;Landkreis Altötting;4,82377E+15;1,2652E+16;;very low;A;3.540
685;Altötting;Landkreis Altötting;4,82176E+14;1,27013E+16;;very low;D;3.540
686;Altötting;Landkreis Altötting;4,8212E+14;1,26683E+15;;very low;A;3.540
687;Altenmünster;Landkreis Augsburg;4,84695E+15;1,05967E+16;;very low;H;4.262
688;Egling an der Paar;Landkreis Landsberg am Lech;4,81789E+15;1,09615E+16;;very low;H;5.089
689;Krumbach (Schwaben);Landkreis Günzburg;4,82766E+15;1,0365E+16;;very low;A+;3.197
690;Krumbach (Schwaben);Landkreis Günzburg;4,82255E+16;1,03855E+16;;very low;D;3.197
691;Krumbach (Schwaben);Landkreis Günzburg;4,82679E+13;1,03985E+16;;very low;H;3.197
692;Bobingen;Landkreis Augsburg;4,82584E+15;1,08304E+16;;very low;A;4.262
693;Bobingen;Landkreis Augsburg;4,82601E+16;1,07517E+15;;very low;C;4.262
694;Bobingen;Landkreis Augsburg;4,82888E+15;1,0859E+16;;very low;D;4.262
695;Bobingen;Landkreis Augsburg;4,8252E+15;1,06972E+16;;very low;G;4.262
696;Ergolding;Landkreis Landshut;4,85899E+15;1,20958E+15;;very low;E;6.042
697;Ergolding;Landkreis Landshut;4,85625E+14;1,21781E+14;;very low;A+;6.042
698;Ergolding;Landkreis Landshut;4,85549E+15;1,21397E+16;;very low;C;6.042
699;Ergolding;Landkreis Landshut;4,85743E+16;1,21416E+16;;very low;E;6.042
700;Landshut;;4,86038E+16;1,21135E+15;;very low;D;6.042
701;Landshut;;4,86066E+16;1,21307E+16;;very low;C;6.042
702;Landshut;;4,85688E+15;1,21334E+16;;very low;D;6.042
703;Landshut;;4,85828E+14;1,21518E+15;;very low;G;6.042
704;Stadtbergen;Landkreis Augsburg;4,83609E+15;1,08335E+15;;very low;C;4.262
705;Stadtbergen;Landkreis Augsburg;4,83599E+16;1,08433E+16;;very low;A+;4.262
706;Stadtbergen;Landkreis Augsburg;4,83514E+16;1,08426E+16;;very low;A;4.262
707;Stadtbergen;Landkreis Augsburg;4,83523E+14;1,08068E+16;;very low;H;4.262
708;Adelsried;Landkreis Augsburg;4,84113E+15;1,0738E+16;;very low;E;4.262
709;Gersthofen;Landkreis Augsburg;4,84278E+15;1,08015E+15;;very low;C;4.262
710;Gersthofen;Landkreis Augsburg;4,84524E+15;1,0871E+16;;very low;D;4.262
711;Gersthofen;Landkreis Augsburg;4,8433E+15;1,08341E+16;;very low;D;4.262
712;Gersthofen;Landkreis Augsburg;4,84202E+15;1,08724E+14;;very low;D;4.262
713;Gersthofen;Landkreis Augsburg;4,84339E+15;1,08118E+16;;very low;B;4.262
714;Gersthofen;Landkreis Augsburg;4,84056E+15;1,08662E+16;;very low;F;4.262
715;Neusäß;Landkreis Augsburg;4,84123E+16;1,08096E+16;;very low;A;4.262
716;Neusäß;Landkreis Augsburg;4,84004E+14;1,08361E+16;;very low;H;4.262
717;Neusäß;Landkreis Augsburg;4,84073E+14;1,0807E+16;;very low;D;4.262
718;Neusäß;Landkreis Augsburg;4,83837E+15;1,07704E+15;;very low;E;4.262
719;Neusäß;Landkreis Augsburg;4,83882E+15;1,08286E+15;;very low;D;4.262
720;Neusäß;Landkreis Augsburg;4,84155E+15;1,08026E+16;;very low;A;4.262
721;Aystetten;Landkreis Augsburg;4,84047E+16;1,07625E+15;;very low;D;4.262
722;Hilgertshausen-Tandern;Landkreis Dachau;4,84302E+15;1,133E+16;;very low;E;6.456
723;Rimpar;Landkreis Würzburg;4,98465E+15;9,9188E+14;;very low;F;3.022
724;Rimpar;Landkreis Würzburg;4,9895E+16;9,96054E+15;;very low;B;3.022
725;Bergtheim;Landkreis Würzburg;4,98711E+15;1,00883E+16;;very low;E;3.022
726;Oberpleichfeld;Landkreis Würzburg;4,99062E+15;1,00449E+16;;very low;C;3.022
727;Röttingen;Landkreis Würzburg;4,95141E+15;9,98837E+15;;very low;H;3.022
728;Tauberrettersheim;Landkreis Würzburg;4,94901E+15;9,96899E+15;;very low;A;3.022
729;Sommerhausen;Landkreis Würzburg;4,97229E+15;9,99189E+15;;very low;E;3.022
730;Winterhausen;Landkreis Würzburg;4,97016E+15;1,00355E+16;;very low;F;3.022
731;Holzkirchen;Landkreis Würzburg;4,98004E+15;9,7164E+15;;very low;G;3.022
732;Uettingen;Landkreis Würzburg;4,98009E+15;9,7399E+15;;very low;C;3.022
733;Unterwössen;Landkreis Traunstein;4,77241E+16;1,24463E+16;;very low;A;4.078
734;Schnaitsee;Landkreis Traunstein;4,81075E+15;1,24E+16;;very low;E;4.078
735;Traunreut;Landkreis Traunstein;4,79613E+15;1,26014E+14;;very low;D;4.078
736;Traunreut;Landkreis Traunstein;4,79328E+16;1,25892E+16;;very low;G;4.078
737;Traunreut;Landkreis Traunstein;4,79621E+15;1,25391E+15;;very low;H;4.078
738;Traunreut;Landkreis Traunstein;4,79326E+15;1,25884E+16;;very low;F;4.078
739;Nußdorf;Landkreis Traunstein;4,7909E+15;1,25728E+16;;very low;G;4.078
740;Kirchanschöring;Landkreis Traunstein;4,79571E+15;1,26722E+16;;very low;C;4.078
741;Kirchanschöring;Landkreis Traunstein;4,79524E+15;1,27497E+16;;very low;C;4.078
742;Waging am See;Landkreis Traunstein;4,79437E+15;1,2683E+16;;very low;C;4.078
743;Waging am See;Landkreis Traunstein;4,79363E+15;1,27702E+16;;very low;C;4.078
744;Taching am See;Landkreis Traunstein;4,7968E+15;1,27277E+15;;very low;B;4.078
745;Grassau;Landkreis Traunstein;4,77771E+16;1,24428E+15;;very low;E;4.078
746;Grassau;Landkreis Traunstein;4,7796E+15;1,24461E+15;;very low;E;4.078
747;Staudach-Egerndach;Landkreis Traunstein;4,77889E+15;1,25153E+15;;very low;A;4.078
748;Staudach-Egerndach;Landkreis Traunstein;4,77898E+15;1,24984E+16;;very low;H;4.078
749;Palling;Landkreis Traunstein;4,79849E+14;1,26278E+16;;very low;E;4.078
750;Fridolfing;Landkreis Traunstein;4,79724E+15;1,28082E+16;;very low;E;4.078
751;Saaldorf-Surheim;Landkreis Berchtesgadener Land;4,7889E+16;1,2957E+15;;very low;D;5.940
752;Freilassing;Landkreis Berchtesgadener Land;4,78441E+16;1,29419E+16;;very low;F;5.940
753;Freilassing;Landkreis Berchtesgadener Land;4,78269E+16;1,29692E+16;;very low;D;5.940
754;Freilassing;Landkreis Berchtesgadener Land;4,78264E+15;1,29743E+16;;very low;E;5.940
755;Freilassing;Landkreis Berchtesgadener Land;4,78602E+14;1,29938E+16;;very low;H;5.940
756;Piding;Landkreis Berchtesgadener Land;4,77835E+15;1,29061E+16;;very low;E;5.940
757;Bischofswiesen;Landkreis Berchtesgadener Land;4,76694E+15;1,2948E+16;;very low;E;5.940
758;Bischofswiesen;Landkreis Berchtesgadener Land;4,76839E+15;1,29226E+16;;very low;E;5.940
759;Teisendorf;Landkreis Berchtesgadener Land;4,78789E+15;1,28562E+16;;very low;G;5.940
760;Teisendorf;Landkreis Berchtesgadener Land;4,78465E+15;1,28716E+16;;very low;D;5.940
761;Laufen;Landkreis Berchtesgadener Land;4,79175E+13;1,28545E+15;;very low;C;5.940
762;Laufen;Landkreis Berchtesgadener Land;4,79222E+15;1,29227E+16;;very low;E;5.940
763;Bayerisch Gmain;Landkreis Berchtesgadener Land;4,7694E+16;1,28957E+16;;very low;G;5.940
764;Samerberg;Landkreis Rosenheim;4,77443E+15;1,22304E+16;;very low;F;5.831
765;Wasserburg am Inn;Landkreis Rosenheim;4,80588E+15;1,21905E+16;;very low;E;5.831
766;Wasserburg am Inn;Landkreis Rosenheim;4,8047E+15;1,22134E+15;;very low;B;5.831
767;Wasserburg am Inn;Landkreis Rosenheim;4,8033E+15;1,21891E+16;;very low;G;5.831
768;Oberaudorf;Landkreis Rosenheim;4,7635E+15;1,21931E+16;;very low;D;5.831
769;Flintsbach am Inn;Landkreis Rosenheim;4,77318E+15;1,21322E+16;;very low;G;5.831
770;Edling;Landkreis Rosenheim;4,80635E+15;1,21315E+15;;very low;E;5.831
771;Maitenbeth;Landkreis Mühldorf am Inn;4,81557E+15;1,20825E+16;;very low;C;4.119
772;Bad Endorf;Landkreis Rosenheim;4,79236E+15;1,23168E+16;;very low;D;5.831
773;Bad Endorf;Landkreis Rosenheim;4,7925E+15;1,22777E+15;;very low;C;5.831
774;Söchtenau;Landkreis Rosenheim;4,79297E+16;1,22248E+16;;very low;G;5.831
775;Nußdorf am Inn;Landkreis Rosenheim;4,77441E+14;1,21621E+16;;very low;B;5.831
776;Rott am Inn;Landkreis Rosenheim;4,79641E+16;1,21337E+16;;very low;C;5.831
777;Rosenheim;;4,78258E+15;1,20844E+15;;very low;E;6.179
778;Rosenheim;;4,78355E+14;1,21303E+16;;very low;G;6.179
779;Rosenheim;;4,78164E+15;1,2095E+15;;very low;H;6.179
780;Rosenheim;;4,78211E+15;1,21081E+16;;very low;F;6.179
781;Rosenheim;;4,78292E+15;1,20929E+16;;very low;H;6.179
782;Rosenheim;;4,78099E+15;1,20225E+13;;very low;E;6.179
783;Rosenheim;;4,78258E+15;1,21033E+16;;very low;A;6.179
784;Tuntenhausen;Landkreis Rosenheim;4,79538E+15;1,20192E+16;;very low;A;5.831
785;Tuntenhausen;Landkreis Rosenheim;4,79489E+15;1,19891E+16;;very low;G;5.831
786;Bernau am Chiemsee;Landkreis Rosenheim;4,77973E+15;1,23781E+16;;very low;C;5.831
787;Bernau am Chiemsee;Landkreis Rosenheim;4,78178E+16;1,2379E+16;;very low;H;5.831
788;Babensham;Landkreis Rosenheim;4,80761E+15;1,22229E+16;;very low;F;5.831
789;Kolbermoor;Landkreis Rosenheim;4,78429E+15;1,20412E+15;;very low;E;5.831
790;Kolbermoor;Landkreis Rosenheim;4,78621E+15;1,20742E+16;;very low;B;5.831
791;Kolbermoor;Landkreis Rosenheim;4,78654E+15;1,20682E+16;;very low;A+;5.831
792;Kolbermoor;Landkreis Rosenheim;4,78357E+14;1,20381E+16;;very low;C;5.831
793;Kolbermoor;Landkreis Rosenheim;4,78482E+15;1,20436E+15;;very low;F;5.831
794;Neubeuern;Landkreis Rosenheim;4,77649E+15;1,21434E+15;;very low;G;5.831
795;Bad Feilnbach;Landkreis Rosenheim;4,77534E+15;1,20101E+16;;very low;H;5.831
796;Bad Feilnbach;Landkreis Rosenheim;4,77525E+15;1,2024E+16;;very low;G;5.831
797;Eggstätt;Landkreis Rosenheim;4,79434E+15;1,23564E+14;;very low;E;5.831
798;Griesstätt;Landkreis Rosenheim;4,79798E+16;1,217E+16;;very low;F;5.831
799;Kiefersfelden;Landkreis Rosenheim;4,76178E+15;1,2073E+15;;very low;H;5.831
800;Kiefersfelden;Landkreis Rosenheim;4,76237E+15;1,20913E+16;;very low;D;5.831
801;Pfaffing;Landkreis Rosenheim;4,80495E+15;1,21318E+15;;very low;A;5.831
802;Mitterskirchen;Landkreis Rottal-Inn;4,8356E+14;1,27452E+15;;very low;F;2.273
803;Julbach;Landkreis Rottal-Inn;4,82484E+15;1,29095E+16;;very low;D;2.273
804;Massing;Landkreis Rottal-Inn;4,83953E+14;1,26467E+15;;very low;D;2.273
805;Kirchdorf am Inn;Landkreis Rottal-Inn;4,82692E+15;1,29635E+15;;very low;G;2.273
806;Pfarrkirchen;Landkreis Rottal-Inn;4,84628E+15;1,2985E+15;;very low;E;2.273
807;Pfarrkirchen;Landkreis Rottal-Inn;4,84243E+15;1,29326E+16;;very low;D;2.273
808;Pfarrkirchen;Landkreis Rottal-Inn;4,84616E+16;1,29271E+16;;very low;C;2.273
809;Hebertsfelden;Landkreis Rottal-Inn;4,84131E+15;1,28129E+16;;very low;A+;2.273
810;Wittibreut;Landkreis Rottal-Inn;4,83349E+15;1,29784E+16;;very low;F;2.273
811;Gangkofen;Landkreis Rottal-Inn;4,84309E+15;1,25132E+15;;very low;H;2.273
812;Gangkofen;Landkreis Rottal-Inn;4,84788E+14;1,24931E+14;;very low;H;2.273
813;Marklkofen;Landkreis Dingolfing-Landau;4,85802E+15;1,25289E+16;;very low;G;2.717
814;Loiching;Landkreis Dingolfing-Landau;4,85711E+14;1,24315E+16;;very low;G;2.717
815;Mengkofen;Landkreis Dingolfing-Landau;4,87398E+15;1,24148E+16;;very low;E;2.717
816;Mengkofen;Landkreis Dingolfing-Landau;4,87494E+16;1,24624E+15;;very low;C;2.717
817;Moosthenning;Landkreis Dingolfing-Landau;4,86541E+15;1,244E+16;;very low;H;2.717
818;Niederviehbach;Landkreis Dingolfing-Landau;4,85798E+15;1,23628E+16;;very low;F;2.717
819;Frontenhausen;Landkreis Dingolfing-Landau;4,85193E+15;1,252E+16;;very low;G;2.717
820;Gottfrieding;Landkreis Dingolfing-Landau;4,8622E+15;1,25256E+15;;very low;D;2.717
821;Dingolfing;Landkreis Dingolfing-Landau;4,86485E+14;1,25165E+16;;very low;D;2.717
822;Dingolfing;Landkreis Dingolfing-Landau;4,86592E+15;1,25009E+16;;very low;A+;2.717
823;Dingolfing;Landkreis Dingolfing-Landau;4,86091E+16;1,24604E+16;;very low;B;2.717
824;Dingolfing;Landkreis Dingolfing-Landau;4,86122E+15;1,2459E+15;;very low;E;2.717
825;Dingolfing;Landkreis Dingolfing-Landau;4,86197E+15;1,24866E+16;;very low;D;2.717
826;Ampfing;Landkreis Mühldorf am Inn;4,82684E+15;1,24345E+16;;very low;F;4.119
827;Ampfing;Landkreis Mühldorf am Inn;4,82922E+15;1,24267E+16;;very low;H;4.119
828;Zangberg;Landkreis Mühldorf am Inn;4,82157E+14;1,24394E+15;;very low;B;4.119
829;Zangberg;Landkreis Mühldorf am Inn;4,82817E+15;1,23737E+16;;very low;C;4.119
830;Kraiburg;Landkreis Mühldorf am Inn;4,81563E+15;1,24687E+16;;very low;H;4.119
831;Obertaufkirchen;Landkreis Mühldorf am Inn;4,82368E+16;1,2288E+16;;very low;G;4.119
832;Obertaufkirchen;Landkreis Mühldorf am Inn;4,82573E+14;1,22336E+16;;very low;B;4.119
833;Schwindegg;Landkreis Mühldorf am Inn;4,82774E+15;1,22499E+16;;very low;A;4.119
834;Schwindegg;Landkreis Mühldorf am Inn;4,8229E+15;1,22619E+16;;very low;A+;4.119
835;Waldkraiburg;Landkreis Mühldorf am Inn;4,82058E+15;1,24179E+16;;very low;E;4.119
836;Waldkraiburg;Landkreis Mühldorf am Inn;4,81981E+16;1,24143E+16;;very low;D;4.119
837;Waldkraiburg;Landkreis Mühldorf am Inn;4,82075E+15;1,23984E+14;;very low;C;4.119
838;Waldkraiburg;Landkreis Mühldorf am Inn;4,81872E+15;1,23798E+16;;very low;F;4.119
839;Waldkraiburg;Landkreis Mühldorf am Inn;4,82061E+15;1,24092E+16;;very low;A;4.119
840;Waldkraiburg;Landkreis Mühldorf am Inn;4,81859E+15;1,23953E+16;;very low;G;4.119
841;Erharting;Landkreis Mühldorf am Inn;4,82483E+15;1,25733E+15;;very low;C;4.119
842;Erharting;Landkreis Mühldorf am Inn;4,82717E+15;1,26034E+16;;very low;F;4.119
843;Erharting;Landkreis Mühldorf am Inn;4,82604E+15;1,25802E+16;;very low;A+;4.119
844;Töging am Inn;Landkreis Altötting;4,82939E+15;1,25856E+16;;very low;G;3.540
845;Töging am Inn;Landkreis Altötting;4,82438E+15;1,25679E+16;;very low;C;3.540
846;Töging am Inn;Landkreis Altötting;4,82631E+16;1,26036E+16;;very low;G;3.540
847;Engelsberg;Landkreis Traunstein;4,81219E+15;1,24775E+16;;very low;H;4.078
848;Buchbach;Landkreis Mühldorf am Inn;4,8317E+15;1,23249E+16;;very low;F;4.119
849;Dorfen;Landkreis Erding;4,82811E+15;1,21688E+16;;very low;D;5.049
850;Dorfen;Landkreis Erding;4,82938E+15;1,22389E+16;;very low;D;5.049
851;Dorfen;Landkreis Erding;4,82951E+15;1,21355E+16;;very low;A;5.049
852;Dorfen;Landkreis Erding;4,83108E+15;1,22405E+16;;very low;A;5.049
853;Sankt Wolfgang;Landkreis Erding;4,82101E+15;1,22256E+15;;very low;H;5.049
854;Isen;Landkreis Erding;4,82046E+15;1,20452E+16;;very low;H;5.049
855;Lengdorf;Landkreis Erding;4,82786E+15;1,20593E+16;;very low;D;5.049
856;Inning am Holz;Landkreis Erding;4,8339E+15;1,21376E+16;;very low;E;5.049
857;Inning am Holz;Landkreis Erding;4,83195E+16;1,20626E+15;;very low;C;5.049
858;Inning am Holz;Landkreis Erding;4,83122E+15;1,21228E+16;;very low;B;5.049
859;Taufkirchen;Landkreis Erding;4,83802E+15;1,21791E+16;;very low;E;5.049
860;Taufkirchen;Landkreis Erding;4,83439E+15;1,21729E+16;;very low;G;5.049
861;Taufkirchen;Landkreis Erding;4,83431E+15;1,21283E+16;;very low;G;5.049
862;Pfeffenhausen;Landkreis Landshut;4,86524E+16;1,18897E+16;;very low;B;6.042
863;Kumhausen;Landkreis Landshut;4,85067E+15;1,21928E+15;;very low;D;6.042
864;Kumhausen;Landkreis Landshut;4,85202E+15;1,22003E+16;;very low;C;6.042
865;Kumhausen;Landkreis Landshut;4,85149E+15;1,22274E+15;;very low;E;6.042
866;Kumhausen;Landkreis Landshut;4,85038E+16;1,22067E+16;;very low;F;6.042
867;Kumhausen;Landkreis Landshut;4,85695E+15;1,22023E+16;;very low;C;6.042
868;Kumhausen;Landkreis Landshut;4,85812E+15;1,22353E+16;;very low;G;6.042
869;Landshut;;4,85251E+15;1,21874E+15;;very low;B;6.042
870;Landshut;;4,85654E+15;1,22239E+16;;very low;F;6.042
871;Landshut;;4,85727E+15;1,22159E+15;;very low;E;6.042
872;Landshut;;4,84793E+15;1,21635E+16;;very low;F;6.042
873;Landshut;;4,85013E+15;1,21572E+16;;very low;H;6.042
874;Landshut;;4,84963E+15;1,21636E+16;;very low;H;6.042
875;Hohenthann;Landkreis Landshut;4,86349E+15;1,21152E+16;;very low;E;6.042
876;Mallersdorf-Pfaffenberg;Landkreis Straubing-Bogen;4,87632E+15;1,22621E+15;;very low;G;2.923
877;Mallersdorf-Pfaffenberg;Landkreis Straubing-Bogen;4,8802E+15;1,22046E+16;;very low;C;2.923
878;Bruckberg;Landkreis Landshut;4,85227E+15;1,2021E+16;;very low;D;6.042
879;Vilsbiburg;Landkreis Landshut;4,84401E+15;1,23297E+16;;very low;G;6.042
880;Vilsbiburg;Landkreis Landshut;4,84873E+16;1,23456E+16;;very low;E;6.042
881;Vilsbiburg;Landkreis Landshut;4,84257E+15;1,23803E+16;;very low;F;6.042
882;Hausham;Landkreis Miesbach;4,77543E+15;1,18128E+16;;very low;C;9.258
883;Hausham;Landkreis Miesbach;4,77506E+16;1,18141E+15;;very low;B;9.258
884;Tegernsee;Landkreis Miesbach;4,77167E+15;1,17938E+16;;very low;D;9.258
885;Miesbach;Landkreis Miesbach;4,77847E+16;1,18323E+16;;very low;B;9.258
886;Miesbach;Landkreis Miesbach;4,77777E+15;1,18463E+16;;very low;C;9.258
887;Miesbach;Landkreis Miesbach;4,77934E+15;1,18395E+16;;very low;C;9.258
888;Irschenberg;Landkreis Miesbach;4,78194E+13;1,18827E+15;;very low;C;9.258
889;Holzkirchen;Landkreis Miesbach;4,78914E+15;1,16916E+16;;very low;E;9.258
890;Holzkirchen;Landkreis Miesbach;4,78721E+13;1,16642E+15;;very low;H;9.258
891;Holzkirchen;Landkreis Miesbach;4,79023E+16;1,17058E+16;;very low;G;9.258
892;Holzkirchen;Landkreis Miesbach;4,78749E+15;1,17047E+16;;very low;A+;9.258
893;Warngau;Landkreis Miesbach;4,78201E+15;1,17031E+16;;very low;D;9.258
894;Gmund;Landkreis Miesbach;4,77439E+15;1,17498E+16;;very low;H;9.258
895;Gmund;Landkreis Miesbach;4,77593E+15;1,17136E+16;;very low;G;9.258
896;Fischbachau;Landkreis Miesbach;4,77122E+15;1,19269E+16;;very low;C;9.258
897;Fischbachau;Landkreis Miesbach;4,77142E+14;1,19746E+15;;very low;H;9.258
898;Waakirchen;Landkreis Miesbach;4,77886E+15;1,167E+16;;very low;F;9.258
899;Kreuth;Landkreis Miesbach;4,76614E+16;1,17857E+16;;very low;C;9.258
900;Nürnberg;;4,93536E+16;1,11026E+16;;very low;E;4.798
901;Nürnberg;;4,93554E+15;1,10423E+16;;very low;G;4.798
902;Nürnberg;;4,93485E+16;1,10576E+16;;very low;F;4.798
903;Nürnberg;;4,93538E+15;1,10881E+16;;very low;F;4.798
904;Lenggries;Landkreis Bad Tölz-Wolfratshausen;4,76697E+15;1,15191E+16;;very low;B;7.545
905;Lenggries;Landkreis Bad Tölz-Wolfratshausen;4,76015E+15;1,15797E+16;;very low;H;7.545
906;Lenggries;Landkreis Bad Tölz-Wolfratshausen;4,75288E+15;1,14182E+16;;very low;G;7.545
907;Greiling;Landkreis Bad Tölz-Wolfratshausen;4,77902E+15;1,16346E+16;;very low;C;7.545
908;Reichersbeuern;Landkreis Bad Tölz-Wolfratshausen;4,77755E+15;1,16199E+16;;very low;G;7.545
909;Benediktbeuern;Landkreis Bad Tölz-Wolfratshausen;4,76645E+15;1,14227E+15;;very low;G;7.545
910;Lindenberg im Allgäu;Landkreis Lindau;4,76162E+15;9,87203E+15;;very low;D;5.279
911;Lindenberg im Allgäu;Landkreis Lindau;4,76113E+15;9,89732E+14;;very low;B;5.279
912;Lindenberg im Allgäu;Landkreis Lindau;4,76119E+15;9,86836E+14;;very low;A+;5.279
913;Scheidegg;Landkreis Lindau;4,7548E+15;9,82576E+15;;very low;A+;5.279
914;Aschaffenburg;;4,99489E+16;9,08713E+15;;very low;C;3.619
915;Aschaffenburg;;4,99876E+15;9,10778E+15;;very low;C;3.619
916;Aschaffenburg;;4,99658E+15;9,12126E+15;;very low;A+;3.619
917;Aschaffenburg;;4,99801E+14;9,11208E+14;;very low;F;3.619
918;Aschaffenburg;;4,99793E+16;9,12654E+15;;very low;F;3.619
919;Aschaffenburg;;4,99707E+15;9,11856E+15;;very low;E;3.619
920;Aschaffenburg;;4,99956E+15;9,09263E+15;;very low;D;3.619
921;Leidersbach;Landkreis Miltenberg;4,99138E+15;9,21751E+15;;very low;E;2.785
922;Sauerlach;Landkreis München;4,79421E+15;1,16413E+16;;very low;D;10.155
923;Sauerlach;Landkreis München;4,79551E+15;1,15847E+16;;very low;H;10.155
924;Eurasburg;Landkreis Bad Tölz-Wolfratshausen;4,78255E+15;1,13824E+16;;very low;E;7.545
925;Kochel am See;Landkreis Bad Tölz-Wolfratshausen;4,76486E+15;1,13461E+16;;very low;A;7.545
926;Murnau am Staffelsee;Landkreis Garmisch-Partenkirchen;4,76752E+15;1,1138E+14;;very low;A+;7.326
927;Murnau am Staffelsee;Landkreis Garmisch-Partenkirchen;4,76984E+15;1,11871E+15;;very low;D;7.326
928;Murnau am Staffelsee;Landkreis Garmisch-Partenkirchen;4,76343E+15;1,11575E+16;;very low;F;7.326
929;Murnau am Staffelsee;Landkreis Garmisch-Partenkirchen;4,76635E+15;1,12203E+16;;very low;H;7.326
930;Riegsee;Landkreis Garmisch-Partenkirchen;4,76416E+15;1,11438E+16;;very low;B;7.326
931;Riegsee;Landkreis Garmisch-Partenkirchen;4,76854E+15;1,11534E+15;;very low;H;7.326
932;Riegsee;Landkreis Garmisch-Partenkirchen;4,76835E+15;1,12522E+16;;very low;C;7.326
933;Riegsee;Landkreis Garmisch-Partenkirchen;4,77153E+15;1,12647E+16;;very low;E;7.326
934;Seehausen am Staffelsee;Landkreis Garmisch-Partenkirchen;4,76731E+15;1,11418E+16;;very low;A;7.326
935;Seehausen am Staffelsee;Landkreis Garmisch-Partenkirchen;4,76771E+15;1,11534E+15;;very low;H;7.326
936;Seehausen am Staffelsee;Landkreis Garmisch-Partenkirchen;4,76928E+15;1,11487E+15;;very low;E;7.326
937;Seehausen am Staffelsee;Landkreis Garmisch-Partenkirchen;4,76622E+14;1,11637E+16;;very low;B;7.326
938;Spatzenhausen;Landkreis Garmisch-Partenkirchen;4,76736E+15;1,12454E+16;HQ 100;low;H;7.326
939;Spatzenhausen;Landkreis Garmisch-Partenkirchen;4,76776E+15;1,12214E+16;;very low;G;7.326
940;Spatzenhausen;Landkreis Garmisch-Partenkirchen;4,76815E+15;1,12629E+16;;very low;A;7.326
941;Spatzenhausen;Landkreis Garmisch-Partenkirchen;4,76653E+15;1,12082E+16;;very low;F;7.326
942;Mittenwald;Landkreis Garmisch-Partenkirchen;4,75116E+15;1,13029E+16;;very low;C;7.326
943;Mittenwald;Landkreis Garmisch-Partenkirchen;4,7453E+16;1,13143E+16;;very low;C;7.326
944;Farchant;Landkreis Garmisch-Partenkirchen;4,75382E+15;1,10714E+16;;very low;H;7.326
945;Bad Kohlgrub;Landkreis Garmisch-Partenkirchen;4,76543E+16;1,10295E+16;;very low;C;7.326
946;Nürnberg;;4,94316E+15;1,10943E+15;;very low;H;4.798
947;Nürnberg;;4,94298E+16;1,10921E+16;;very low;A;4.798
948;Nürnberg;;4,9421E+16;1,10902E+16;;very low;F;4.798
949;Nürnberg;;4,94314E+15;1,10848E+16;;very low;F;4.798
950;Nürnberg;;4,94253E+15;1,11035E+16;;very low;H;4.798
951;Nürnberg;;4,94301E+15;1,10768E+14;;very low;E;4.798
952;Röthenbach an der Pegnitz;Landkreis Nürnberger Land;4,94607E+15;1,12291E+15;;very low;D;3.585
953;Röthenbach an der Pegnitz;Landkreis Nürnberger Land;4,94524E+15;1,12262E+16;;very low;F;3.585
954;Röthenbach an der Pegnitz;Landkreis Nürnberger Land;4,94677E+16;1,12314E+15;;very low;G;3.585
955;Neunkirchen a. Sand;Landkreis Nürnberger Land;4,95304E+15;1,13457E+15;;very low;E;3.585
956;Reichenschwand;Landkreis Nürnberger Land;4,9516E+15;1,13838E+16;;very low;E;3.585
957;Ottensoos;Landkreis Nürnberger Land;4,9503E+16;1,13225E+15;;very low;A+;3.585
958;Mehring;Landkreis Altötting;4,81953E+16;1,27882E+16;;very low;G;3.540
959;Emmerting;Landkreis Altötting;4,82094E+15;1,27738E+16;;very low;B;3.540
960;Rohrdorf;Landkreis Rosenheim;4,77945E+15;1,21915E+16;;very low;H;5.831
961;Pullach im Isartal;Landkreis München;4,80522E+15;1,15214E+16;;very low;H;10.155
962;Pullach im Isartal;Landkreis München;4,80698E+15;1,15395E+16;;very low;E;10.155
963;Theisseil;Landkreis Neustadt an der Waldnaab;4,96865E+15;1,21983E+16;;very low;G;2.158
964;Theisseil;Landkreis Neustadt an der Waldnaab;4,96584E+15;1,22476E+15;;very low;A+;2.158
965;Theisseil;Landkreis Neustadt an der Waldnaab;4,96452E+15;1,20992E+16;;very low;E;2.158
966;Theisseil;Landkreis Neustadt an der Waldnaab;4,96707E+15;1,21454E+16;;very low;G;2.158
967;Theisseil;Landkreis Neustadt an der Waldnaab;4,96397E+15;1,22473E+16;;very low;D;2.158
968;Theisseil;Landkreis Neustadt an der Waldnaab;4,96604E+16;1,22517E+16;;very low;D;2.158
969;Theisseil;Landkreis Neustadt an der Waldnaab;4,96968E+15;1,22236E+15;;very low;B;2.158
970;Theisseil;Landkreis Neustadt an der Waldnaab;4,96624E+15;1,2117E+16;;very low;G;2.158
971;Theisseil;Landkreis Neustadt an der Waldnaab;4,96971E+15;1,21012E+16;;very low;F;2.158
