ort,landkreis,latitude,longitude
Mitterskirchen,Landkreis Rottal-Inn,2810382.617658739,4521067.288673034
Julbach,Landkreis Rottal-Inn,2797557.294346509,4539039.831646437
Massing,Landkreis Rottal-Inn,2816107.738588224,4514528.282860863
Kirchdorf am Inn,Landkreis Rottal-Inn,2797490.1621712353,4544413.282152285
Pfarrkirchen,Landkreis Rottal-Inn,2819042.6824530577,4538586.756531322
Pfarrkirchen,Landkreis Rottal-Inn,2816957.773773247,4541240.479920136
Pfarrkirchen,Landkreis Rottal-Inn,2821620.556144043,4539413.743899242
Hebertsfelden,Landkreis Rottal-Inn,2813018.884416735,4528902.289621816
Wittibreut,Landkreis Rottal-Inn,2808449.1714173537,4546493.3734879
Gangkofen,Landkreis Rottal-Inn,2814685.540304315,4509204.18498633
Gangkofen,Landkreis Rottal-Inn,2821427.5165893175,4509117.308660718
Marklkofen,Landkreis Dingolfing-Landau,2829444.0407247227,4510044.225921103
Loiching,Landkreis Dingolfing-Landau,2837237.313285431,4499617.681866491
Mengkofen,Landkreis Dingolfing-Landau,2847268.0806333893,4493028.39696128
Mengkofen,Landkreis Dingolfing-Landau,2852430.2833048147,4504938.546631578
Moosthenning,Landkreis Dingolfing-Landau,2844996.034413122,4505422.321820037
Niederviehbach,Landkreis Dingolfing-Landau,2830470.010108151,4497540.76520698
Frontenhausen,Landkreis Dingolfing-Landau,2822385.754440868,4507814.8032256495
Gottfrieding,Landkreis Dingolfing-Landau,2836516.1132678366,4506163.955296813
Dingolfing,Landkreis Dingolfing-Landau,2832394.2973818565,4502297.093397263
Dingolfing,Landkreis Dingolfing-Landau,2837876.6385454917,4502908.930451599
Dingolfing,Landkreis Dingolfing-Landau,2838863.7548793787,4501106.908975795
Dingolfing,Landkreis Dingolfing-Landau,2835944.4165903027,4503773.082653608
Dingolfing,Landkreis Dingolfing-Landau,2839392.837064015,4502300.199967485
Ampfing,Landkreis Mühldorf am Inn,2799215.416176643,4500071.8994254945
Ampfing,Landkreis Mühldorf am Inn,2798437.1820995994,4502284.666854595
Zangberg,Landkreis Mühldorf am Inn,2799711.608638732,4501093.802663461
Zangberg,Landkreis Mühldorf am Inn,2800365.5798980286,4502302.779959582
Kraiburg,Landkreis Mühldorf am Inn,2786832.0664267805,4501349.975936947
Obertaufkirchen,Landkreis Mühldorf am Inn,2792781.1303707995,4487735.998490034
Obertaufkirchen,Landkreis Mühldorf am Inn,2793231.8220993485,4490818.59022866
Schwindegg,Landkreis Mühldorf am Inn,2798081.554191033,4488018.013895993
Schwindegg,Landkreis Mühldorf am Inn,2797244.0396805243,4486227.733810478
Waldkraiburg,Landkreis Mühldorf am Inn,2791635.0486167083,4503777.426597564
Waldkraiburg,Landkreis Mühldorf am Inn,2790267.873638542,4501062.856297753
Waldkraiburg,Landkreis Mühldorf am Inn,2791946.3096747342,4505506.9928162545
Waldkraiburg,Landkreis Mühldorf am Inn,2792187.631015591,4499857.064909437
Waldkraiburg,Landkreis Mühldorf am Inn,2789733.7276804857,4503611.84719666
Waldkraiburg,Landkreis Mühldorf am Inn,2790177.0870668343,4499902.085429616
Erharting,Landkreis Mühldorf am Inn,2795872.9941257266,4513127.0020624325
Erharting,Landkreis Mühldorf am Inn,2798254.2693552375,4513086.9679760765
Erharting,Landkreis Mühldorf am Inn,2799485.193107213,4510243.706903114
Töging am Inn,Landkreis Altötting,2799950.95899918,4512686.103884673
Töging am Inn,Landkreis Altötting,2799499.586141399,4512020.317765227
Töging am Inn,Landkreis Altötting,2796047.464214843,4513119.5547152795
Engelsberg,Landkreis Traunstein,2781310.4530579178,4508420.314629444
Buchbach,Landkreis Mühldorf am Inn,2801554.2443245864,4492476.332567687
Dorfen,Landkreis Erding,2795130.2857709583,4480010.567760274
Dorfen,Landkreis Erding,2798800.429024406,4486856.290233065
Dorfen,Landkreis Erding,2798677.1195956916,4478680.882785899
Dorfen,Landkreis Erding,2798307.432795319,4482702.933786454
Sankt Wolfgang,Landkreis Erding,2790353.0708399275,4479868.317764562
Isen,Landkreis Erding,2788939.138515628,4477600.44199263
Lengdorf,Landkreis Erding,2797553.1702059936,4473812.560706674
Inning am Holz,Landkreis Erding,2806553.941296922,4481371.234844235
Inning am Holz,Landkreis Erding,2804212.50554066,4481223.371306731
Inning am Holz,Landkreis Erding,2805583.371741679,4477629.394374251
Taufkirchen,Landkreis Erding,2805159.684865005,4485588.606419087
Taufkirchen,Landkreis Erding,2800868.5473758723,4474068.794559316
Taufkirchen,Landkreis Erding,2803760.939123164,4475578.090713786
Pfeffenhausen,Landkreis Landshut,2842340.0935466485,4464291.64430867
Kumhausen,Landkreis Landshut,2830734.203150683,4484805.165179487
Kumhausen,Landkreis Landshut,2831295.46044004,4485199.903238186
Kumhausen,Landkreis Landshut,2826265.4599338984,4481305.081191949
Kumhausen,Landkreis Landshut,2826587.85935094,4484242.5635431595
Kumhausen,Landkreis Landshut,2825145.689764885,4480976.853098164
Kumhausen,Landkreis Landshut,2821392.2194941477,4482307.436422661
Landshut,,2820181.9259352353,4481833.120960758
Landshut,,2823829.815361547,4486665.278529135
Landshut,,2833542.8689925587,4487073.150977534
Landshut,,2824603.6569542,4483827.878640516
Landshut,,2828207.4384957473,4483365.629399833
Landshut,,2822663.7947483477,4481108.398016287
Hohenthann,Landkreis Landshut,2840091.7220978383,4478413.866398953
Mallersdorf-Pfaffenberg,Landkreis Straubing-Bogen,2854353.731293013,4486965.762077205
Mallersdorf-Pfaffenberg,Landkreis Straubing-Bogen,2860124.1046241103,4486217.970308575
Bruckberg,Landkreis Landshut,2827113.890299753,4469467.835359268
Vilsbiburg,Landkreis Landshut,2821763.890498002,4493205.696093919
Vilsbiburg,Landkreis Landshut,2815571.2584435525,4492761.49664983
Vilsbiburg,Landkreis Landshut,2815508.5763735063,4494048.9542244915
Hausham,Landkreis Miesbach,2738524.0927454345,4458570.876802607
Hausham,Landkreis Miesbach,2737011.34780129,4456981.926279424
Tegernsee,Landkreis Miesbach,2736375.9553340264,4454526.0643249275
Miesbach,Landkreis Miesbach,2743978.903356582,4455564.781648265
Miesbach,Landkreis Miesbach,2744846.4615461244,4457483.375668059
Miesbach,Landkreis Miesbach,2742755.516244801,4457242.384832663
Irschenberg,Landkreis Miesbach,2750846.1604138436,4462766.706813003
Holzkirchen,Landkreis Miesbach,2752870.862427462,4449542.868925298
Holzkirchen,Landkreis Miesbach,2750941.46585317,4448036.765720125
Holzkirchen,Landkreis Miesbach,2749478.557942577,4444865.106769213
Holzkirchen,Landkreis Miesbach,2750693.6673922264,4447783.451091443
Warngau,Landkreis Miesbach,2745716.045707485,4448224.0081929
Gmund,Landkreis Miesbach,2740574.555333216,4454444.350774576
Gmund,Landkreis Miesbach,2737274.943360016,4451512.202385905
Fischbachau,Landkreis Miesbach,2739369.1631969702,4469452.300398425
Fischbachau,Landkreis Miesbach,2740050.099464221,4465358.413327572
Waakirchen,Landkreis Miesbach,2745199.3603100115,4445761.294912579
Kreuth,Landkreis Miesbach,2728897.518556978,4447187.2234668005
Nürnberg,,2918226.515943801,4399015.809419144
Nürnberg,,2917195.239174303,4398210.643268187
Nürnberg,,2917826.3010138576,4398844.714860148
Nürnberg,,2916205.761004237,4398316.566909858
Lenggries,Landkreis Bad Tölz-Wolfratshausen,2725965.0624246937,4440676.0054187495
Lenggries,Landkreis Bad Tölz-Wolfratshausen,2716206.6372151366,4425952.461514991
Lenggries,Landkreis Bad Tölz-Wolfratshausen,2724215.2962469244,4436350.196280032
Greiling,Landkreis Bad Tölz-Wolfratshausen,2739874.701148759,4441238.594048345
Reichersbeuern,Landkreis Bad Tölz-Wolfratshausen,2740361.019882409,4441206.9749626145
Benediktbeuern,Landkreis Bad Tölz-Wolfratshausen,2733024.309760362,4423822.300784606
Lindenberg im Allgäu,Landkreis Lindau,2719499.579933851,4311677.317885463
Lindenberg im Allgäu,Landkreis Lindau,2721406.789922932,4310776.657609342
Lindenberg im Allgäu,Landkreis Lindau,2721254.5822793073,4314549.701256237
Scheidegg,Landkreis Lindau,2718111.925559672,4308623.484778063
Aschaffenburg,,2987865.036818107,4258635.354726655
Aschaffenburg,,2982288.6697722273,4256326.504548923
Aschaffenburg,,2985831.839742485,4260230.548305683
Aschaffenburg,,2981034.301606843,4256477.9501301935
Aschaffenburg,,2982416.551754288,4257021.894687939
Aschaffenburg,,2987802.119028242,4259076.459295429
Aschaffenburg,,2985417.8084159787,4257577.69416591
Leidersbach,Landkreis Miltenberg,2977454.446618273,4268387.492217552
Sauerlach,Landkreis München,2759300.749749279,4445367.795566102
Sauerlach,Landkreis München,2765650.661158617,4441994.0186642
Eurasburg,Landkreis Bad Tölz-Wolfratshausen,2744846.3975740243,4425344.689283638
Kochel am See,Landkreis Bad Tölz-Wolfratshausen,2731453.0217824336,4424292.686654416
Murnau am Staffelsee,Landkreis Garmisch-Partenkirchen,2728477.8080603364,4412966.468451909
Murnau am Staffelsee,Landkreis Garmisch-Partenkirchen,2732685.9018179467,4409261.10651621
Murnau am Staffelsee,Landkreis Garmisch-Partenkirchen,2733453.9473354765,4417422.178474597
Murnau am Staffelsee,Landkreis Garmisch-Partenkirchen,2730244.2775889453,4405883.165905283
Riegsee,Landkreis Garmisch-Partenkirchen,2729612.3204305475,4407274.410561145
Riegsee,Landkreis Garmisch-Partenkirchen,2733675.0170735186,4411846.984922738
Riegsee,Landkreis Garmisch-Partenkirchen,2732764.4224477764,4412661.792901649
Riegsee,Landkreis Garmisch-Partenkirchen,2732651.6714210925,4417849.508415639
Seehausen am Staffelsee,Landkreis Garmisch-Partenkirchen,2729650.5342798564,4413310.600129288
Seehausen am Staffelsee,Landkreis Garmisch-Partenkirchen,2732831.743190801,4414967.334178949
Seehausen am Staffelsee,Landkreis Garmisch-Partenkirchen,2729697.8376629315,4414356.1716504125
Seehausen am Staffelsee,Landkreis Garmisch-Partenkirchen,2729805.0179229034,4410485.654162653
Spatzenhausen,Landkreis Garmisch-Partenkirchen,2732782.914719061,4408238.045795877
Spatzenhausen,Landkreis Garmisch-Partenkirchen,2725172.8125554877,4407386.507591749
Spatzenhausen,Landkreis Garmisch-Partenkirchen,2728878.9537410373,4412893.451836757
Spatzenhausen,Landkreis Garmisch-Partenkirchen,2731318.688878366,4416023.08888252
Mittenwald,Landkreis Garmisch-Partenkirchen,2703149.4183909665,4409395.438925638
Mittenwald,Landkreis Garmisch-Partenkirchen,2706984.6563454014,4418641.815520403
Farchant,Landkreis Garmisch-Partenkirchen,2713604.188964527,4399890.538392892
Bad Kohlgrub,Landkreis Garmisch-Partenkirchen,2730994.2482044906,4400357.6748984195
Nürnberg,,2923580.9840349946,4400504.905371535
Nürnberg,,2924517.3472885024,4399645.782490474
Nürnberg,,2923678.8021590137,4400523.569893911
Nürnberg,,2924547.042526825,4400334.473943943
Nürnberg,,2924794.9344903524,4400017.901027973
Nürnberg,,2924692.784053969,4400899.597892564
Röthenbach an der Pegnitz,Landkreis Nürnberger Land,2928089.3066291166,4410160.813970364
Röthenbach an der Pegnitz,Landkreis Nürnberger Land,2930162.569239529,4414038.393131477
Röthenbach an der Pegnitz,Landkreis Nürnberger Land,2930777.9096823423,4410661.270435799
Neunkirchen a. Sand,Landkreis Nürnberger Land,2937585.445663553,4419817.253337159
Reichenschwand,Landkreis Nürnberger Land,2935953.985920514,4419944.199002249
Ottensoos,Landkreis Nürnberger Land,2933568.1391350236,4417375.786178807
Mehring,Landkreis Altötting,2789293.211945726,4530364.385282843
Emmerting,Landkreis Altötting,2791281.5038268757,4526452.087203814
Rohrdorf,Landkreis Rosenheim,2749072.492311417,4482937.032241836
Pullach im Isartal,Landkreis München,2772421.3150049937,4433111.140243181
Pullach im Isartal,Landkreis München,2771423.9114564736,4434026.58921934
Theisseil,Landkreis Neustadt an der Waldnaab,2955635.324931446,4474682.604881419
Theisseil,Landkreis Neustadt an der Waldnaab,2950797.142102511,4473692.836846918
Theisseil,Landkreis Neustadt an der Waldnaab,2954279.6627315297,4481855.692087349
Theisseil,Landkreis Neustadt an der Waldnaab,2951901.583330635,4471677.305906938
Theisseil,Landkreis Neustadt an der Waldnaab,2955213.220247202,4480206.063253945
Theisseil,Landkreis Neustadt an der Waldnaab,2952684.396566517,4474633.554499333
Theisseil,Landkreis Neustadt an der Waldnaab,2951425.594957828,4475695.629816547
Theisseil,Landkreis Neustadt an der Waldnaab,2955144.1962535083,4482384.144268326
Theisseil,Landkreis Neustadt an der Waldnaab,2952119.404045574,4471488.872924612
Theisseil,Landkreis Neustadt an der Waldnaab,2954955.6245510043,4481459.2098528035
Theisseil,Landkreis Neustadt an der Waldnaab,2952530.6353950263,4471567.443715975
Theisseil,Landkreis Neustadt an der Waldnaab,2951048.2356377738,4482900.056231673
Weiden in der Oberpfalz,,2955956.330639369,4474310.586149571
Weiden in der Oberpfalz,,2954014.2168502747,4485845.301480629
Weiden in der Oberpfalz,,2956361.267867515,4476930.974165791
Weiden in der Oberpfalz,,2954240.0110385404,4475192.747573426
Weiden in der Oberpfalz,,2955191.261700693,4478781.363351889
Weiden in der Oberpfalz,,2951443.388259289,4473515.849662169
Weiden in der Oberpfalz,,2953208.5931422934,4483566.911660241
Weiden in der Oberpfalz,,2953655.061326889,4478766.102400557
Weiden in der Oberpfalz,,2954167.10831363,4472392.371918896
Weiden in der Oberpfalz,,2952638.747603721,4482141.825063096
Weiden in der Oberpfalz,,2954976.162634805,4483647.676994109
Weiden in der Oberpfalz,,2952641.3547832803,4472265.721181279
Rückersdorf,Landkreis Nürnberger Land,2934699.7182652913,4410726.1285404535
Nagel,Landkreis Wunsiedel im Fichtelgebirge,2987992.107877276,4460764.740755741
Heroldsberg,Landkreis Erlangen-Höchstadt,2934479.6230656686,4402332.24988553
Heroldsberg,Landkreis Erlangen-Höchstadt,2940042.40263124,4402326.653720702
Heroldsberg,Landkreis Erlangen-Höchstadt,2932477.434421309,4405573.3826174205
Kalchreuth,Landkreis Erlangen-Höchstadt,2939251.5704258503,4404632.308133636
Kalchreuth,Landkreis Erlangen-Höchstadt,2937759.521167808,4407320.75061136
Kalchreuth,Landkreis Erlangen-Höchstadt,2940393.037299594,4397052.113259563
Hollfeld,Landkreis Bayreuth,2979419.7127454574,4414354.419026195
Schönbrunn i.Steigerwald,Landkreis Bamberg,2974128.0130908363,4370271.943302505
Hallstadt,Landkreis Bamberg,2980548.2969626416,4382008.281517803
Hallstadt,Landkreis Bamberg,2981464.0852601295,4383015.74062479
Breitengüßbach,Landkreis Bamberg,2985804.704242298,4385825.525272961
Viereth-Trunstadt,Landkreis Bamberg,2979088.8529181425,4374147.87734667
Memmelsdorf,Landkreis Bamberg,2983227.0894812536,4390730.212986865
Memmelsdorf,Landkreis Bamberg,2984109.7709955424,4388404.282095835
Oberhaid,Landkreis Bamberg,2980772.571005273,4380177.028139286
Strullendorf,Landkreis Bamberg,2976266.2824168517,4391533.078333944
Strullendorf,Landkreis Bamberg,2974050.7897245768,4396643.159905501
Frensdorf,Landkreis Bamberg,2969755.374279052,4383532.490345899
Rattelsdorf,Landkreis Bamberg,2989939.6692016,4382570.777430708
Bamberg,,2974676.1409781347,4385748.398221096
Bamberg,,2976741.0735592153,4384457.456379231
Bamberg,,2975746.3261646065,4385581.90124652
Burgebrach,Landkreis Bamberg,2968726.1226410777,4373986.407110273
Burgebrach,Landkreis Bamberg,2965617.9813677096,4369247.9501920575
Stegaurach,Landkreis Bamberg,2970277.9218726396,4385728.795951177
Stegaurach,Landkreis Bamberg,2973230.735927795,4381624.96372303
Michelau i.OFr.,Landkreis Lichtenfels,3008232.6088667465,4404069.9494553665
Michelau i.OFr.,Landkreis Lichtenfels,3007745.5533606657,4399599.006000987
Weismain,Landkreis Lichtenfels,2996596.279110852,4406081.6489420235
Burgkunstadt,Landkreis Lichtenfels,3004553.298030742,4414073.107712882
Burgkunstadt,Landkreis Lichtenfels,3004119.061416463,4417459.649633873
Ebensfeld,Landkreis Lichtenfels,2992575.605655031,4392723.148330606
Ebensfeld,Landkreis Lichtenfels,2995418.998204336,4390255.193261677
Stockheim,Landkreis Kronach,3023505.9592373436,4413165.457675706
Reichenbach,Landkreis Kronach,3027742.917848708,4418840.917979975
Teuschnitz,Landkreis Kronach,3033152.237733025,4422501.1352922
Kulmbach,Landkreis Kulmbach,3010546.1611924386,4419003.046248389
Weißenbrunn,Landkreis Kronach,3008750.0613985793,4421137.520555201
Küps,Landkreis Kronach,3007328.0565034975,4411792.031121785
Küps,Landkreis Kronach,3011608.906969182,4411202.494401732
Steinwiesen,Landkreis Kronach,3023754.4635415548,4426259.957509386
Marktrodach,Landkreis Kronach,3016798.7772641825,4420807.999236108
Mitwitz,Landkreis Kronach,3013554.046553137,4407777.312597214
Ludwigsstadt,Landkreis Kronach,3039028.7263236996,4416579.17242047
Tettau,Landkreis Kronach,3035716.3403956047,4411373.471472221
Kronach,Landkreis Kronach,3012392.0233506844,4414169.509612083
Kronach,Landkreis Kronach,3011828.1975694713,4422040.718128657
Kronach,Landkreis Kronach,3012109.915080743,4413556.795672284
Kronach,Landkreis Kronach,3017717.8175635654,4418423.829358518
Kronach,Landkreis Kronach,3017974.209555251,4416147.05410785
Wallenfels,Landkreis Kronach,3015873.7894723117,4424472.055147858
Steinbach am Wald,Landkreis Kronach,3037099.743674338,4418812.0109434165
Pressig,Landkreis Kronach,3030236.3074203646,4413987.793975266
Wilhelmsthal,Landkreis Kronach,3020540.70385206,4419207.143529564
Großheirath,Landkreis Coburg,3007518.820955323,4387726.423305435
Eltmann,Landkreis Haßberge,2981565.336027726,4368379.9385052025
Königsberg in Bayern,Landkreis Haßberge,2998274.2026203945,4360729.692908135
Oberaurach,Landkreis Haßberge,2979793.618781872,4364821.721582613
Wonfurt,Landkreis Haßberge,2986505.216332635,4356229.663848773
Zeil am Main,Landkreis Haßberge,2991290.0149286473,4365575.559811399
Zeil am Main,Landkreis Haßberge,2989693.55764542,4361358.946358101
Ebelsbach,Landkreis Haßberge,2986818.1554339738,4366492.1956922
Knetzgau,Landkreis Haßberge,2987395.244391745,4359328.452555115
Knetzgau,Landkreis Haßberge,2981855.5506027606,4356728.756923539
Zellingen,Landkreis Main-Spessart,2974522.0690325145,4306218.09207406
Zellingen,Landkreis Main-Spessart,2975552.526981582,4302269.4616654245
Frammersbach,Landkreis Main-Spessart,2991382.172155568,4282434.34991761
Gemünden am Main,Landkreis Main-Spessart,2991584.594472476,4303364.05133778
Gemünden am Main,Landkreis Main-Spessart,2992870.2556313453,4297906.206450269
Gemünden am Main,Landkreis Main-Spessart,2995367.2224475476,4297891.458981438
Rieneck,Landkreis Main-Spessart,2997297.4708864274,4296161.052551487
Partenstein,Landkreis Main-Spessart,2994532.109365069,4286780.891289621
Karlstadt,Landkreis Main-Spessart,2985431.961555457,4294843.464639265
Karlstadt,Landkreis Main-Spessart,2981069.086932803,4300892.505002952
Karlstadt,Landkreis Main-Spessart,2988395.292286035,4301138.4922133945
Karlstadt,Landkreis Main-Spessart,2984410.6875277865,4299120.034024513
Lohr am Main,Landkreis Main-Spessart,2982116.965435327,4289916.66495008
Lohr am Main,Landkreis Main-Spessart,2987624.4978685915,4290790.650055352
Lohr am Main,Landkreis Main-Spessart,2988248.742033647,4289333.430524404
Lohr am Main,Landkreis Main-Spessart,2989158.317258931,4288500.054229522
Burgsinn,Landkreis Main-Spessart,3001760.7375245467,4297480.407725614
Erlenbach b. Marktheidenfeld,Landkreis Main-Spessart,2968961.8275734405,4296168.03310496
Arnstein,Landkreis Main-Spessart,2985219.7129335054,4313319.697601599
Arnstein,Landkreis Main-Spessart,2985865.513518834,4317748.178342105
Steinfeld,Landkreis Main-Spessart,2980345.5270762583,4296516.159519599
Hafenlohr,Landkreis Main-Spessart,2973700.518696568,4292214.990804151
Rothenbuch,Landkreis Aschaffenburg,2980194.2735748566,4286105.816214663
Faulbach,Landkreis Miltenberg,2963821.3315783967,4282147.543522029
Kreuzwertheim,Landkreis Main-Spessart,2966996.348345024,4286745.000508306
Schwarzach am Main,Landkreis Kitzingen,2966149.4216849958,4336259.402073194
Gollhofen,Landkreis Neustadt an der Aisch-Bad Windsheim,2935685.431521923,4328082.448322683
Hemmersheim,Landkreis Neustadt an der Aisch-Bad Windsheim,2942504.880849941,4338361.587508901
Ippesheim,Landkreis Neustadt an der Aisch-Bad Windsheim,2943885.953955018,4337959.769422058
Oberickelsheim,Landkreis Neustadt an der Aisch-Bad Windsheim,2938193.1708693192,4332359.916898508
Wiesentheid,Landkreis Kitzingen,2965776.4887462044,4348133.980628945
Marktbreit,Landkreis Kitzingen,2945484.6999805644,4334919.133012775
Martinsheim,Landkreis Kitzingen,2948865.9395905193,4328831.437939654
Segnitz,Landkreis Kitzingen,2948461.859413252,4330919.582422529
Volkach,Landkreis Kitzingen,2974568.6826642253,4334419.444770344
Volkach,Landkreis Kitzingen,2972358.2529227776,4337650.444956776
Prichsenstadt,Landkreis Kitzingen,2970021.202087284,4345004.731797523
Iphofen,Landkreis Kitzingen,2955840.5255364566,4341334.134640714
Dettelbach,Landkreis Kitzingen,2968508.816126935,4329322.263916036
Dettelbach,Landkreis Kitzingen,2963369.5767641454,4325742.650699261
Simmershofen,Landkreis Neustadt an der Aisch-Bad Windsheim,2932871.4059193037,4338856.522457187
Simmershofen,Landkreis Neustadt an der Aisch-Bad Windsheim,2933518.7252708743,4338312.473170646
Uffenheim,Landkreis Neustadt an der Aisch-Bad Windsheim,2931052.0801080856,4337773.7220926015
Uffenheim,Landkreis Neustadt an der Aisch-Bad Windsheim,2936510.3139669094,4337800.174032926
Weigenheim,Landkreis Neustadt an der Aisch-Bad Windsheim,2931090.19493888,4334748.701858086
Weigenheim,Landkreis Neustadt an der Aisch-Bad Windsheim,2930965.9070247267,4332299.066766051
Biebelried,Landkreis Kitzingen,2957197.375290746,4327032.996716494
Biebelried,Landkreis Kitzingen,2957951.753455302,4331635.822121947
Biebelried,Landkreis Kitzingen,2962292.7802282935,4335382.206452191
Biebelried,Landkreis Kitzingen,2957886.9595402475,4336060.999297086
Biebelried,Landkreis Kitzingen,2961839.7348371367,4334543.654248647
Biebelried,Landkreis Kitzingen,2960697.8466539974,4327107.428885935
Kitzingen,Landkreis Kitzingen,2960950.685433493,4326399.674733349
Kitzingen,Landkreis Kitzingen,2958826.3972661076,4333809.226467769
Kitzingen,Landkreis Kitzingen,2962609.968562108,4334075.894210644
Kitzingen,Landkreis Kitzingen,2960115.3002134287,4335337.088565159
Kitzingen,Landkreis Kitzingen,2955477.537508771,4333632.653324856
Kitzingen,Landkreis Kitzingen,2957091.3728361772,4332504.170022167
Abtswind,Landkreis Kitzingen,2961282.7162782396,4348399.0416968055
Castell,Landkreis Kitzingen,2961238.978736115,4346053.180340163
Kleinlangheim,Landkreis Kitzingen,2960138.0822714283,4340640.101912622
Rüdenhausen,Landkreis Kitzingen,2960481.873134996,4349788.962044305
Wiesenbronn,Landkreis Kitzingen,2956662.836729057,4347215.597937659
Marktsteft,Landkreis Kitzingen,2950106.3624802935,4335706.05376212
Obernbreit,Landkreis Kitzingen,2946790.4039068315,4337387.309682264
Seinsheim,Landkreis Kitzingen,2947128.6467681,4336817.0944291055
Grettstadt,Landkreis Schweinfurt,2987483.9279499142,4346447.131424887
Frankenwinheim,Landkreis Schweinfurt,2977065.0738970335,4342118.786054499
Frankenwinheim,Landkreis Schweinfurt,2976705.7973082685,4348010.224931979
Gerolzhofen,Landkreis Schweinfurt,2978699.783598549,4344660.550665789
Gerolzhofen,Landkreis Schweinfurt,2974440.479755394,4344647.452215661
Gochsheim,Landkreis Schweinfurt,2989150.4343120293,4342694.961614932
Gochsheim,Landkreis Schweinfurt,2990641.811523391,4343377.048095017
Sulzheim,Landkreis Schweinfurt,2980979.1911265063,4348864.558214397
Donnersdorf,Landkreis Schweinfurt,2983597.3902873415,4352601.824352278
Schweinfurt,,2994477.765208992,4337299.904706377
Schweinfurt,,2993686.0321022924,4339206.238579515
Schweinfurt,,2993704.7703770963,4339090.673234519
Schweinfurt,,2994242.602245089,4338804.694462044
Schweinfurt,,2994899.747839332,4337284.120878253
Schweinfurt,,2994613.105394787,4336585.44929237
Schonungen,Landkreis Schweinfurt,2991983.107915162,4341985.743344164
Schonungen,Landkreis Schweinfurt,2992124.485666863,4343372.258365505
Aura a.d.Saale,Landkreis Bad Kissingen,3007378.8634754545,4322210.129599411
Euerdorf,Landkreis Bad Kissingen,3006375.320017926,4321810.910361292
Sulzthal,Landkreis Bad Kissingen,3004094.365665775,4325170.591034679
Oerlenbach,Landkreis Bad Kissingen,3008361.058845516,4332298.002565746
Burkardroth,Landkreis Bad Kissingen,3015328.4005919523,4322367.830467985
Burkardroth,Landkreis Bad Kissingen,3014022.2838906,4321595.252394475
Zeitlofs,Landkreis Bad Kissingen,3017719.890821729,4300700.7037701225
Nüdlingen,Landkreis Bad Kissingen,3012110.8970019454,4330366.775731094
Hammelburg,Landkreis Bad Kissingen,3001245.7161490237,4314660.637093999
Hammelburg,Landkreis Bad Kissingen,2992836.086474404,4308900.056525092
Hammelburg,Landkreis Bad Kissingen,3001013.0294318637,4314102.493890198
Oberleichtersbach,Landkreis Bad Kissingen,3015927.0947149834,4305192.022693093
Ochsenfurt,Landkreis Würzburg,2954463.4344269624,4327166.423066096
Ochsenfurt,Landkreis Würzburg,2946707.894989349,4324420.827916648
Ochsenfurt,Landkreis Würzburg,2949200.1742992867,4325989.383904924
Thüngersheim,Landkreis Würzburg,2974227.5167795476,4310810.39049817
Hausen,Landkreis Rhön-Grabfeld,3042839.1492486936,4329945.220770727
Nordheim v.d.Rhön,Landkreis Rhön-Grabfeld,3045775.671217424,4336297.228158388
Sondheim v.d.Rhön,Landkreis Rhön-Grabfeld,3042593.856432114,4338330.665319939
Willmars,Landkreis Rhön-Grabfeld,3044674.1281938558,4328173.191863507
Bad Neustadt an der Saale,Landkreis Rhön-Grabfeld,3023697.7084639384,4337369.221229868
Bad Neustadt an der Saale,Landkreis Rhön-Grabfeld,3022844.058098577,4339179.385226036
Bad Neustadt an der Saale,Landkreis Rhön-Grabfeld,3022779.6966348137,4334946.986226083
Bad Neustadt an der Saale,Landkreis Rhön-Grabfeld,3025077.328320331,4336222.62027098
Bad Neustadt an der Saale,Landkreis Rhön-Grabfeld,3023415.381144131,4336338.300313902
Salz,Landkreis Rhön-Grabfeld,3024375.9490102306,4335229.486270312
Salz,Landkreis Rhön-Grabfeld,3025974.7301047794,4335656.635444869
Salz,Landkreis Rhön-Grabfeld,3027772.2121960293,4333936.1099924585
Salz,Landkreis Rhön-Grabfeld,3025556.6689446727,4335836.382787772
Salz,Landkreis Rhön-Grabfeld,3025796.0920000793,4335569.037569663
Bastheim,Landkreis Rhön-Grabfeld,3028665.4819075875,4329797.746188376
Bischofsheim i.d.Rhön,Landkreis Rhön-Grabfeld,3034040.9853879483,4316849.0476263305
Mellrichstadt,Landkreis Rhön-Grabfeld,3029569.2786384695,4343990.658990183
Mellrichstadt,Landkreis Rhön-Grabfeld,3032742.6628731233,4337084.842189382
Heustreu,Landkreis Rhön-Grabfeld,3026098.419787645,4331794.45551391
Heustreu,Landkreis Rhön-Grabfeld,3024748.3750822823,4332132.327335199
Heustreu,Landkreis Rhön-Grabfeld,3029306.224601708,4341947.743525704
Heustreu,Landkreis Rhön-Grabfeld,3025979.643249722,4331351.621338084
Hohenroth,Landkreis Rhön-Grabfeld,3025033.392753299,4332752.122670748
Hohenroth,Landkreis Rhön-Grabfeld,3024603.3962876005,4328619.116314099
Hohenroth,Landkreis Rhön-Grabfeld,3025428.5667191255,4340337.416300452
Hohenroth,Landkreis Rhön-Grabfeld,3025430.9713977547,4341593.85283691
Hollstadt,Landkreis Rhön-Grabfeld,3021744.2082211403,4329817.560981119
