ID;ort;landkreis;latitude;longitude;GEB_HQ;flood_risk;Energieklasse;Quadratmeterpreise
908;Reichersbeuern;Landkreis Bad Tölz-Wolfratshausen;4777550000000000,0;1,16199e+16;;very low;G;7545,0
909;Benediktbeuern;Landkreis Bad Tölz-Wolfratshausen;4766450000000000,0;1142270000000000,0;;very low;G;7545,0
910;Lindenberg im Allgäu;Landkreis Lindau;4761620000000000,0;9872030000000000,0;;very low;D;5279,0
911;Lindenberg im Allgäu;Landkreis Lindau;4761130000000000,0;989732000000000,0;;very low;B;5279,0
912;Lindenberg im Allgäu;Landkreis Lindau;4761190000000000,0;986836000000000,0;;very low;A+;5279,0
913;Scheidegg;Landkreis Lindau;4754800000000000,0;9825760000000000,0;;very low;A+;5279,0
914;Aschaffenburg;;4,99489e+16;9087130000000000,0;;very low;C;3619,0
915;Aschaffenburg;;4998760000000000,0;9107780000000000,0;;very low;C;3619,0
916;Aschaffenburg;;4996580000000000,0;9121260000000000,0;;very low;A+;3619,0
917;Aschaffenburg;;499801000000000,0;911208000000000,0;;very low;F;3619,0
918;Aschaffenburg;;4,99793e+16;9126540000000000,0;;very low;F;3619,0
919;Aschaffenburg;;4997070000000000,0;9118560000000000,0;;very low;E;3619,0
920;Aschaffenburg;;4999560000000000,0;9092630000000000,0;;very low;D;3619,0
921;Leidersbach;Landkreis Miltenberg;4991380000000000,0;9217510000000000,0;;very low;E;2785,0
922;Sauerlach;Landkreis München;4794210000000000,0;1,16413e+16;;very low;D;10155,0
923;Sauerlach;Landkreis München;4795510000000000,0;1,15847e+16;;very low;H;10155,0
924;Eurasburg;Landkreis Bad Tölz-Wolfratshausen;4782550000000000,0;1,13824e+16;;very low;E;7545,0
925;Kochel am See;Landkreis Bad Tölz-Wolfratshausen;4764860000000000,0;1,13461e+16;;very low;A;7545,0
926;Murnau am Staffelsee;Landkreis Garmisch-Partenkirchen;4767520000000000,0;111380000000000,0;;very low;A+;7326,0
927;Murnau am Staffelsee;Landkreis Garmisch-Partenkirchen;4769840000000000,0;1118710000000000,0;;very low;D;7326,0
928;Murnau am Staffelsee;Landkreis Garmisch-Partenkirchen;4763430000000000,0;1,11575e+16;;very low;F;7326,0
929;Murnau am Staffelsee;Landkreis Garmisch-Partenkirchen;4766350000000000,0;1,12203e+16;;very low;H;7326,0
930;Riegsee;Landkreis Garmisch-Partenkirchen;4764160000000000,0;1,11438e+16;;very low;B;7326,0
931;Riegsee;Landkreis Garmisch-Partenkirchen;4768540000000000,0;1115340000000000,0;;very low;H;7326,0
932;Riegsee;Landkreis Garmisch-Partenkirchen;4768350000000000,0;1,12522e+16;;very low;C;7326,0
933;Riegsee;Landkreis Garmisch-Partenkirchen;4771530000000000,0;1,12647e+16;;very low;E;7326,0
934;Seehausen am Staffelsee;Landkreis Garmisch-Partenkirchen;4767310000000000,0;1,11418e+16;;very low;A;7326,0
935;Seehausen am Staffelsee;Landkreis Garmisch-Partenkirchen;4767710000000000,0;1115340000000000,0;;very low;H;7326,0
936;Seehausen am Staffelsee;Landkreis Garmisch-Partenkirchen;4769280000000000,0;1114870000000000,0;;very low;E;7326,0
937;Seehausen am Staffelsee;Landkreis Garmisch-Partenkirchen;476622000000000,0;1,11637e+16;;very low;B;7326,0
938;Spatzenhausen;Landkreis Garmisch-Partenkirchen;4767360000000000,0;1,12454e+16;HQ 100;low;H;7326,0
939;Spatzenhausen;Landkreis Garmisch-Partenkirchen;4767760000000000,0;1,12214e+16;;very low;G;7326,0
940;Spatzenhausen;Landkreis Garmisch-Partenkirchen;4768150000000000,0;1,12629e+16;;very low;A;7326,0
941;Spatzenhausen;Landkreis Garmisch-Partenkirchen;4766530000000000,0;1,12082e+16;;very low;F;7326,0
942;Mittenwald;Landkreis Garmisch-Partenkirchen;4751160000000000,0;1,13029e+16;;very low;C;7326,0
943;Mittenwald;Landkreis Garmisch-Partenkirchen;4,7453e+16;1,13143e+16;;very low;C;7326,0
944;Farchant;Landkreis Garmisch-Partenkirchen;4753820000000000,0;1,10714e+16;;very low;H;7326,0
945;Bad Kohlgrub;Landkreis Garmisch-Partenkirchen;4,76543e+16;1,10295e+16;;very low;C;7326,0
946;Nürnberg;;4943160000000000,0;1109430000000000,0;;very low;H;4798,0
947;Nürnberg;;4,94298e+16;1,10921e+16;;very low;A;4798,0
948;Nürnberg;;4,9421e+16;1,10902e+16;;very low;F;4798,0
949;Nürnberg;;4943140000000000,0;1,10848e+16;;very low;F;4798,0
950;Nürnberg;;4942530000000000,0;1,11035e+16;;very low;H;4798,0
951;Nürnberg;;4943010000000000,0;110768000000000,0;;very low;E;4798,0
952;Röthenbach an der Pegnitz;Landkreis Nürnberger Land;4946070000000000,0;1122910000000000,0;;very low;D;3585,0
953;Röthenbach an der Pegnitz;Landkreis Nürnberger Land;4945240000000000,0;1,12262e+16;;very low;F;3585,0
954;Röthenbach an der Pegnitz;Landkreis Nürnberger Land;4,94677e+16;1123140000000000,0;;very low;G;3585,0
955;Neunkirchen a. Sand;Landkreis Nürnberger Land;4953040000000000,0;1134570000000000,0;;very low;E;3585,0
956;Reichenschwand;Landkreis Nürnberger Land;4951600000000000,0;1,13838e+16;;very low;E;3585,0
957;Ottensoos;Landkreis Nürnberger Land;4,9503e+16;1132250000000000,0;;very low;A+;3585,0
958;Mehring;Landkreis Altötting;4,81953e+16;1,27882e+16;;very low;G;3540,0
959;Emmerting;Landkreis Altötting;4820940000000000,0;1,27738e+16;;very low;B;3540,0
960;Rohrdorf;Landkreis Rosenheim;4779450000000000,0;1,21915e+16;;very low;H;5831,0
961;Pullach im Isartal;Landkreis München;4805220000000000,0;1,15214e+16;;very low;H;10155,0
962;Pullach im Isartal;Landkreis München;4806980000000000,0;1,15395e+16;;very low;E;10155,0
963;Theisseil;Landkreis Neustadt an der Waldnaab;4968650000000000,0;1,21983e+16;;very low;G;2158,0
964;Theisseil;Landkreis Neustadt an der Waldnaab;4965840000000000,0;1224760000000000,0;;very low;A+;2158,0
965;Theisseil;Landkreis Neustadt an der Waldnaab;4964520000000000,0;1,20992e+16;;very low;E;2158,0
966;Theisseil;Landkreis Neustadt an der Waldnaab;4967070000000000,0;1,21454e+16;;very low;G;2158,0
967;Theisseil;Landkreis Neustadt an der Waldnaab;4963970000000000,0;1,22473e+16;;very low;D;2158,0
968;Theisseil;Landkreis Neustadt an der Waldnaab;4,96604e+16;1,22517e+16;;very low;D;2158,0
969;Theisseil;Landkreis Neustadt an der Waldnaab;4969680000000000,0;1222360000000000,0;;very low;B;2158,0
970;Theisseil;Landkreis Neustadt an der Waldnaab;4966240000000000,0;1,2117e+16;;very low;G;2158,0
971;Theisseil;Landkreis Neustadt an der Waldnaab;4969710000000000,0;1,21012e+16;;very low;F;2158,0
972;Theisseil;Landkreis Neustadt an der Waldnaab;4968410000000000,0;1,22273e+16;;very low;G;2158,0
973;Theisseil;Landkreis Neustadt an der Waldnaab;4969600000000000,0;1213160000000000,0;;very low;A;2158,0
974;Theisseil;Landkreis Neustadt an der Waldnaab;4962850000000000,0;1,21281e+16;;very low;C;2158,0
975;Weiden in der Oberpfalz;;4965220000000000,0;121211000000000,0;;very low;E;2781,0
976;Weiden in der Oberpfalz;;4,9657e+16;1,21027e+16;;very low;C;2781,0
977;Weiden in der Oberpfalz;;497020000000000,0;1217550000000000,0;;very low;E;2781,0
978;Weiden in der Oberpfalz;;4964470000000000,0;1,21308e+16;;very low;C;2781,0
979;Weiden in der Oberpfalz;;4,9684e+16;1226010000000000,0;;very low;A;2781,0
980;Weiden in der Oberpfalz;;4,9629e+16;1211670000000000,0;;very low;E;2781,0
981;Weiden in der Oberpfalz;;4962190000000000,0;1,21261e+16;;very low;D;2781,0
982;Weiden in der Oberpfalz;;4964780000000000,0;1,21221e+16;;very low;E;2781,0
983;Weiden in der Oberpfalz;;4971120000000000,0;1,22056e+16;;very low;E;2781,0
984;Weiden in der Oberpfalz;;4968440000000000,0;1,21205e+16;;very low;E;2781,0
985;Weiden in der Oberpfalz;;4968110000000000,0;1,21115e+16;;very low;D;2781,0
986;Weiden in der Oberpfalz;;4966940000000000,0;1,22135e+16;;very low;G;2781,0
987;Rückersdorf;Landkreis Nürnberger Land;4951870000000000,0;1,12341e+16;;very low;D;3585,0
988;Nagel;Landkreis Wunsiedel im Fichtelgebirge;4998520000000000,0;119365000000000,0;;very low;E;1589,0
989;Heroldsberg;Landkreis Erlangen-Höchstadt;4955090000000000,0;1,1053e+16;;very low;C;4319,0
990;Heroldsberg;Landkreis Erlangen-Höchstadt;4,95185e+16;1,10912e+16;;very low;D;4319,0
991;Heroldsberg;Landkreis Erlangen-Höchstadt;4,95355e+16;1,10996e+16;;very low;A;4319,0
992;Kalchreuth;Landkreis Erlangen-Höchstadt;4,95304e+16;1,11542e+16;;very low;H;4319,0
993;Kalchreuth;Landkreis Erlangen-Höchstadt;4951160000000000,0;1,1138e+16;;very low;D;4319,0
994;Kalchreuth;Landkreis Erlangen-Höchstadt;4956780000000000,0;1,10819e+16;;very low;A+;4319,0
995;Hollfeld;Landkreis Bayreuth;4992540000000000,0;1,12995e+16;;very low;A;2260,0
996;Schönbrunn i.Steigerwald;Landkreis Bamberg;4986740000000000,0;1,06822e+16;;very low;E;2941,0
997;Hallstadt;Landkreis Bamberg;4993400000000000,0;1084690000000000,0;;very low;A+;2941,0
998;Hallstadt;Landkreis Bamberg;4992120000000000,0;1,08737e+16;;very low;G;2941,0
999;Breitengüßbach;Landkreis Bamberg;4996040000000000,0;1,09298e+16;;very low;C;2941,0
1000;Viereth-Trunstadt;Landkreis Bamberg;4993030000000000,0;1,07507e+16;;very low;D;2941,0
1001;Memmelsdorf;Landkreis Bamberg;4994540000000000,0;1,09524e+16;;very low;G;2941,0
1002;Memmelsdorf;Landkreis Bamberg;4996490000000000,0;1,09522e+16;;very low;F;2941,0
1003;Oberhaid;Landkreis Bamberg;4995330000000000,0;1,08142e+16;;very low;D;2941,0
1004;Strullendorf;Landkreis Bamberg;498957000000000,0;1,10266e+16;;very low;D;2941,0
1005;Strullendorf;Landkreis Bamberg;4985040000000000,0;1,10104e+16;;very low;D;2941,0
1006;Frensdorf;Landkreis Bamberg;4983820000000000,0;1,08134e+16;;very low;A+;2941,0
1007;Rattelsdorf;Landkreis Bamberg;5003240000000000,0;1,08631e+16;;very low;G;2941,0
1008;Bamberg;;4990560000000000,0;1,08673e+16;;very low;C;3709,0
1009;Bamberg;;4988380000000000,0;1089760000000000,0;;very low;G;3709,0
1010;Bamberg;;4987130000000000,0;1,09054e+16;;very low;F;3709,0
1011;Burgebrach;Landkreis Bamberg;4984380000000000,0;1,08075e+16;;very low;H;2941,0
1012;Burgebrach;Landkreis Bamberg;4981770000000000,0;1,08003e+16;;very low;C;2941,0
1013;Stegaurach;Landkreis Bamberg;4,98517e+16;1,08687e+16;;very low;G;2941,0
1014;Stegaurach;Landkreis Bamberg;4985000000000000,0;1,08776e+16;;very low;A;2941,0
1015;Michelau i.OFr.;Landkreis Lichtenfels;5016100000000000,0;1,10996e+16;;very low;A;2265,0
1016;Michelau i.OFr.;Landkreis Lichtenfels;5017040000000000,0;1112720000000000,0;;very low;C;2265,0
1017;Weismain;Landkreis Lichtenfels;5004440000000000,0;1,12527e+16;;very low;C;2265,0
1018;Burgkunstadt;Landkreis Lichtenfels;5015950000000000,0;1,1296e+16;;very low;E;2265,0
1019;Burgkunstadt;Landkreis Lichtenfels;5016850000000000,0;1,12431e+16;;very low;C;2265,0
1020;Ebensfeld;Landkreis Lichtenfels;5006830000000000,0;1,09628e+16;;very low;H;2265,0
1021;Ebensfeld;Landkreis Lichtenfels;5008120000000000,0;1,09341e+16;;very low;E;2265,0
1022;Stockheim;Landkreis Kronach;5030030000000000,0;1,13134e+16;;very low;D;1318,0
1023;Reichenbach;Landkreis Kronach;5036160000000000,0;1,13743e+16;;very low;C;1318,0
1024;Teuschnitz;Landkreis Kronach;5040260000000000,0;114117000000000,0;;very low;F;1318,0
1025;Kulmbach;Landkreis Kulmbach;5020580000000000,0;1,12973e+16;;very low;D;2009,0
1026;Weißenbrunn;Landkreis Kronach;5020950000000000,0;1,13129e+16;;very low;G;1318,0
1027;Küps;Landkreis Kronach;5016680000000000,0;1,13134e+16;;very low;A+;1318,0
1028;Küps;Landkreis Kronach;5019470000000000,0;1,12596e+16;;very low;B;1318,0
1029;Steinwiesen;Landkreis Kronach;5035450000000000,0;1143380000000000,0;;very low;B;1318,0
1030;Marktrodach;Landkreis Kronach;5027980000000000,0;1,14068e+16;;very low;G;1318,0
1031;Mitwitz;Landkreis Kronach;5025140000000000,0;1,12454e+16;;very low;D;1318,0
1032;Ludwigsstadt;Landkreis Kronach;5047170000000000,0;1,13361e+16;;very low;E;1318,0
1033;Tettau;Landkreis Kronach;5040600000000000,0;1,12689e+16;;very low;A;1318,0
1034;Kronach;Landkreis Kronach;5,02189e+16;1138390000000000,0;;very low;E;1318,0
1035;Kronach;Landkreis Kronach;5029280000000000,0;1,1313e+16;;very low;A;1318,0
1036;Kronach;Landkreis Kronach;5,02302e+16;1130480000000000,0;;very low;C;1318,0
1037;Kronach;Landkreis Kronach;5025780000000000,0;1,12728e+16;;very low;E;1318,0
1038;Kronach;Landkreis Kronach;5020170000000000,0;1,13786e+16;;very low;C;1318,0
1039;Wallenfels;Landkreis Kronach;5028510000000000,0;1150790000000000,0;;very low;D;1318,0
1040;Steinbach am Wald;Landkreis Kronach;5043350000000000,0;1,13237e+16;;very low;D;1318,0
1041;Pressig;Landkreis Kronach;5036610000000000,0;1130640000000000,0;;very low;D;1318,0
1042;Wilhelmsthal;Landkreis Kronach;5032010000000000,0;1,14049e+16;;very low;G;1318,0
1043;Großheirath;Landkreis Coburg;501821000000000,0;1,09098e+16;;very low;E;1860,0
1044;Eltmann;Landkreis Haßberge;4994120000000000,0;1,07097e+16;;very low;A+;2045,0
1045;Königsberg in Bayern;Landkreis Haßberge;5,00834e+16;1,05266e+16;;very low;C;2045,0
1046;Oberaurach;Landkreis Haßberge;4993540000000000,0;1,05935e+16;;very low;C;2045,0
1047;Wonfurt;Landkreis Haßberge;4998900000000000,0;1,04566e+16;;very low;A;2045,0
1048;Zeil am Main;Landkreis Haßberge;5000890000000000,0;1061290000000000,0;;very low;G;2045,0
1049;Zeil am Main;Landkreis Haßberge;500407000000000,0;1,06111e+16;;very low;A+;2045,0
1050;Ebelsbach;Landkreis Haßberge;4999830000000000,0;1,07257e+16;;very low;E;2045,0
1051;Knetzgau;Landkreis Haßberge;4997500000000000,0;1,05366e+16;;very low;A;2045,0
1052;Knetzgau;Landkreis Haßberge;4996130000000000,0;1,05517e+16;;very low;C;2045,0
1053;Zellingen;Landkreis Main-Spessart;4988790000000000,0;9815040000000000,0;;very low;F;2337,0
1054;Zellingen;Landkreis Main-Spessart;4,99182e+16;9724970000000000,0;;very low;C;2337,0
1055;Frammersbach;Landkreis Main-Spessart;5007530000000000,0;9373980000000000,0;;very low;A;2337,0
1056;Gemünden am Main;Landkreis Main-Spessart;5,00573e+16;9671450000000000,0;;very low;E;2337,0
1057;Gemünden am Main;Landkreis Main-Spessart;5,00647e+16;9633020000000000,0;;very low;D;2337,0
1058;Gemünden am Main;Landkreis Main-Spessart;5006660000000000,0;9630900000000000,0;;very low;C;2337,0
1059;Rieneck;Landkreis Main-Spessart;5010760000000000,0;964761000000000,0;;very low;E;2337,0
1060;Partenstein;Landkreis Main-Spessart;5,00472e+16;9512010000000000,0;;very low;F;2337,0
1061;Karlstadt;Landkreis Main-Spessart;4999750000000000,0;9640740000000000,0;;very low;C;2337,0
1062;Karlstadt;Landkreis Main-Spessart;5000630000000000,0;9768400000000000,0;;very low;H;2337,0
1063;Karlstadt;Landkreis Main-Spessart;4994100000000000,0;9830500000000000,0;;very low;E;2337,0
1064;Karlstadt;Landkreis Main-Spessart;499382000000000,0;9736230000000000,0;;very low;C;2337,0
1065;Lohr am Main;Landkreis Main-Spessart;5010320000000000,0;9577940000000000,0;;very low;F;2337,0
1066;Lohr am Main;Landkreis Main-Spessart;5008540000000000,0;9528290000000000,0;;very low;C;2337,0
1067;Lohr am Main;Landkreis Main-Spessart;4998420000000000,0;958328000000000,0;;very low;E;2337,0
1068;Lohr am Main;Landkreis Main-Spessart;5008650000000000,0;9529920000000000,0;;very low;G;2337,0
1069;Burgsinn;Landkreis Main-Spessart;5016560000000000,0;9698550000000000,0;;very low;E;2337,0
1070;Erlenbach b. Marktheidenfeld;Landkreis Main-Spessart;4,98277e+16;961912000000000,0;;very low;D;2337,0
1071;Arnstein;Landkreis Main-Spessart;4997490000000000,0;9986630000000000,0;;very low;A+;2337,0
1072;Arnstein;Landkreis Main-Spessart;4998890000000000,0;9912600000000000,0;;very low;G;2337,0
1073;Steinfeld;Landkreis Main-Spessart;4,99706e+16;9608620000000000,0;;very low;A;2337,0
1074;Hafenlohr;Landkreis Main-Spessart;4994140000000000,0;9511510000000000,0;;very low;C;2337,0
1075;Rothenbuch;Landkreis Aschaffenburg;4994290000000000,0;950639000000000,0;;very low;E;3619,0
1076;Faulbach;Landkreis Miltenberg;4977760000000000,0;944588000000000,0;;very low;E;2785,0
1077;Kreuzwertheim;Landkreis Main-Spessart;4978760000000000,0;9540160000000000,0;;very low;B;2337,0
1078;Schwarzach am Main;Landkreis Kitzingen;4980300000000000,0;1,02028e+16;;very low;G;2868,0
1079;Gollhofen;Landkreis Neustadt an der Aisch-Bad Windsheim;4955570000000000,0;1,01127e+16;;very low;A+;2687,0
1080;Hemmersheim;Landkreis Neustadt an der Aisch-Bad Windsheim;4958700000000000,0;1017430000000000,0;;very low;D;2687,0
1081;Ippesheim;Landkreis Neustadt an der Aisch-Bad Windsheim;4956890000000000,0;1011300000000000,0;;very low;H;2687,0
1082;Oberickelsheim;Landkreis Neustadt an der Aisch-Bad Windsheim;4960360000000000,0;1,02531e+16;;very low;D;2687,0
1083;Wiesentheid;Landkreis Kitzingen;4981610000000000,0;1025380000000000,0;;very low;B;2868,0
1084;Marktbreit;Landkreis Kitzingen;4963800000000000,0;1,01557e+16;;very low;D;2868,0
1085;Martinsheim;Landkreis Kitzingen;4,96264e+16;1,01244e+16;;very low;H;2868,0
1086;Segnitz;Landkreis Kitzingen;4,96271e+16;1,01132e+16;;very low;E;2868,0
1087;Volkach;Landkreis Kitzingen;4987340000000000,0;1,01774e+16;;very low;G;2868,0
1088;Volkach;Landkreis Kitzingen;4988310000000000,0;1,02329e+16;;very low;F;2868,0
1089;Prichsenstadt;Landkreis Kitzingen;4984690000000000,0;1032830000000000,0;;very low;E;2868,0
1090;Iphofen;Landkreis Kitzingen;4967040000000000,0;102692000000000,0;;very low;E;2868,0
1091;Dettelbach;Landkreis Kitzingen;4980500000000000,0;1,01202e+16;;very low;D;2868,0
1092;Dettelbach;Landkreis Kitzingen;4,98266e+16;1,01706e+16;;very low;B;2868,0
1093;Simmershofen;Landkreis Neustadt an der Aisch-Bad Windsheim;4949120000000000,0;1017080000000000,0;;very low;E;2687,0
1094;Simmershofen;Landkreis Neustadt an der Aisch-Bad Windsheim;4956700000000000,0;1027590000000000,0;;very low;F;2687,0
1095;Uffenheim;Landkreis Neustadt an der Aisch-Bad Windsheim;4952880000000000,0;1,02693e+16;;very low;E;2687,0
1096;Uffenheim;Landkreis Neustadt an der Aisch-Bad Windsheim;4958960000000000,0;1,02296e+16;;very low;D;2687,0
1097;Weigenheim;Landkreis Neustadt an der Aisch-Bad Windsheim;4952550000000000,0;1026270000000000,0;;very low;C;2687,0
1098;Weigenheim;Landkreis Neustadt an der Aisch-Bad Windsheim;4950090000000000,0;1021070000000000,0;;very low;C;2687,0
1099;Biebelried;Landkreis Kitzingen;4,97284e+16;1,01254e+16;;very low;D;2868,0
1100;Biebelried;Landkreis Kitzingen;4972630000000000,0;1016480000000000,0;;very low;H;2868,0
1101;Biebelried;Landkreis Kitzingen;4971310000000000,0;1,01819e+16;;very low;H;2868,0
1102;Biebelried;Landkreis Kitzingen;4973820000000000,0;1,0107e+16;;very low;H;2868,0
1103;Biebelried;Landkreis Kitzingen;4977470000000000,0;1,00622e+16;;very low;F;2868,0
1104;Biebelried;Landkreis Kitzingen;4,97684e+16;1,0077e+16;;very low;D;2868,0
1105;Kitzingen;Landkreis Kitzingen;4973750000000000,0;1,00769e+16;;very low;E;2868,0
1106;Kitzingen;Landkreis Kitzingen;4973970000000000,0;1,01594e+16;;very low;B;2868,0
1107;Kitzingen;Landkreis Kitzingen;4,9716e+16;1,01563e+16;;very low;E;2868,0
1108;Kitzingen;Landkreis Kitzingen;4,97354e+16;1006070000000000,0;;very low;G;2868,0
1109;Kitzingen;Landkreis Kitzingen;4974180000000000,0;1,01913e+16;;very low;D;2868,0
1110;Kitzingen;Landkreis Kitzingen;4,9748e+16;1,0178e+16;;very low;C;2868,0
1111;Abtswind;Landkreis Kitzingen;4,97499e+16;1032530000000000,0;;very low;B;2868,0
1112;Castell;Landkreis Kitzingen;497893000000000,0;1,02676e+16;;very low;E;2868,0
1113;Kleinlangheim;Landkreis Kitzingen;4978310000000000,0;1,02379e+16;;very low;C;2868,0
1114;Rüdenhausen;Landkreis Kitzingen;4977800000000000,0;1,02805e+16;;very low;B;2868,0
1115;Wiesenbronn;Landkreis Kitzingen;4971420000000000,0;1,03715e+16;;very low;D;2868,0
1116;Marktsteft;Landkreis Kitzingen;4969080000000000,0;1,01621e+16;;very low;A;2868,0
1117;Obernbreit;Landkreis Kitzingen;4,96497e+16;1021160000000000,0;;very low;E;2868,0
1118;Seinsheim;Landkreis Kitzingen;4963720000000000,0;1022060000000000,0;;very low;F;2868,0
1119;Grettstadt;Landkreis Schweinfurt;4996850000000000,0;1,03073e+16;;very low;H;2375,0
1120;Frankenwinheim;Landkreis Schweinfurt;49889300000000,0;1032510000000000,0;;very low;H;2375,0
1121;Frankenwinheim;Landkreis Schweinfurt;4,99072e+16;1,02976e+16;;very low;B;2375,0
1122;Gerolzhofen;Landkreis Schweinfurt;4987700000000000,0;1,03242e+16;;very low;B;2375,0
1123;Gerolzhofen;Landkreis Schweinfurt;4989420000000000,0;1,03567e+16;;very low;G;2375,0
1124;Gochsheim;Landkreis Schweinfurt;5000170000000000,0;1026670000000000,0;;very low;A+;2375,0
1125;Gochsheim;Landkreis Schweinfurt;5001180000000000,0;1,02708e+16;;very low;H;2375,0
1126;Sulzheim;Landkreis Schweinfurt;4996280000000000,0;1,03403e+16;;very low;E;2375,0
1127;Donnersdorf;Landkreis Schweinfurt;4999680000000000,0;1,03916e+16;;very low;E;2375,0
1128;Schweinfurt;;5,00746e+16;1,02383e+16;;very low;E;3111,0
1129;Schweinfurt;;5,00562e+16;1,02609e+16;;very low;A;3111,0
1130;Schweinfurt;;5005120000000000,0;1025490000000000,0;;very low;C;3111,0
1131;Schweinfurt;;500542000000000,0;1022670000000000,0;;very low;H;3111,0
1132;Schweinfurt;;5,00717e+16;1,02558e+16;;very low;D;3111,0
1133;Schweinfurt;;5008170000000000,0;1,02598e+16;;very low;H;3111,0
1134;Schonungen;Landkreis Schweinfurt;5007560000000000,0;1,03252e+16;;very low;D;2375,0
1135;Schonungen;Landkreis Schweinfurt;5012210000000000,0;1,03484e+16;;very low;D;2375,0
1136;Aura a.d.Saale;Landkreis Bad Kissingen;5017630000000000,0;1,00617e+16;;very low;F;2099,0
1137;Euerdorf;Landkreis Bad Kissingen;501557000000000,0;1008230000000000,0;;very low;C;2099,0
1138;Sulzthal;Landkreis Bad Kissingen;5015070000000000,0;1002070000000000,0;;very low;C;2099,0
1139;Oerlenbach;Landkreis Bad Kissingen;501342000000000,0;1,0093e+16;;very low;C;2099,0
1140;Burkardroth;Landkreis Bad Kissingen;5030120000000000,0;9989160000000000,0;;very low;E;2099,0
1141;Burkardroth;Landkreis Bad Kissingen;5,02943e+16;1e+16;;very low;D;2099,0
1142;Zeitlofs;Landkreis Bad Kissingen;5025100000000000,0;9676080000000000,0;;very low;D;2099,0
1143;Nüdlingen;Landkreis Bad Kissingen;5024990000000000,0;1013550000000000,0;;very low;G;2099,0
1144;Hammelburg;Landkreis Bad Kissingen;5016000000000000,0;9924890000000000,0;;very low;A+;2099,0
1145;Hammelburg;Landkreis Bad Kissingen;5,00305e+16;993430000000000,0;;very low;A+;2099,0
1146;Hammelburg;Landkreis Bad Kissingen;5007110000000000,0;987179000000000,0;;very low;C;2099,0
1147;Oberleichtersbach;Landkreis Bad Kissingen;5028310000000000,0;9803420000000000,0;;very low;E;2099,0
1148;Ochsenfurt;Landkreis Würzburg;4,96127e+16;1005180000000000,0;;very low;F;3022,0
1149;Ochsenfurt;Landkreis Würzburg;4,97057e+16;1,00727e+16;;very low;F;3022,0
1150;Ochsenfurt;Landkreis Würzburg;4969200000000000,0;1006610000000000,0;;very low;D;3022,0
1151;Thüngersheim;Landkreis Würzburg;498793000000000,0;9839790000000000,0;;very low;G;3022,0
1152;Hausen;Landkreis Rhön-Grabfeld;5050090000000000,0;1026300000000000,0;;very low;C;1694,0
1153;Nordheim v.d.Rhön;Landkreis Rhön-Grabfeld;5050970000000000,0;1020820000000000,0;;very low;A+;1694,0
1154;Sondheim v.d.Rhön;Landkreis Rhön-Grabfeld;5,04576e+16;1,01686e+16;;very low;H;1694,0
1155;Willmars;Landkreis Rhön-Grabfeld;5048470000000000,0;1,00395e+16;;very low;H;1694,0
1156;Bad Neustadt an der Saale;Landkreis Rhön-Grabfeld;5032440000000000,0;1,02594e+16;;very low;C;1694,0
1157;Bad Neustadt an der Saale;Landkreis Rhön-Grabfeld;5029300000000000,0;1,02516e+16;;very low;E;1694,0
1158;Bad Neustadt an der Saale;Landkreis Rhön-Grabfeld;5,03186e+16;1022970000000000,0;;very low;H;1694,0
1159;Bad Neustadt an der Saale;Landkreis Rhön-Grabfeld;5030510000000000,0;1,02483e+16;;very low;D;1694,0
1160;Bad Neustadt an der Saale;Landkreis Rhön-Grabfeld;5,03364e+16;1,01886e+16;;very low;C;1694,0
1161;Salz;Landkreis Rhön-Grabfeld;5033860000000000,0;1018530000000000,0;;very low;G;1694,0
1162;Salz;Landkreis Rhön-Grabfeld;5030240000000000,0;1,0232e+16;;very low;E;1694,0
1163;Salz;Landkreis Rhön-Grabfeld;5030370000000000,0;102512000000000,0;;very low;F;1694,0
1164;Salz;Landkreis Rhön-Grabfeld;5030670000000000,0;1,02236e+16;;very low;G;1694,0
1165;Salz;Landkreis Rhön-Grabfeld;5036130000000000,0;1,01753e+16;;very low;F;1694,0
1166;Bastheim;Landkreis Rhön-Grabfeld;5040140000000000,0;1015370000000000,0;;very low;C;1694,0
1167;Bischofsheim i.d.Rhön;Landkreis Rhön-Grabfeld;5,04049e+16;997182000000000,0;;very low;G;1694,0
1168;Mellrichstadt;Landkreis Rhön-Grabfeld;5,04069e+16;1,03842e+16;;very low;G;1694,0
1169;Mellrichstadt;Landkreis Rhön-Grabfeld;5043500000000000,0;1031240000000000,0;;very low;G;1694,0
1170;Heustreu;Landkreis Rhön-Grabfeld;5031830000000000,0;1,01542e+16;;very low;A+;1694,0
1171;Heustreu;Landkreis Rhön-Grabfeld;5031300000000000,0;1,01737e+16;;very low;E;1694,0
1172;Heustreu;Landkreis Rhön-Grabfeld;5,03107e+16;1,009e+16;;very low;D;1694,0
1173;Heustreu;Landkreis Rhön-Grabfeld;5034100000000000,0;1,00927e+16;;very low;B;1694,0
1174;Hohenroth;Landkreis Rhön-Grabfeld;5037070000000000,0;1019700000000000,0;;very low;D;1694,0
1175;Hohenroth;Landkreis Rhön-Grabfeld;5031930000000000,0;1007470000000000,0;;very low;F;1694,0
1176;Hohenroth;Landkreis Rhön-Grabfeld;5036670000000000,0;1,02283e+16;;very low;G;1694,0
