ort;landkreis;latitude;longitude;GEB_HQ;AEP;flood_risk;Ueberschwemmungstiefe;Schadensfaktor;Energieklasse;Quadratmeterpreise;wohnflaeche;aktueller_immobilienwert;aktuelles_LtV;darlehenbetrag;Risikogewicht;Immobilienschaden;EAI;EI;Neuer Immobilienwert;Neue LtV;Neue Risikogewicht;Neue RWA;RWA Änderung
Landau an der Isar;Landkreis Dingolfing-Landau;4,86514E+15;1,26798E+16;;0,0;very low;0,0;0,0;B;2717,0;60,0;163020,0;0,69;113196,24;0,3;0,0;0,0;0,0;163020,0;0,6943702613176298;0,3;33958,872;0,0
Landau an der Isar;Landkreis Dingolfing-Landau;4,86929E+15;1,26918E+16;;0,0;very low;0,0;0,0;D;2717,0;121,92;331267,99;0,21;69808,63;0,2;0,0;0,0;0,0;331267,99;0,2107315892489341;0,2;13961,726000000002;0,0
Eichendorf;Landkreis Dingolfing-Landau;4,86602E+15;1,27979E+16;;0,0;very low;0,0;0,0;E;2717,0;60,0;163020,0;0,48;78659,61;0,2;0,0;0,0;0,0;163020,0;0,48251509017298494;0,2;15731,922;0,0
Eichendorf;Landkreis Dingolfing-Landau;4,86066E+15;1,28227E+16;;0,0;very low;0,0;0,0;B;2717,0;60,0;163020,0;0,4;64529,56;0,2;0,0;0,0;0,0;163020,0;0,39583830204882836;0,2;12905,912;0,0
Mamming;Landkreis Dingolfing-Landau;4,8671E+15;1,26158E+16;;0,0;very low;0,0;0,0;E;2717,0;60,0;163020,0;0,64;103828,76;0,3;0,0;0,0;0,0;163020,0;0,6369081094344252;0,3;31148,627999999997;0,0
Reisbach;Landkreis Dingolfing-Landau;4,86152E+15;1,25884E+16;;0,0;very low;0,0;0,0;C;2717,0;311,12;845305,88;0,42;355207,06;0,2;0,0;0,0;0,0;845305,88;0,42021127310743417;0,2;71041,412;0,0
Reisbach;Landkreis Dingolfing-Landau;4,84959E+16;1,26295E+16;;0,0;very low;0,0;0,0;D;2717,0;226,18;614520,22;0,26;157727,04;0,2;0,0;0,0;0,0;614520,22;0,25666696532784555;0,2;31545,408000000003;0,0
Ursberg;Landkreis Günzburg;4,82162E+14;1,04487E+16;;0,0;very low;0,0;0,0;A;3197,0;162,75;520314,2;0,14;70238,83;0,2;0,0;0,0;0,0;520314,2;0,13499310608859033;0,2;14047,766000000001;0,0
Ziemetshausen;Landkreis Günzburg;4,82786E+14;1,05106E+15;;0,0;very low;0,0;0,0;H;3197,0;88,89;284193,31;0,52;148487,78;0,25;0,0;0,0;0,0;284193,31;0,5224886539377017;0,25;37121,945;0,0
Thannhausen;Landkreis Günzburg;4,82941E+15;1,04961E+16;;0,0;very low;0,0;0,0;H;3197,0;139,0;444374,55;0,35;157357,12;0,2;0,0;0,0;0,0;444374,55;0,3541092080993387;0,2;31471,424;0,0
Thannhausen;Landkreis Günzburg;4,83037E+15;1,049E+16;;0,0;very low;0,0;0,0;C;3197,0;97,28;311008,28;0,38;117699,65;0,2;0,0;0,0;0,0;311008,28;0,37844539058574256;0,2;23539,93;0,0
Neuburg an der Kammel;Landkreis Günzburg;4,82906E+15;1,03973E+16;;0,0;very low;0,0;0,0;A+;3197,0;193,96;620077,99;0,29;180089,58;0,2;0,0;0,0;0,0;620077,99;0,2904305311659264;0,2;36017,916;0,0
Leiblfing;Landkreis Straubing-Bogen;4,8793E+15;1,24923E+15;;0,0;very low;0,0;0,0;F;2923,0;408,97;1195411,99;0,15;179461,98;0,2;0,0;0,0;0,0;1195411,99;0,1501256315824639;0,2;35892,396;0,0
Rain;Landkreis Straubing-Bogen;4,89133E+15;1,24519E+15;;0,0;very low;0,0;0,0;F;2923,0;142,05;415221,79;0,48;198819,38;0,2;0,0;0,0;0,0;415221,79;0,4788269421024364;0,2;39763,876000000004;0,0
Steinach;Landkreis Straubing-Bogen;4,89483E+15;1,2584E+15;;0,0;very low;0,0;0,0;F;2923,0;247,04;722095,91;0,27;194611,8;0,2;0,0;0,0;0,0;722095,91;0,26950962788308824;0,2;38922,36;0,0
Kirchroth;Landkreis Straubing-Bogen;4,89306E+15;1,25144E+16;;0,0;very low;0,0;0,0;D;2923,0;60,0;175380,0;0,56;98497,43;0,25;0,0;0,0;0,0;175380,0;0,5616229330596418;0,25;24624,3575;0,0
Aiterhofen;Landkreis Straubing-Bogen;4,88194E+15;1,25489E+16;;0,0;very low;0,0;0,0;A;2923,0;107,99;315654,52;0,67;211503,03;0,3;0,0;0,0;0,0;315654,52;0,6700459413665294;0,3;63450,909;0,0
Aiterhofen;Landkreis Straubing-Bogen;4,88083E+16;1,26085E+16;;0,0;very low;0,0;0,0;D;2923,0;103,11;301393,03;0,71;214224,9;0,3;0,0;0,0;0,0;301393,03;0,7107825287134211;0,3;64267,469999999994;0,0
Salching;Landkreis Straubing-Bogen;4,88848E+15;1,26811E+15;;0,0;very low;0,0;0,0;E;2923,0;91,44;267279,32;0,49;130898,66;0,2;0,0;0,0;0,0;267279,32;0,48974481078446325;0,2;26179,732000000004;0,0
Salching;Landkreis Straubing-Bogen;4,88084E+15;1,25712E+16;;0,0;very low;0,0;0,0;H;2923,0;310,2;906708,05;0,11;97518,55;0,2;0,0;0,0;0,0;906708,05;0,10755231521325966;0,2;19503,710000000003;0,0
Parkstetten;Landkreis Straubing-Bogen;4,89413E+15;1,25821E+16;;0,0;very low;0,0;0,0;H;2923,0;90,11;263395,1;0,42;110456,26;0,2;0,0;0,0;0,0;263395,1;0,41935578907884014;0,2;22091,252;0,0
Wiesenfelden;Landkreis Straubing-Bogen;4,90285E+15;1,25642E+16;;0,0;very low;0,0;0,0;A;2923,0;118,52;346427,75;0,45;154672,78;0,2;0,0;0,0;0,0;346427,75;0,44647918649704016;0,2;30934,556;0,0
Mitterfels;Landkreis Straubing-Bogen;4,89795E+15;1,26697E+16;;0,0;very low;0,0;0,0;C;2923,0;83,3;243495,62;0,32;77559,86;0,2;0,0;0,0;0,0;243495,62;0,3185267151828029;0,2;15511,972000000002;0,0
Hunderdorf;Landkreis Straubing-Bogen;4,89564E+14;1,27215E+16;;0,0;very low;0,0;0,0;H;2923,0;1018,15;2976044,12;0,12;364497,73;0,2;0,0;0,0;0,0;2976044,12;0,122477260182554;0,2;72899,546;0,0
Windberg;Landkreis Straubing-Bogen;4,89548E+14;1,27249E+16;;0,0;very low;0,0;0,0;H;2923,0;234,33;684945,37;0,27;185050,41;0,2;0,0;0,0;0,0;684945,37;0,27016813034300824;0,2;37010,082;0,0
Geiselhöring;Landkreis Straubing-Bogen;4,8802E+16;1,23482E+15;;0,0;very low;0,0;0,0;A;2923,0;60,0;175380,0;0,7;123454,53;0,3;0,0;0,0;0,0;175380,0;0,7039259322613753;0,3;37036,359;0,0
Geiselhöring;Landkreis Straubing-Bogen;4,88405E+15;1,23684E+16;;0,0;very low;0,0;0,0;C;2923,0;291,1;850876,25;0,18;156829,32;0,2;0,0;0,0;0,0;850876,25;0,1843150751945421;0,2;31365,864;0,0
Schwarzach;Landkreis Straubing-Bogen;4,89298E+16;1,28243E+16;;0,0;very low;0,0;0,0;D;2923,0;252,45;737902,03;0,21;151839,46;0,2;0,0;0,0;0,0;737902,03;0,2057718420967076;0,2;30367,892;0,0
Haibach;Landkreis Straubing-Bogen;4,90495E+15;1,27252E+16;;0,0;very low;0,0;0,0;D;2923,0;155,26;453815,11;0,34;155824,32;0,2;0,0;0,0;0,0;453815,11;0,3433652087961549;0,2;31164,864;0,0
Niederwinkling;Landkreis Straubing-Bogen;4,88498E+16;1,27715E+16;;0,0;very low;0,0;0,0;D;2923,0;60,0;175380,0;0,51;88976,66;0,25;0,0;0,0;0,0;175380,0;0,5073364123617289;0,25;22244,165;0,0
Gessertshausen;Landkreis Augsburg;4,82739E+15;1,06834E+16;;0,0;very low;0,0;0,0;D;4262,0;495,66;2112523,69;0,08;166337,64;0,2;0,0;0,0;0,0;2112523,69;0,07873882824954262;0,2;33267,528000000006;0,0
Diedorf;Landkreis Augsburg;4,83919E+15;1,0758E+16;;0,0;very low;0,0;0,0;C;4262,0;141,06;601217,41;0,29;174878,26;0,2;0,0;0,0;0,0;601217,41;0,2908735793263206;0,2;34975,652;0,0
Diedorf;Landkreis Augsburg;4,834E+16;1,0756E+16;;0,0;very low;0,0;0,0;H;4262,0;60,0;255720,0;0,52;133882,44;0,25;0,0;0,0;0,0;255720,0;0,5235509150633505;0,25;33470,61;0,0
Diedorf;Landkreis Augsburg;4,83578E+15;1,07535E+16;;0,0;very low;0,0;0,0;E;4262,0;122,99;524180,66;0,53;277005,36;0,25;0,0;0,0;0,0;524180,66;0,5284539876003819;0,25;69251,34;0,0
Horgau;Landkreis Augsburg;4,83971E+15;1,07288E+16;;0,0;very low;0,0;0,0;A;4262,0;60,0;255720,0;0,5;128620,97;0,25;0,0;0,0;0,0;255720,0;0,5029757938370092;0,25;32155,2425;0,0
Garching an der Alz;Landkreis Altötting;4,81286E+15;1,25926E+16;;0,0;very low;0,0;0,0;E;3540,0;132,48;468984,0;0,33;154198,75;0,2;0,0;0,0;0,0;468984,0;0,32879319976800914;0,2;30839,75;0,0
Garching an der Alz;Landkreis Altötting;4,81377E+16;1,25903E+15;;0,0;very low;0,0;0,0;C;3540,0;92,56;327675,33;0,46;149795,46;0,2;0,0;0,0;0,0;327675,33;0,45714598044350785;0,2;29959,092;0,0
Kirchweidach;Landkreis Altötting;4,80557E+15;1,26639E+16;;0,0;very low;0,0;0,0;H;3540,0;254,56;901130,42;0,19;174389,43;0,2;0,0;0,0;0,0;901130,42;0,1935229641898006;0,2;34877,886;0,0
Tyrlaching;Landkreis Altötting;4,81187E+16;1,26394E+16;;0,0;very low;0,0;0,0;F;3540,0;248,71;880416,54;0,11;98856,17;0,2;0,0;0,0;0,0;880416,54;0,1122834084875325;0,2;19771,234;0,0
Unterneukirchen;Landkreis Altötting;4,81643E+15;1,25854E+16;;0,0;very low;0,0;0,0;D;3540,0;60,0;212400,0;0,57;120729,49;0,25;0,0;0,0;0,0;212400,0;0,5684062617702449;0,25;30182,3725;0,0
Neuötting;Landkreis Altötting;4,82325E+16;1,27188E+16;;0,0;very low;0,0;0,0;C;3540,0;219,1;775631,27;0,32;245313,61;0,2;0,0;0,0;0,0;775631,27;0,31627607020021253;0,2;49062,722;0,0
Neuötting;Landkreis Altötting;4,82328E+14;1,27343E+16;;0,0;very low;0,0;0,0;E;3540,0;73,6;260558,78;0,4;103223,31;0,2;0,0;0,0;0,0;260558,78;0,3961613191464897;0,2;20644,662;0,0
Reischach;Landkreis Altötting;4,8291E+16;1,26884E+16;;0,0;very low;0,0;0,0;F;3540,0;288,62;1021721,78;0,17;176331,74;0,2;0,0;0,0;0,0;1021721,78;0,17258293152955984;0,2;35266,348;0,0
Altötting;Landkreis Altötting;4,82377E+15;1,2652E+16;;0,0;very low;0,0;0,0;A;3540,0;60,0;212400,0;0,67;142892,65;0,3;0,0;0,0;0,0;212400,0;0,6727525894538606;0,3;42867,795;0,0
Altötting;Landkreis Altötting;4,82176E+14;1,27013E+16;;0,0;very low;0,0;0,0;D;3540,0;127,87;452653,48;0,15;68522,18;0,2;0,0;0,0;0,0;452653,48;0,1513788870020396;0,2;13704,436;0,0
Altötting;Landkreis Altötting;4,8212E+14;1,26683E+15;;0,0;very low;0,0;0,0;A;3540,0;120,95;428169,72;0,25;108167,96;0,2;0,0;0,0;0,0;428169,72;0,2526287006003134;0,2;21633,592000000004;0,0
Altenmünster;Landkreis Augsburg;4,84695E+15;1,05967E+16;;0,0;very low;0,0;0,0;H;4262,0;60,0;255720,0;0,4;103038,78;0,2;0,0;0,0;0,0;255720,0;0,4029359455654622;0,2;20607,756;0,0
Egling an der Paar;Landkreis Landsberg am Lech;4,81789E+15;1,09615E+16;;0,0;very low;0,0;0,0;H;5089,0;60,0;305340,0;0,21;65224,91;0,2;0,0;0,0;0,0;305340,0;0,21361403681142335;0,2;13044,982000000002;0,0
Krumbach (Schwaben);Landkreis Günzburg;4,82766E+15;1,0365E+16;;0,0;very low;0,0;0,0;A+;3197,0;322,84;1032124,01;0,08;84623,23;0,2;0,0;0,0;0,0;1032124,01;0,0819894016417659;0,2;16924,646;0,0
Krumbach (Schwaben);Landkreis Günzburg;4,82255E+16;1,03855E+16;;0,0;very low;0,0;0,0;D;3197,0;61,58;196867,96;0,47;93194,07;0,2;0,0;0,0;0,0;196867,96;0,4733836323594759;0,2;18638,814000000002;0,0
Krumbach (Schwaben);Landkreis Günzburg;4,82679E+13;1,03985E+16;;0,0;very low;0,0;0,0;H;3197,0;111,85;357576,79;0,32;113884,11;0,2;0,0;0,0;0,0;357576,79;0,31848854060130694;0,2;22776,822;0,0
Bobingen;Landkreis Augsburg;4,82584E+15;1,08304E+16;;0,0;very low;0,0;0,0;A;4262,0;60,0;255720,0;0,74;188073,51;0,3;0,0;0,0;0,0;255720,0;0,735466564992961;0,3;56422,053;0,0
Bobingen;Landkreis Augsburg;4,82601E+16;1,07517E+15;;0,0;very low;0,0;0,0;C;4262,0;163,19;695497,28;0,16;113756,52;0,2;0,0;0,0;0,0;695497,28;0,16356141608490546;0,2;22751,304000000004;0,0
Bobingen;Landkreis Augsburg;4,82888E+15;1,0859E+16;;0,0;very low;0,0;0,0;D;4262,0;80,23;341950,37;0,49;167094,26;0,2;0,0;0,0;0,0;341950,37;0,4886506190942271;0,2;33418,852000000006;0,0
Bobingen;Landkreis Augsburg;4,8252E+15;1,06972E+16;;0,0;very low;0,0;0,0;G;4262,0;77,36;329716,15;0,41;135055,7;0,2;0,0;0,0;0,0;329716,15;0,40961202537394664;0,2;27011,140000000003;0,0
Ergolding;Landkreis Landshut;4,85899E+15;1,20958E+15;;0,0;very low;0,0;0,0;E;6042,0;216,65;1308977,54;0,07;97917,8;0,2;0,0;0,0;0,0;1308977,54;0,07480479764381595;0,2;19583,56;0,0
Ergolding;Landkreis Landshut;4,85625E+14;1,21781E+14;;0,0;very low;0,0;0,0;A+;6042,0;60,0;362520,0;0,57;204961,72;0,25;0,0;0,0;0,0;362520,0;0,5653804479752841;0,25;51240,43;0,0
Ergolding;Landkreis Landshut;4,85549E+15;1,21397E+16;;0,0;very low;0,0;0,0;C;6042,0;60,0;362520,0;0,65;234798,61;0,3;0,0;0,0;0,0;362520,0;0,6476845691272205;0,3;70439,583;0,0
Ergolding;Landkreis Landshut;4,85743E+16;1,21416E+16;;0,0;very low;0,0;0,0;E;6042,0;142,7;862183,92;0,12;100058,49;0,2;0,0;0,0;0,0;862183,92;0,11605237314098829;0,2;20011,698000000004;0,0
Landshut;;4,86038E+16;1,21135E+15;;0,0;very low;0,0;0,0;D;6042,0;60,0;362520,0;0,48;175817,94;0,2;0,0;0,0;0,0;362520,0;0,4849882489241973;0,2;35163,588;0,0
Landshut;;4,86066E+16;1,21307E+16;;0,0;very low;0,0;0,0;C;6042,0;267,88;1618535,9;0,09;141966,62;0,2;0,0;0,0;0,0;1618535,9;0,08771298801589758;0,2;28393,324;0,0
Landshut;;4,85688E+15;1,21334E+16;;0,0;very low;0,0;0,0;D;6042,0;60,0;362520,0;0,41;146859,86;0,2;0,0;0,0;0,0;362520,0;0,40510829747324284;0,2;29371,971999999998;0,0
Landshut;;4,85828E+14;1,21518E+15;;0,0;very low;0,0;0,0;G;6042,0;60,0;362520,0;0,27;97545,99;0,2;0,0;0,0;0,0;362520,0;0,26907754054948696;0,2;19509,198;0,0
Stadtbergen;Landkreis Augsburg;4,83609E+15;1,08335E+15;;0,0;very low;0,0;0,0;C;4262,0;60,0;255720,0;0,55;141867,85;0,25;0,0;0,0;0,0;255720,0;0,5547780775848584;0,25;35466,9625;0,0
Stadtbergen;Landkreis Augsburg;4,83599E+16;1,08433E+16;;0,0;very low;0,0;0,0;A+;4262,0;66,65;284074,57;0,42;120111,42;0,2;0,0;0,0;0,0;284074,57;0,42281651609998033;0,2;24022,284;0,0
Stadtbergen;Landkreis Augsburg;4,83514E+16;1,08426E+16;;0,0;very low;0,0;0,0;A;4262,0;133,71;569864,89;0,22;125212,18;0,2;0,0;0,0;0,0;569864,89;0,21972257318747956;0,2;25042,436;0,0
Stadtbergen;Landkreis Augsburg;4,83523E+14;1,08068E+16;;0,0;very low;0,0;0,0;H;4262,0;60,0;255720,0;0,52;133409,85;0,25;0,0;0,0;0,0;255720,0;0,521702839042703;0,25;33352,4625;0,0
Adelsried;Landkreis Augsburg;4,84113E+15;1,0738E+16;;0,0;very low;0,0;0,0;E;4262,0;60,0;255720,0;0,56;143624,76;0,25;0,0;0,0;0,0;255720,0;0,5616485218207414;0,25;35906,19;0,0
Gersthofen;Landkreis Augsburg;4,84278E+15;1,08015E+15;;0,0;very low;0,0;0,0;C;4262,0;60,0;255720,0;0,68;173912,13;0,3;0,0;0,0;0,0;255720,0;0,680088104176443;0,3;52173,639;0,0
Gersthofen;Landkreis Augsburg;4,84524E+15;1,0871E+16;;0,0;very low;0,0;0,0;D;4262,0;71,64;305321,08;0,32;98068,43;0,2;0,0;0,0;0,0;305321,08;0,32119770439695805;0,2;19613,685999999998;0,0
Gersthofen;Landkreis Augsburg;4,8433E+15;1,08341E+16;;0,0;very low;0,0;0,0;D;4262,0;86,33;367919,47;0,46;169246,02;0,2;0,0;0,0;0,0;367919,47;0,4600083273657684;0,2;33849,204;0,0
Gersthofen;Landkreis Augsburg;4,84202E+15;1,08724E+14;;0,0;very low;0,0;0,0;D;4262,0;60,0;255720,0;0,43;111130,64;0,2;0,0;0,0;0,0;255720,0;0,43457938370092286;0,2;22226,128;0,0
Gersthofen;Landkreis Augsburg;4,84339E+15;1,08118E+16;;0,0;very low;0,0;0,0;B;4262,0;130,43;555875,86;0,16;86385,43;0,2;0,0;0,0;0,0;555875,86;0,15540417603311646;0,2;17277,086;0,0
Gersthofen;Landkreis Augsburg;4,84056E+15;1,08662E+16;;0,0;very low;0,0;0,0;F;4262,0;60,0;255720,0;0,73;187705,97;0,3;0,0;0,0;0,0;255720,0;0,7340292898482715;0,3;56311,791;0,0
Neusäß;Landkreis Augsburg;4,84123E+16;1,08096E+16;;0,0;very low;0,0;0,0;A;4262,0;60,0;255720,0;0,7;180042,98;0,3;0,0;0,0;0,0;255720,0;0,7040629594869389;0,3;54012,894;0,0
Neusäß;Landkreis Augsburg;4,84004E+14;1,08361E+16;;0,0;very low;0,0;0,0;H;4262,0;60,0;255720,0;0,63;161799,75;0,3;0,0;0,0;0,0;255720,0;0,6327223134678555;0,3;48539,924999999996;0,0
Neusäß;Landkreis Augsburg;4,84073E+14;1,0807E+16;;0,0;very low;0,0;0,0;D;4262,0;60,0;255720,0;0,59;152018,55;0,25;0,0;0,0;0,0;255720,0;0,594472665415298;0,25;38004,6375;0,0
Neusäß;Landkreis Augsburg;4,83837E+15;1,07704E+15;;0,0;very low;0,0;0,0;E;4262,0;60,0;255720,0;0,54;138426,26;0,25;0,0;0,0;0,0;255720,0;0,5413196464883466;0,25;34606,565;0,0
Neusäß;Landkreis Augsburg;4,83882E+15;1,08286E+15;;0,0;very low;0,0;0,0;D;4262,0;60,0;255720,0;0,26;67481,57;0,2;0,0;0,0;0,0;255720,0;0,26388851087126547;0,2;13496,314000000002;0,0
Neusäß;Landkreis Augsburg;4,84155E+15;1,08026E+16;;0,0;very low;0,0;0,0;A;4262,0;78,69;335371,55;0,17;56981,24;0,2;0,0;0,0;0,0;335371,55;0,16990481154409193;0,2;11396,248;0,0
Aystetten;Landkreis Augsburg;4,84047E+16;1,07625E+15;;0,0;very low;0,0;0,0;D;4262,0;77,32;329527,38;0,32;105721,53;0,2;0,0;0,0;0,0;329527,38;0,32082775640676653;0,2;21144,306;0,0
Hilgertshausen-Tandern;Landkreis Dachau;4,84302E+15;1,133E+16;;0,0;very low;0,0;0,0;E;6456,0;60,0;387360,0;0,27;104830,14;0,2;0,0;0,0;0,0;387360,0;0,27062716852540275;0,2;20966,028000000002;0,0
Rimpar;Landkreis Würzburg;4,98465E+15;9,9188E+14;;0,0;very low;0,0;0,0;F;3022,0;60,0;181320,0;0,42;76600,86;0,2;0,0;0,0;0,0;181320,0;0,4224622766379881;0,2;15320,172;0,0
Rimpar;Landkreis Würzburg;4,9895E+16;9,96054E+15;;0,0;very low;0,0;0,0;B;3022,0;70,23;212241,87;0,35;74126,14;0,2;0,0;0,0;0,0;212241,87;0,3492531421816063;0,2;14825,228000000001;0,0
Bergtheim;Landkreis Würzburg;4,98711E+15;1,00883E+16;;0,0;very low;0,0;0,0;E;3022,0;102,15;308695,28;0,51;157550,21;0,25;0,0;0,0;0,0;308695,28;0,5103745350431014;0,25;39387,5525;0,0
Oberpleichfeld;Landkreis Würzburg;4,99062E+15;1,00449E+16;;0,0;very low;0,0;0,0;C;3022,0;81,02;244837,88;0,34;83507,43;0,2;0,0;0,0;0,0;244837,88;0,341072345504707;0,2;16701,486;0,0
Röttingen;Landkreis Würzburg;4,95141E+15;9,98837E+15;;0,0;very low;0,0;0,0;H;3022,0;114,6;346306,5;0,45;154289,8;0,2;0,0;0,0;0,0;346306,5;0,445529610330733;0,2;30857,96;0,0
Tauberrettersheim;Landkreis Würzburg;4,94901E+15;9,96899E+15;;0,0;very low;0,0;0,0;A;3022,0;83,01;250857,94;0,48;119890,67;0,2;0,0;0,0;0,0;250857,94;0,4779225644601881;0,2;23978,134000000002;0,0
Sommerhausen;Landkreis Würzburg;4,97229E+15;9,99189E+15;;0,0;very low;0,0;0,0;E;3022,0;129,49;391322,85;0,21;80926,6;0,2;0,0;0,0;0,0;391322,85;0,20680264390387632;0,2;16185,320000000002;0,0
Winterhausen;Landkreis Würzburg;4,97016E+15;1,00355E+16;;0,0;very low;0,0;0,0;F;3022,0;78,56;237419,19;0,51;120420,24;0,25;0,0;0,0;0,0;237419,19;0,5072051673666311;0,25;30105,06;0,0
Holzkirchen;Landkreis Würzburg;4,98004E+15;9,7164E+15;;0,0;very low;0,0;0,0;G;3022,0;101,65;307195,57;0,5;154343,31;0,25;0,0;0,0;0,0;307195,57;0,5024268741896245;0,25;38585,8275;0,0
Uettingen;Landkreis Würzburg;4,98009E+15;9,7399E+15;;0,0;very low;0,0;0,0;C;3022,0;114,18;345054,29;0,36;123546,33;0,2;0,0;0,0;0,0;345054,29;0,3580489609330752;0,2;24709,266000000003;0,0
Unterwössen;Landkreis Traunstein;4,77241E+16;1,24463E+16;;0,0;very low;0,0;0,0;A;4078,0;60,0;244680,0;0,61;149518,36;0,3;0,0;0,0;0,0;244680,0;0,6110771620075199;0,3;44855,507999999994;0,0
Schnaitsee;Landkreis Traunstein;4,81075E+15;1,24E+16;;0,0;very low;0,0;0,0;E;4078,0;72,72;296551,62;0,23;69015,34;0,2;0,0;0,0;0,0;296551,62;0,23272622823641967;0,2;13803,068;0,0
Traunreut;Landkreis Traunstein;4,79613E+15;1,26014E+14;;0,0;very low;0,0;0,0;D;4078,0;64,73;263957,26;0,59;154792,49;0,25;0,0;0,0;0,0;263957,26;0,5864301288776826;0,25;38698,1225;0,0
Traunreut;Landkreis Traunstein;4,79328E+16;1,25892E+16;;0,0;very low;0,0;0,0;G;4078,0;60,0;244680,0;0,32;78345,17;0,2;0,0;0,0;0,0;244680,0;0,32019441719797287;0,2;15669,034;0,0
Traunreut;Landkreis Traunstein;4,79621E+15;1,25391E+15;;0,0;very low;0,0;0,0;H;4078,0;60,0;244680,0;0,31;76220,21;0,2;0,0;0,0;0,0;244680,0;0,3115097678600621;0,2;15244,042000000001;0,0
Traunreut;Landkreis Traunstein;4,79326E+15;1,25884E+16;;0,0;very low;0,0;0,0;F;4078,0;60,0;244680,0;0,73;178059,46;0,3;0,0;0,0;0,0;244680,0;0,727723802517574;0,3;53417,837999999996;0,0
Nußdorf;Landkreis Traunstein;4,7909E+15;1,25728E+16;;0,0;very low;0,0;0,0;G;4078,0;110,1;448982,45;0,25;113013,19;0,2;0,0;0,0;0,0;448982,45;0,2517095935487011;0,2;22602,638000000003;0,0
Kirchanschöring;Landkreis Traunstein;4,79571E+15;1,26722E+16;;0,0;very low;0,0;0,0;C;4078,0;91,45;372947,68;0,29;106703,04;0,2;0,0;0,0;0,0;372947,68;0,28610726308848466;0,2;21340,608;0,0
Kirchanschöring;Landkreis Traunstein;4,79524E+15;1,27497E+16;;0,0;very low;0,0;0,0;C;4078,0;60,0;244680,0;0,69;168934,69;0,3;0,0;0,0;0,0;244680,0;0,6904311345430767;0,3;50680,407;0,0
Waging am See;Landkreis Traunstein;4,79437E+15;1,2683E+16;;0,0;very low;0,0;0,0;C;4078,0;60,0;244680,0;0,63;153132,74;0,3;0,0;0,0;0,0;244680,0;0,6258490273009645;0,3;45939,82199999999;0,0
Waging am See;Landkreis Traunstein;4,79363E+15;1,27702E+16;;0,0;very low;0,0;0,0;C;4078,0;60,0;244680,0;0,26;64729,8;0,2;0,0;0,0;0,0;244680,0;0,26454879843060325;0,2;12945,960000000001;0,0
Taching am See;Landkreis Traunstein;4,7968E+15;1,27277E+15;;0,0;very low;0,0;0,0;B;4078,0;77,26;315062,26;0,37;115057,78;0,2;0,0;0,0;0,0;315062,26;0,3651906134362142;0,2;23011,556;0,0
Grassau;Landkreis Traunstein;4,77771E+16;1,24428E+15;;0,0;very low;0,0;0,0;E;4078,0;60,0;244680,0;0,49;119285,14;0,2;0,0;0,0;0,0;244680,0;0,48751487657348375;0,2;23857,028000000002;0,0
Grassau;Landkreis Traunstein;4,7796E+15;1,24461E+15;;0,0;very low;0,0;0,0;E;4078,0;60,0;244680,0;0,54;131208,04;0,25;0,0;0,0;0,0;244680,0;0,536243419977113;0,25;32802,01;0,0
Staudach-Egerndach;Landkreis Traunstein;4,77889E+15;1,25153E+15;;0,0;very low;0,0;0,0;A;4078,0;70,18;286197,02;0,25;70603,97;0,2;0,0;0,0;0,0;286197,02;0,2466970830094597;0,2;14120,794000000002;0,0
Staudach-Egerndach;Landkreis Traunstein;4,77898E+15;1,24984E+16;;0,0;very low;0,0;0,0;H;4078,0;786,43;3207049,29;0,15;470658,32;0,2;0,0;0,0;0,0;3207049,29;0,14675743259312363;0,2;94131,664;0,0
Palling;Landkreis Traunstein;4,79849E+14;1,26278E+16;;0,0;very low;0,0;0,0;E;4078,0;60,0;244680,0;0,73;177963,14;0,3;0,0;0,0;0,0;244680,0;0,7273301454961583;0,3;53388,942;0,0
Fridolfing;Landkreis Traunstein;4,79724E+15;1,28082E+16;;0,0;very low;0,0;0,0;E;4078,0;60,0;244680,0;0,65;158382,63;0,3;0,0;0,0;0,0;244680,0;0,6473051741049535;0,3;47514,789;0,0
Saaldorf-Surheim;Landkreis Berchtesgadener Land;4,7889E+16;1,2957E+15;;0,0;very low;0,0;0,0;D;5940,0;60,0;356400,0;0,66;235572,08;0,3;0,0;0,0;0,0;356400,0;0,6609766554433221;0,3;70671,624;0,0
Freilassing;Landkreis Berchtesgadener Land;4,78441E+16;1,29419E+16;;0,0;very low;0,0;0,0;F;5940,0;60,0;356400,0;0,45;162051,84;0,2;0,0;0,0;0,0;356400,0;0,4546909090909091;0,2;32410,368000000002;0,0
Freilassing;Landkreis Berchtesgadener Land;4,78269E+16;1,29692E+16;;0,0;very low;0,0;0,0;D;5940,0;60,0;356400,0;0,56;198775,6;0,25;0,0;0,0;0,0;356400,0;0,5577317620650954;0,25;49693,9;0,0
Freilassing;Landkreis Berchtesgadener Land;4,78264E+15;1,29743E+16;;0,0;very low;0,0;0,0;E;5940,0;60,0;356400,0;0,21;74497,28;0,2;0,0;0,0;0,0;356400,0;0,20902716049382716;0,2;14899,456;0,0
Freilassing;Landkreis Berchtesgadener Land;4,78602E+14;1,29938E+16;;0,0;very low;0,0;0,0;H;5940,0;69,89;415121,42;0,28;116368,45;0,2;0,0;0,0;0,0;415121,42;0,2803238869244569;0,2;23273,690000000002;0,0
