ort;landkreis;latitude;longitude;GEB_HQ;AEP;flood_risk;Ueberschwemmungstiefe;Schadensfaktor;Energieklasse;Quadratmeterpreise;wohnflaeche;aktueller_immobilienwert;aktuelles_LtV;darlehenbetrag;Risikogewicht
Neuburg am Inn;Landkreis Passau;4852180000000000;13428100000000000;;0,0;very low;0,0;0,0;F;2727;87,42;238382,32;0,4781;113972,78;0,2
Haarbach;Landkreis Passau;4848030000000000;1313300000000000;;0,0;very low;0,0;0,0;F;2727;147,83;403119,73;0,1946;78448,58;0,2
Neuhaus am Inn;Landkreis Passau;4842980000000000;1339210000000000;;0,0;very low;0,0;0,0;H;2727;535,57;1460505,73;0,0838;122394,23;0,2
Wegscheid;Landkreis Passau;4863710000000000;1373610000000000;;0,0;very low;0,0;0,0;D;2727;60,0;163620,0;0,4596;75207,28;0,2
Wegscheid;Landkreis Passau;4866380000000000;13806100000000000;;0,0;very low;0,0;0,0;A;2727;67,22;183307,27;0,6632;121562,97;0,3
Fürstenstein;Landkreis Passau;48696600000000000;13319800000000000;;0,0;very low;0,0;0,0;G;2727;61,23;166961,98;0,4501;75153,5;0,2
Bad Füssing;Landkreis Passau;483494000000000;13306400000000000;;0,0;very low;0,0;0,0;F;2727;163,78;446634,76;0,2923;130534,69;0,2
Bad Füssing;Landkreis Passau;48334000000000000;1333220000000000;;0,0;very low;0,0;0,0;A;2727;155,58;424279,76;0,1656;70254,37;0,2
Obernzell;Landkreis Passau;4854880000000000;13671500000000000;;0,0;very low;0,0;0,0;H;2727;60,0;163620,0;0,5957;97472,3;0,25
Obernzell;Landkreis Passau;4853640000000000;13747800000000000;;0,0;very low;0,0;0,0;E;2727;62,7;170995,09;0,6373;108967,57;0,3
Untergriesbach;Landkreis Passau;4854450000000000;1374360000000000;;0,0;very low;0,0;0,0;E;2727;77,57;211532,91;0,4227;89417,19;0,2
Untergriesbach;Landkreis Passau;4855360000000000;13737900000000000;;0,0;very low;0,0;0,0;F;2727;121,73;331967,59;0,473;157031,75;0,2
Kist;Landkreis Würzburg;4973250000000000;9805640000000000;;0,0;very low;0,0;0,0;G;3022;60,0;181320,0;0,5099;92451,19;0,25
Büchlberg;Landkreis Passau;486805000000000;13561700000000000;;0,0;very low;0,0;0,0;B;2727;60,0;163620,0;0,5452;89197,74;0,25
Windorf;Landkreis Passau;4864810000000000;13263200000000000;;0,0;very low;0,0;0,0;E;2727;419,73;1144610,38;0,2808;321371,35;0,2
Kößlarn;Landkreis Passau;4837750000000000;13114300000000000;;0,0;very low;0,0;0,0;F;2727;558,6;1523306,03;0,1497;228057,93;0,2
Salzweg;Landkreis Passau;4864100000000000;13491400000000000;;0,0;very low;0,0;0,0;D;2727;60,0;163620,0;0,6083;99534,44;0,3
Salzweg;Landkreis Passau;4862020000000000;13521300000000000;;0,0;very low;0,0;0,0;C;2727;139,93;381575,99;0,4301;164124,13;0,2
Eging a.See;Landkreis Passau;4870690000000000;13225800000000000;;0,0;very low;0,0;0,0;F;2727;145,09;395661,78;0,3143;124375,79;0,2
Pocking;Landkreis Passau;4840390000000000;1327890000000000;;0,0;very low;0,0;0,0;A+;2727;60,0;163620,0;0,7338;120058,62;0,3
Pocking;Landkreis Passau;4842750000000000;13366400000000000;;0,0;very low;0,0;0,0;H;2727;60,0;163620,0;0,3554;58152,72;0,2
Pocking;Landkreis Passau;4839100000000000;1330870000000000;;0,0;very low;0,0;0,0;A;2727;185,98;507154,61;0,1031;52293,13;0,2
Pocking;Landkreis Passau;483831000000000;13364800000000000;;0,0;very low;0,0;0,0;G;2727;87,05;237389,7;0,2683;63686,49;0,2
Tittling;Landkreis Passau;4871270000000000;13377800000000000;;0,0;very low;0,0;0,0;D;2727;105,0;286326,58;0,4794;137260,75;0,2
Witzmannsberg;Landkreis Passau;48736400000000000;13381400000000000;;0,0;very low;0,0;0,0;C;2727;72,0;196331,7;0,4923;96656,73;0,2
Aicha vorm Wald;Landkreis Passau;486900000000000;13263300000000000;;0,0;very low;0,0;0,0;E;2727;72,55;197855,0;0,6159;121855,47;0,3
Hauzenberg;Landkreis Passau;486464000000000;13605400000000000;;0,0;very low;0,0;0,0;G;2727;334,39;911883,57;0,2168;197680,87;0,2
Hauzenberg;Landkreis Passau;486701000000000;1362960000000000;;0,0;very low;0,0;0,0;A+;2727;76,76;209323,0;0,5542;116000,56;0,25
Hauzenberg;Landkreis Passau;4864710000000000;13625600000000000;;0,0;very low;0,0;0,0;F;2727;527,43;1438288,66;0,1216;174874,23;0,2
Breitenberg;Landkreis Passau;4869910000000000;1374550000000000;;0,0;very low;0,0;0,0;C;2727;72,35;197292,42;0,5143;101468,23;0,25
Ruhstorf a.d.Rott;Landkreis Passau;48457200000000000;13337400000000000;;0,0;very low;0,0;0,0;H;2727;237,72;648272,7;0,1227;79572,73;0,2
Ruhstorf a.d.Rott;Landkreis Passau;48461900000000000;13301300000000000;;0,0;very low;0,0;0,0;G;2727;140,47;383048,43;0,2526;96754,54;0,2
Ruderting;Landkreis Passau;48670500000000000;13379600000000000;;0,0;very low;0,0;0,0;B;2727;60,0;163620,0;0,4279;70017,63;0,2
Thyrnau;Landkreis Passau;48590800000000000;13560400000000000;;0,0;very low;0,0;0,0;A;2727;185,24;505143,35;0,3086;155907,97;0,2
Vilshofen an der Donau;Landkreis Passau;48651600000000000;13206700000000000;;0,0;very low;0,0;0,0;F;2727;60,0;163620,0;0,6017;98446,78;0,3
Vilshofen an der Donau;Landkreis Passau;4859910000000000;13273500000000000;;0,0;very low;0,0;0,0;D;2727;60,0;163620,0;0,5644;92342,67;0,25
Vilshofen an der Donau;Landkreis Passau;4859490000000000;13215500000000000;;0,0;very low;0,0;0,0;E;2727;117,78;321196,84;0,2982;95794,28;0,2
Vilshofen an der Donau;Landkreis Passau;4863690000000000;13129200000000000;;0,0;very low;0,0;0,0;E;2727;115,46;314851,49;0,2516;79218,67;0,2
Hutthurm;Landkreis Passau;48695600000000000;13497800000000000;;0,0;very low;0,0;0,0;A+;2727;60,0;163620,0;0,5179;84734,53;0,25
Hutthurm;Landkreis Passau;4868400000000000;13479600000000000;;0,0;very low;0,0;0,0;D;2727;353,61;964290,51;0,1376;132667,64;0,2
Hofkirchen;Landkreis Passau;4868600000000000;13209000000000000;;0,0;very low;0,0;0,0;D;2727;110,63;301695,18;0,4381;132159,98;0,2
Simbach;Landkreis Dingolfing-Landau;48602800000000000;12738800000000000;;0,0;very low;0,0;0,0;F;2717;193,23;525001,36;0,3574;187610,5;0,2
Wallersdorf;Landkreis Dingolfing-Landau;4874040000000000;12684700000000000;;0,0;very low;0,0;0,0;H;2717;96,97;263478,01;0,3804;100229,49;0,2
Wallersdorf;Landkreis Dingolfing-Landau;48796300000000000;1275410000000000;;0,0;very low;0,0;0,0;C;2717;253,89;689824,85;0,2151;148403,73;0,2
Pilsting;Landkreis Dingolfing-Landau;4868620000000000;12671400000000000;;0,0;very low;0,0;0,0;A;2717;60,0;163020,0;0,6251;101898,95;0,3
Pilsting;Landkreis Dingolfing-Landau;4871760000000000;1265840000000000;;0,0;very low;0,0;0,0;G;2717;92,76;252039,17;0,4395;110779,42;0,2
Landau an der Isar;Landkreis Dingolfing-Landau;4865740000000000;12685800000000000;;0,0;very low;0,0;0,0;A;2717;60,0;163020,0;0,6282;102412,5;0,3
Landau an der Isar;Landkreis Dingolfing-Landau;4865140000000000;12679800000000000;;0,0;very low;0,0;0,0;B;2717;60,0;163020,0;0,6944;113196,24;0,3
Landau an der Isar;Landkreis Dingolfing-Landau;4869290000000000;12691800000000000;;0,0;very low;0,0;0,0;D;2717;121,92;331267,99;0,2107;69808,63;0,2
Eichendorf;Landkreis Dingolfing-Landau;4866020000000000;12797900000000000;;0,0;very low;0,0;0,0;E;2717;60,0;163020,0;0,4825;78659,61;0,2
Eichendorf;Landkreis Dingolfing-Landau;4860660000000000;12822700000000000;;0,0;very low;0,0;0,0;B;2717;60,0;163020,0;0,3958;64529,56;0,2
Mamming;Landkreis Dingolfing-Landau;4867100000000000;12615800000000000;;0,0;very low;0,0;0,0;E;2717;60,0;163020,0;0,6369;103828,76;0,3
Reisbach;Landkreis Dingolfing-Landau;4861520000000000;12588400000000000;;0,0;very low;0,0;0,0;C;2717;311,12;845305,88;0,4202;355207,06;0,2
Reisbach;Landkreis Dingolfing-Landau;48495900000000000;12629500000000000;;0,0;very low;0,0;0,0;D;2717;226,18;614520,22;0,2567;157727,04;0,2
Ursberg;Landkreis Günzburg;482162000000000;10448700000000000;;0,0;very low;0,0;0,0;A;3197;162,75;520314,2;0,135;70238,83;0,2
Ziemetshausen;Landkreis Günzburg;482786000000000;1051060000000000;;0,0;very low;0,0;0,0;H;3197;88,89;284193,31;0,5225;148487,78;0,25
Thannhausen;Landkreis Günzburg;4829410000000000;10496100000000000;;0,0;very low;0,0;0,0;H;3197;139,0;444374,55;0,3541;157357,12;0,2
Thannhausen;Landkreis Günzburg;4830370000000000;10490000000000000;;0,0;very low;0,0;0,0;C;3197;97,28;311008,28;0,3784;117699,65;0,2
Neuburg an der Kammel;Landkreis Günzburg;4829060000000000;10397300000000000;;0,0;very low;0,0;0,0;A+;3197;193,96;620077,99;0,2904;180089,58;0,2
Leiblfing;Landkreis Straubing-Bogen;4879300000000000;1249230000000000;;0,0;very low;0,0;0,0;F;2923;408,97;1195411,99;0,1501;179461,98;0,2
Rain;Landkreis Straubing-Bogen;4891330000000000;1245190000000000;;0,0;very low;0,0;0,0;F;2923;142,05;415221,79;0,4788;198819,38;0,2
Steinach;Landkreis Straubing-Bogen;4894830000000000;1258400000000000;;0,0;very low;0,0;0,0;F;2923;247,04;722095,91;0,2695;194611,8;0,2
Kirchroth;Landkreis Straubing-Bogen;4893060000000000;12514400000000000;;0,0;very low;0,0;0,0;D;2923;60,0;175380,0;0,5616;98497,43;0,25
Aiterhofen;Landkreis Straubing-Bogen;4881940000000000;12548900000000000;;0,0;very low;0,0;0,0;A;2923;107,99;315654,52;0,67;211503,03;0,3
Aiterhofen;Landkreis Straubing-Bogen;48808300000000000;12608500000000000;;0,0;very low;0,0;0,0;D;2923;103,11;301393,03;0,7108;214224,9;0,3
Salching;Landkreis Straubing-Bogen;4888480000000000;1268110000000000;;0,0;very low;0,0;0,0;E;2923;91,44;267279,32;0,4897;130898,66;0,2
Salching;Landkreis Straubing-Bogen;4880840000000000;12571200000000000;;0,0;very low;0,0;0,0;H;2923;310,2;906708,05;0,1076;97518,55;0,2
Parkstetten;Landkreis Straubing-Bogen;4894130000000000;12582100000000000;;0,0;very low;0,0;0,0;H;2923;90,11;263395,1;0,4194;110456,26;0,2
Wiesenfelden;Landkreis Straubing-Bogen;4902850000000000;12564200000000000;;0,0;very low;0,0;0,0;A;2923;118,52;346427,75;0,4465;154672,78;0,2
Mitterfels;Landkreis Straubing-Bogen;4897950000000000;12669700000000000;;0,0;very low;0,0;0,0;C;2923;83,3;243495,62;0,3185;77559,86;0,2
Hunderdorf;Landkreis Straubing-Bogen;489564000000000;12721500000000000;;0,0;very low;0,0;0,0;H;2923;1018,15;2976044,12;0,1225;364497,73;0,2
Windberg;Landkreis Straubing-Bogen;489548000000000;12724900000000000;;0,0;very low;0,0;0,0;H;2923;234,33;684945,37;0,2702;185050,41;0,2
Geiselhöring;Landkreis Straubing-Bogen;48802000000000000;1234820000000000;;0,0;very low;0,0;0,0;A;2923;60,0;175380,0;0,7039;123454,53;0,3
Geiselhöring;Landkreis Straubing-Bogen;4884050000000000;12368400000000000;;0,0;very low;0,0;0,0;C;2923;291,1;850876,25;0,1843;156829,32;0,2
Schwarzach;Landkreis Straubing-Bogen;48929800000000000;12824300000000000;;0,0;very low;0,0;0,0;D;2923;252,45;737902,03;0,2058;151839,46;0,2
Haibach;Landkreis Straubing-Bogen;4904950000000000;12725200000000000;;0,0;very low;0,0;0,0;D;2923;155,26;453815,11;0,3434;155824,32;0,2
Niederwinkling;Landkreis Straubing-Bogen;48849800000000000;12771500000000000;;0,0;very low;0,0;0,0;D;2923;60,0;175380,0;0,5073;88976,66;0,25
Gessertshausen;Landkreis Augsburg;4827390000000000;10683400000000000;;0,0;very low;0,0;0,0;D;4262;495,66;2112523,69;0,0787;166337,64;0,2
Diedorf;Landkreis Augsburg;4839190000000000;10758000000000000;;0,0;very low;0,0;0,0;C;4262;141,06;601217,41;0,2909;174878,26;0,2
Diedorf;Landkreis Augsburg;48340000000000000;10756000000000000;;0,0;very low;0,0;0,0;H;4262;60,0;255720,0;0,5236;133882,44;0,25
Diedorf;Landkreis Augsburg;4835780000000000;10753500000000000;;0,0;very low;0,0;0,0;E;4262;122,99;524180,66;0,5285;277005,36;0,25
Horgau;Landkreis Augsburg;4839710000000000;10728800000000000;;0,0;very low;0,0;0,0;A;4262;60,0;255720,0;0,503;128620,97;0,25
Garching an der Alz;Landkreis Altötting;4812860000000000;12592600000000000;;0,0;very low;0,0;0,0;E;3540;132,48;468984,0;0,3288;154198,75;0,2
Garching an der Alz;Landkreis Altötting;48137700000000000;1259030000000000;;0,0;very low;0,0;0,0;C;3540;92,56;327675,33;0,4571;149795,46;0,2
Kirchweidach;Landkreis Altötting;4805570000000000;12663900000000000;;0,0;very low;0,0;0,0;H;3540;254,56;901130,42;0,1935;174389,43;0,2
Tyrlaching;Landkreis Altötting;48118700000000000;12639400000000000;;0,0;very low;0,0;0,0;F;3540;248,71;880416,54;0,1123;98856,17;0,2
Unterneukirchen;Landkreis Altötting;4816430000000000;12585400000000000;;0,0;very low;0,0;0,0;D;3540;60,0;212400,0;0,5684;120729,49;0,25
Neuötting;Landkreis Altötting;48232500000000000;12718800000000000;;0,0;very low;0,0;0,0;C;3540;219,1;775631,27;0,3163;245313,61;0,2
Neuötting;Landkreis Altötting;482328000000000;12734300000000000;;0,0;very low;0,0;0,0;E;3540;73,6;260558,78;0,3962;103223,31;0,2
Reischach;Landkreis Altötting;48291000000000000;12688400000000000;;0,0;very low;0,0;0,0;F;3540;288,62;1021721,78;0,1726;176331,74;0,2
Altötting;Landkreis Altötting;4823770000000000;12652000000000000;;0,0;very low;0,0;0,0;A;3540;60,0;212400,0;0,6728;142892,65;0,3
Altötting;Landkreis Altötting;482176000000000;12701300000000000;;0,0;very low;0,0;0,0;D;3540;127,87;452653,48;0,1514;68522,18;0,2
Altötting;Landkreis Altötting;482120000000000;1266830000000000;;0,0;very low;0,0;0,0;A;3540;120,95;428169,72;0,2526;108167,96;0,2
Altenmünster;Landkreis Augsburg;4846950000000000;10596700000000000;;0,0;very low;0,0;0,0;H;4262;60,0;255720,0;0,4029;103038,78;0,2
Egling an der Paar;Landkreis Landsberg am Lech;4817890000000000;10961500000000000;;0,0;very low;0,0;0,0;H;5089;60,0;305340,0;0,2136;65224,91;0,2
Krumbach (Schwaben);Landkreis Günzburg;4827660000000000;10365000000000000;;0,0;very low;0,0;0,0;A+;3197;322,84;1032124,01;0,082;84623,23;0,2
Krumbach (Schwaben);Landkreis Günzburg;48225500000000000;10385500000000000;;0,0;very low;0,0;0,0;D;3197;61,58;196867,96;0,4734;93194,07;0,2
Krumbach (Schwaben);Landkreis Günzburg;48267900000000;10398500000000000;;0,0;very low;0,0;0,0;H;3197;111,85;357576,79;0,3185;113884,11;0,2
Bobingen;Landkreis Augsburg;4825840000000000;10830400000000000;;0,0;very low;0,0;0,0;A;4262;60,0;255720,0;0,7355;188073,51;0,3
Bobingen;Landkreis Augsburg;48260100000000000;1075170000000000;;0,0;very low;0,0;0,0;C;4262;163,19;695497,28;0,1636;113756,52;0,2
Bobingen;Landkreis Augsburg;4828880000000000;10859000000000000;;0,0;very low;0,0;0,0;D;4262;80,23;341950,37;0,4887;167094,26;0,2
Bobingen;Landkreis Augsburg;4825200000000000;10697200000000000;;0,0;very low;0,0;0,0;G;4262;77,36;329716,15;0,4096;135055,7;0,2
Ergolding;Landkreis Landshut;4858990000000000;1209580000000000;;0,0;very low;0,0;0,0;E;6042;216,65;1308977,54;0,0748;97917,8;0,2
Ergolding;Landkreis Landshut;485625000000000;121781000000000;;0,0;very low;0,0;0,0;A+;6042;60,0;362520,0;0,5654;204961,72;0,25
Ergolding;Landkreis Landshut;4855490000000000;12139700000000000;;0,0;very low;0,0;0,0;C;6042;60,0;362520,0;0,6477;234798,61;0,3
Ergolding;Landkreis Landshut;48574300000000000;12141600000000000;;0,0;very low;0,0;0,0;E;6042;142,7;862183,92;0,1161;100058,49;0,2
Landshut;;48603800000000000;1211350000000000;;0,0;very low;0,0;0,0;D;6042;60,0;362520,0;0,485;175817,94;0,2
Landshut;;48606600000000000;12130700000000000;;0,0;very low;0,0;0,0;C;6042;267,88;1618535,9;0,0877;141966,62;0,2
Landshut;;4856880000000000;12133400000000000;;0,0;very low;0,0;0,0;D;6042;60,0;362520,0;0,4051;146859,86;0,2
Landshut;;485828000000000;1215180000000000;;0,0;very low;0,0;0,0;G;6042;60,0;362520,0;0,2691;97545,99;0,2
Stadtbergen;Landkreis Augsburg;4836090000000000;1083350000000000;;0,0;very low;0,0;0,0;C;4262;60,0;255720,0;0,5548;141867,85;0,25
Stadtbergen;Landkreis Augsburg;48359900000000000;10843300000000000;;0,0;very low;0,0;0,0;A+;4262;66,65;284074,57;0,4228;120111,42;0,2
Stadtbergen;Landkreis Augsburg;48351400000000000;10842600000000000;;0,0;very low;0,0;0,0;A;4262;133,71;569864,89;0,2197;125212,18;0,2
Stadtbergen;Landkreis Augsburg;483523000000000;10806800000000000;;0,0;very low;0,0;0,0;H;4262;60,0;255720,0;0,5217;133409,85;0,25
Adelsried;Landkreis Augsburg;4841130000000000;10738000000000000;;0,0;very low;0,0;0,0;E;4262;60,0;255720,0;0,5616;143624,76;0,25
Gersthofen;Landkreis Augsburg;4842780000000000;1080150000000000;;0,0;very low;0,0;0,0;C;4262;60,0;255720,0;0,6801;173912,13;0,3
Gersthofen;Landkreis Augsburg;4845240000000000;10871000000000000;;0,0;very low;0,0;0,0;D;4262;71,64;305321,08;0,3212;98068,43;0,2
Gersthofen;Landkreis Augsburg;4843300000000000;10834100000000000;;0,0;very low;0,0;0,0;D;4262;86,33;367919,47;0,46;169246,02;0,2
Gersthofen;Landkreis Augsburg;4842020000000000;108724000000000;;0,0;very low;0,0;0,0;D;4262;60,0;255720,0;0,4346;111130,64;0,2
Gersthofen;Landkreis Augsburg;4843390000000000;10811800000000000;;0,0;very low;0,0;0,0;B;4262;130,43;555875,86;0,1554;86385,43;0,2
Gersthofen;Landkreis Augsburg;4840560000000000;10866200000000000;;0,0;very low;0,0;0,0;F;4262;60,0;255720,0;0,734;187705,97;0,3
Neusäß;Landkreis Augsburg;48412300000000000;10809600000000000;;0,0;very low;0,0;0,0;A;4262;60,0;255720,0;0,7041;180042,98;0,3
Neusäß;Landkreis Augsburg;484004000000000;10836100000000000;;0,0;very low;0,0;0,0;H;4262;60,0;255720,0;0,6327;161799,75;0,3
Neusäß;Landkreis Augsburg;484073000000000;10807000000000000;;0,0;very low;0,0;0,0;D;4262;60,0;255720,0;0,5945;152018,55;0,25
Neusäß;Landkreis Augsburg;4838370000000000;1077040000000000;;0,0;very low;0,0;0,0;E;4262;60,0;255720,0;0,5413;138426,26;0,25
Neusäß;Landkreis Augsburg;4838820000000000;1082860000000000;;0,0;very low;0,0;0,0;D;4262;60,0;255720,0;0,2639;67481,57;0,2
Neusäß;Landkreis Augsburg;4841550000000000;10802600000000000;;0,0;very low;0,0;0,0;A;4262;78,69;335371,55;0,1699;56981,24;0,2
Aystetten;Landkreis Augsburg;48404700000000000;1076250000000000;;0,0;very low;0,0;0,0;D;4262;77,32;329527,38;0,3208;105721,53;0,2
Hilgertshausen-Tandern;Landkreis Dachau;4843020000000000;11330000000000000;;0,0;very low;0,0;0,0;E;6456;60,0;387360,0;0,2706;104830,14;0,2
Rimpar;Landkreis Würzburg;4984650000000000;991880000000000;;0,0;very low;0,0;0,0;F;3022;60,0;181320,0;0,4225;76600,86;0,2
Rimpar;Landkreis Würzburg;49895000000000000;9960540000000000;;0,0;very low;0,0;0,0;B;3022;70,23;212241,87;0,3493;74126,14;0,2
Bergtheim;Landkreis Würzburg;4987110000000000;10088300000000000;;0,0;very low;0,0;0,0;E;3022;102,15;308695,28;0,5104;157550,21;0,25
Oberpleichfeld;Landkreis Würzburg;4990620000000000;10044900000000000;;0,0;very low;0,0;0,0;C;3022;81,02;244837,88;0,3411;83507,43;0,2
Röttingen;Landkreis Würzburg;4951410000000000;9988370000000000;;0,0;very low;0,0;0,0;H;3022;114,6;346306,5;0,4455;154289,8;0,2
Tauberrettersheim;Landkreis Würzburg;4949010000000000;9968990000000000;;0,0;very low;0,0;0,0;A;3022;83,01;250857,94;0,4779;119890,67;0,2
Sommerhausen;Landkreis Würzburg;4972290000000000;9991890000000000;;0,0;very low;0,0;0,0;E;3022;129,49;391322,85;0,2068;80926,6;0,2
Winterhausen;Landkreis Würzburg;4970160000000000;10035500000000000;;0,0;very low;0,0;0,0;F;3022;78,56;237419,19;0,5072;120420,24;0,25
Holzkirchen;Landkreis Würzburg;4980040000000000;9716400000000000;;0,0;very low;0,0;0,0;G;3022;101,65;307195,57;0,5024;154343,31;0,25
Uettingen;Landkreis Würzburg;4980090000000000;9739900000000000;;0,0;very low;0,0;0,0;C;3022;114,18;345054,29;0,358;123546,33;0,2
Unterwössen;Landkreis Traunstein;47724100000000000;12446300000000000;;0,0;very low;0,0;0,0;A;4078;60,0;244680,0;0,6111;149518,36;0,3
Schnaitsee;Landkreis Traunstein;4810750000000000;12400000000000000;;0,0;very low;0,0;0,0;E;4078;72,72;296551,62;0,2327;69015,34;0,2
Traunreut;Landkreis Traunstein;4796130000000000;126014000000000;;0,0;very low;0,0;0,0;D;4078;64,73;263957,26;0,5864;154792,49;0,25
Traunreut;Landkreis Traunstein;47932800000000000;12589200000000000;;0,0;very low;0,0;0,0;G;4078;60,0;244680,0;0,3202;78345,17;0,2
Traunreut;Landkreis Traunstein;4796210000000000;1253910000000000;;0,0;very low;0,0;0,0;H;4078;60,0;244680,0;0,3115;76220,21;0,2
Traunreut;Landkreis Traunstein;4793260000000000;12588400000000000;;0,0;very low;0,0;0,0;F;4078;60,0;244680,0;0,7277;178059,46;0,3
Nußdorf;Landkreis Traunstein;4790900000000000;12572800000000000;;0,0;very low;0,0;0,0;G;4078;110,1;448982,45;0,2517;113013,19;0,2
Kirchanschöring;Landkreis Traunstein;4795710000000000;12672200000000000;;0,0;very low;0,0;0,0;C;4078;91,45;372947,68;0,2861;106703,04;0,2
Kirchanschöring;Landkreis Traunstein;4795240000000000;12749700000000000;;0,0;very low;0,0;0,0;C;4078;60,0;244680,0;0,6904;168934,69;0,3
Waging am See;Landkreis Traunstein;4794370000000000;12683000000000000;;0,0;very low;0,0;0,0;C;4078;60,0;244680,0;0,6258;153132,74;0,3
Waging am See;Landkreis Traunstein;4793630000000000;12770200000000000;;0,0;very low;0,0;0,0;C;4078;60,0;244680,0;0,2645;64729,8;0,2
Taching am See;Landkreis Traunstein;4796800000000000;1272770000000000;;0,0;very low;0,0;0,0;B;4078;77,26;315062,26;0,3652;115057,78;0,2
Grassau;Landkreis Traunstein;47777100000000000;1244280000000000;;0,0;very low;0,0;0,0;E;4078;60,0;244680,0;0,4875;119285,14;0,2
Grassau;Landkreis Traunstein;4779600000000000;1244610000000000;;0,0;very low;0,0;0,0;E;4078;60,0;244680,0;0,5362;131208,04;0,25
Staudach-Egerndach;Landkreis Traunstein;4778890000000000;1251530000000000;;0,0;very low;0,0;0,0;A;4078;70,18;286197,02;0,2467;70603,97;0,2
Staudach-Egerndach;Landkreis Traunstein;4778980000000000;12498400000000000;;0,0;very low;0,0;0,0;H;4078;786,43;3207049,29;0,1468;470658,32;0,2
Palling;Landkreis Traunstein;479849000000000;12627800000000000;;0,0;very low;0,0;0,0;E;4078;60,0;244680,0;0,7273;177963,14;0,3
Fridolfing;Landkreis Traunstein;4797240000000000;12808200000000000;;0,0;very low;0,0;0,0;E;4078;60,0;244680,0;0,6473;158382,63;0,3
Saaldorf-Surheim;Landkreis Berchtesgadener Land;47889000000000000;1295700000000000;;0,0;very low;0,0;0,0;D;5940;60,0;356400,0;0,661;235572,08;0,3
Freilassing;Landkreis Berchtesgadener Land;47844100000000000;12941900000000000;;0,0;very low;0,0;0,0;F;5940;60,0;356400,0;0,4547;162051,84;0,2
Freilassing;Landkreis Berchtesgadener Land;47826900000000000;12969200000000000;;0,0;very low;0,0;0,0;D;5940;60,0;356400,0;0,5577;198775,6;0,25
Freilassing;Landkreis Berchtesgadener Land;4782640000000000;12974300000000000;;0,0;very low;0,0;0,0;E;5940;60,0;356400,0;0,209;74497,28;0,2
Freilassing;Landkreis Berchtesgadener Land;478602000000000;12993800000000000;;0,0;very low;0,0;0,0;H;5940;69,89;415121,42;0,2803;116368,45;0,2
Piding;Landkreis Berchtesgadener Land;4778350000000000;12906100000000000;;0,0;very low;0,0;0,0;E;5940;107,4;637927,76;0,2797;178411,35;0,2
Bischofswiesen;Landkreis Berchtesgadener Land;4766940000000000;12948000000000000;;0,0;very low;0,0;0,0;E;5940;60,0;356400,0;0,291;103725,19;0,2
Bischofswiesen;Landkreis Berchtesgadener Land;4768390000000000;12922600000000000;;0,0;very low;0,0;0,0;E;5940;60,0;356400,0;0,4029;143593,27;0,2
Teisendorf;Landkreis Berchtesgadener Land;4787890000000000;12856200000000000;;0,0;very low;0,0;0,0;G;5940;71,48;424585,22;0,4106;174333,34;0,2
Teisendorf;Landkreis Berchtesgadener Land;4784650000000000;12871600000000000;;0,0;very low;0,0;0,0;D;5940;60,0;356400,0;0,4517;161002,2;0,2
Laufen;Landkreis Berchtesgadener Land;47917500000000;1285450000000000;;0,0;very low;0,0;0,0;C;5940;99,84;593070,78;0,3813;226156,78;0,2
Laufen;Landkreis Berchtesgadener Land;4792220000000000;12922700000000000;;0,0;very low;0,0;0,0;E;5940;71,76;426269,32;0,4025;171565,54;0,2
Bayerisch Gmain;Landkreis Berchtesgadener Land;47694000000000000;12895700000000000;;0,0;very low;0,0;0,0;G;5940;60,0;356400,0;0,5182;184693,52;0,25
Samerberg;Landkreis Rosenheim;4774430000000000;12230400000000000;;0,0;very low;0,0;0,0;F;5831;66,88;389988,46;0,4571;178246,12;0,2
Wasserburg am Inn;Landkreis Rosenheim;4805880000000000;12190500000000000;;0,0;very low;0,0;0,0;E;5831;60,0;349860,0;0,3206;112179,19;0,2
Wasserburg am Inn;Landkreis Rosenheim;4804700000000000;1221340000000000;;0,0;very low;0,0;0,0;B;5831;60,0;349860,0;0,3709;129775,29;0,2
Wasserburg am Inn;Landkreis Rosenheim;4803300000000000;12189100000000000;;0,0;very low;0,0;0,0;G;5831;95,61;557509,88;0,6003;334685,29;0,3
Oberaudorf;Landkreis Rosenheim;4763500000000000;12193100000000000;;0,0;very low;0,0;0,0;D;5831;60,0;349860,0;0,7087;247931,64;0,3
Flintsbach am Inn;Landkreis Rosenheim;4773180000000000;12132200000000000;;0,0;very low;0,0;0,0;G;5831;60,0;349860,0;0,3589;125553,52;0,2
Edling;Landkreis Rosenheim;4806350000000000;1213150000000000;;0,0;very low;0,0;0,0;E;5831;60,0;349860,0;0,7354;257274,86;0,3
Maitenbeth;Landkreis Mühldorf am Inn;4815570000000000;12082500000000000;;0,0;very low;0,0;0,0;C;4119;232,2;956429,41;0,295;282192,63;0,2
Bad Endorf;Landkreis Rosenheim;4792360000000000;12316800000000000;;0,0;very low;0,0;0,0;D;5831;60,0;349860,0;0,4819;168585,88;0,2
Bad Endorf;Landkreis Rosenheim;4792500000000000;1227770000000000;;0,0;very low;0,0;0,0;C;5831;60,0;349860,0;0,5224;182763,17;0,25
Söchtenau;Landkreis Rosenheim;47929700000000000;12224800000000000;;0,0;very low;0,0;0,0;G;5831;417,95;2437042,17;0,1267;308809,55;0,2
