ort;landkreis;latitude;longitude;GEB_HQ;AEP;flood_risk;Ueberschwemmungstiefe;Schadensfaktor;Energieklasse;Quadratmeterpreise;wohnflaeche;aktueller_immobilienwert;aktuelles_LtV;darlehenbetrag;Risikogewicht;immobilienwert_check;darlehenbetrag_check;ID;Immobilienschaden;EAI;Neuer Immobilienwert;Neue LtV;Risikogewicht;Neue Risikogewicht;Akt. RWA;Neue RWA;RWA Änderung
Nagel;Landkreis Wunsiedel im Fichtelgebirge;4,99852E+15;1,19365E+14;;0.0;very low;0.0;0.0;E;826.43;139.22;115055.21;0.61;69728.32;0.3;True;True;988;0.0;0.0;115055.21;0.6060422644050626;0.3;0.3;20918.496000000003;20918.496000000003;0.0
Heroldsberg;Landkreis Erlangen-Höchstadt;4,95509E+15;1,1053E+16;;0.0;very low;0.0;0.0;C;2246.29;140.94;316595.64;0.64;204012.0;0.3;True;True;989;0.0;0.0;316595.64;0.6443929550008963;0.3;0.3;61203.6;61203.6;0.0
Heroldsberg;Landkreis Erlangen-Höchstadt;4,95185E+16;1,10912E+16;;0.0;very low;0.0;0.0;D;2246.29;95.36;214202.12;0.45;97395.71;0.2;True;True;990;0.0;0.0;214202.12;0.454690691203243;0.2;0.2;19479.142000000003;19479.142000000003;0.0
Heroldsberg;Landkreis Erlangen-Höchstadt;4,95355E+16;1,10996E+16;;0.0;very low;0.0;0.0;A;2246.29;87.53;196617.14;0.63;124810.36;0.3;True;True;991;0.0;0.0;196617.14;0.6347888083409208;0.3;0.3;37443.108;37443.108;0.0
Kalchreuth;Landkreis Erlangen-Höchstadt;4,95304E+16;1,11542E+16;;0.0;very low;0.0;0.0;H;2246.29;80.0;179703.14;0.53;95047.94;0.25;True;True;992;0.0;0.0;179703.14;0.5289164118111681;0.25;0.25;23761.985;23761.985;0.0
Kalchreuth;Landkreis Erlangen-Höchstadt;4,95116E+15;1,1138E+16;;0.0;very low;0.0;0.0;D;2246.29;97.72;219518.05;0.61;133112.15;0.3;True;True;993;0.0;0.0;219518.05;0.6063836208457574;0.3;0.3;39933.645;39933.645;0.0
Kalchreuth;Landkreis Erlangen-Höchstadt;4,95678E+15;1,10819E+16;;0.0;very low;0.0;0.0;A+;2246.29;95.7;214971.56;0.63;136422.02;0.3;True;True;994;0.0;0.0;214971.56;0.6346049682106786;0.3;0.3;40926.60599999999;40926.60599999999;0.0
Hollfeld;Landkreis Bayreuth;4,99254E+15;1,12995E+16;;0.0;very low;0.0;0.0;A;1175.41;134.6;158213.84;0.45;71222.6;0.2;True;True;995;0.0;0.0;158213.84;0.4501666857968937;0.2;0.2;14244.520000000002;14244.520000000002;0.0
Schönbrunn i.Steigerwald;Landkreis Bamberg;4,98674E+15;1,06822E+16;;0.0;very low;0.0;0.0;E;1529.6;80.0;122367.9;0.5;61453.61;0.2;True;True;996;0.0;0.0;122367.9;0.5022036825017019;0.2;0.25;12290.722000000002;15363.4025;0.24999999999999978
Hallstadt;Landkreis Bamberg;4,9934E+15;1,08469E+15;;0.0;very low;0.0;0.0;A+;1529.6;80.0;122367.9;0.75;91775.92;0.3;True;True;997;0.0;0.0;122367.9;0.7499999591396109;0.3;0.3;27532.775999999998;27532.775999999998;0.0
Hallstadt;Landkreis Bamberg;4,99212E+15;1,08737E+16;;0.0;very low;0.0;0.0;G;1529.6;147.7;225918.52;0.6;135421.52;0.25;True;True;998;0.0;0.0;225918.52;0.5994263772620323;0.25;0.25;33855.38;33855.38;0.0
Breitengüßbach;Landkreis Bamberg;4,99604E+15;1,09298E+16;;0.0;very low;0.0;0.0;C;1529.6;93.16;142504.08;0.74;106062.82;0.3;True;True;999;0.0;0.0;142504.08;0.7442791813399309;0.3;0.3;31818.846;31818.846;0.0
Viereth-Trunstadt;Landkreis Bamberg;4,99303E+15;1,07507E+16;;0.0;very low;0.0;0.0;D;1529.6;107.81;164899.05;0.53;87006.89;0.25;True;True;1000;0.0;0.0;164899.05;0.5276373029438314;0.25;0.25;21751.7225;21751.7225;0.0
Memmelsdorf;Landkreis Bamberg;4,99454E+15;1,09524E+16;;0.0;very low;0.0;0.0;G;1529.6;83.93;128381.92;0.47;60331.03;0.2;True;True;1001;0.0;0.0;128381.92;0.46993400628375087;0.2;0.2;12066.206;12066.206;0.0
Memmelsdorf;Landkreis Bamberg;4,99649E+15;1,09522E+16;;0.0;very low;0.0;0.0;F;1529.6;111.38;170359.74;0.58;98084.8;0.25;True;True;1002;0.0;0.0;170359.74;0.5757510547973366;0.25;0.25;24521.2;24521.2;0.0
Oberhaid;Landkreis Bamberg;4,99533E+15;1,08142E+16;;0.0;very low;0.0;0.0;D;1529.6;142.96;218663.89;0.45;98363.81;0.2;True;True;1003;0.0;0.0;218663.89;0.4498402090989966;0.2;0.2;19672.762000000002;19672.762000000002;0.0
Strullendorf;Landkreis Bamberg;4,98957E+14;1,10266E+16;;0.0;very low;0.0;0.0;D;1529.6;80.0;122367.9;0.62;76347.71;0.3;True;True;1004;0.0;0.0;122367.9;0.6239194265816445;0.3;0.3;22904.313000000002;22904.313000000002;0.0
Strullendorf;Landkreis Bamberg;4,98504E+15;1,10104E+16;;0.0;very low;0.0;0.0;D;1529.6;146.4;223926.69;0.75;167945.01;0.3;True;True;1005;0.0;0.0;223926.69;0.7499999665068957;0.3;0.3;50383.503000000004;50383.503000000004;0.0
Frensdorf;Landkreis Bamberg;4,98382E+15;1,08134E+16;;0.0;very low;0.0;0.0;A+;1529.6;86.77;132729.18;0.52;68422.11;0.25;True;True;1006;0.0;0.0;132729.18;0.5155016402572516;0.25;0.25;17105.5275;17105.5275;0.0
Rattelsdorf;Landkreis Bamberg;5,00324E+15;1,08631E+16;;0.0;very low;0.0;0.0;G;1529.6;137.61;210483.41;0.72;152239.51;0.3;True;True;1007;0.0;0.0;210483.41;0.7232850798074775;0.3;0.3;45671.853;45671.853;0.0
Bamberg;;4,99056E+15;1,08673E+16;;0.0;very low;0.0;0.0;C;1929.03;117.9;227425.13;0.61;139778.36;0.3;True;True;1008;0.0;0.0;227425.13;0.6146126419714478;0.3;0.3;41933.507999999994;41933.507999999994;0.0
Bamberg;;4,98838E+15;1,08976E+15;;0.0;very low;0.0;0.0;G;1929.03;89.37;172406.17;0.75;129297.1;0.3;True;True;1009;0.0;0.0;172406.17;0.7499563385695535;0.3;0.3;38789.13;38789.13;0.0
Bamberg;;4,98713E+15;1,09054E+16;;0.0;very low;0.0;0.0;F;1929.03;103.2;199070.66;0.5;100467.96;0.2;True;True;1010;0.0;0.0;199070.66;0.5046849194150459;0.2;0.25;20093.592000000004;25116.99;0.24999999999999978
Burgebrach;Landkreis Bamberg;4,98438E+15;1,08075E+16;;0.0;very low;0.0;0.0;H;1529.6;158.11;241842.9;0.57;137176.85;0.25;True;True;1011;0.0;0.0;241842.9;0.5672147083912739;0.25;0.25;34294.2125;34294.2125;0.0
Burgebrach;Landkreis Bamberg;4,98177E+15;1,08003E+16;;0.0;very low;0.0;0.0;C;1529.6;80.0;122367.9;0.66;80494.05;0.3;True;True;1012;0.0;0.0;122367.9;0.6578036396800142;0.3;0.3;24148.215;24148.215;0.0
Stegaurach;Landkreis Bamberg;4,98517E+16;1,08687E+16;;0.0;very low;0.0;0.0;G;1529.6;149.31;228390.14;0.65;149390.65;0.3;True;True;1013;0.0;0.0;228390.14;0.654102887278759;0.3;0.3;44817.195;44817.195;0.0
Stegaurach;Landkreis Bamberg;4,985E+15;1,08776E+16;;0.0;very low;0.0;0.0;A;1529.6;84.74;129625.5;0.74;95746.04;0.3;True;True;1014;0.0;0.0;129625.5;0.7386358393988837;0.3;0.3;28723.811999999998;28723.811999999998;0.0
Michelau i.OFr.;Landkreis Lichtenfels;5,0161E+15;1,10996E+16;;0.0;very low;0.0;0.0;A;1178.01;80.12;94387.09;0.75;70790.32;0.3;True;True;1015;0.0;0.0;94387.09;0.7500000264866732;0.3;0.3;21237.096;21237.096;0.0
Michelau i.OFr.;Landkreis Lichtenfels;5,01704E+15;1,11272E+15;;0.0;very low;0.0;0.0;C;1178.01;90.64;106771.92;0.52;55697.16;0.25;True;True;1016;0.0;0.0;106771.92;0.5216461406706933;0.25;0.25;13924.29;13924.29;0.0
Weismain;Landkreis Lichtenfels;5,00444E+15;1,12527E+16;;0.0;very low;0.0;0.0;C;1178.01;154.12;181551.53;0.45;81247.54;0.2;True;True;1017;0.0;0.0;181551.53;0.4475177928822742;0.2;0.2;16249.508;16249.508;0.0
Burgkunstadt;Landkreis Lichtenfels;5,01595E+15;1,1296E+16;;0.0;very low;0.0;0.0;E;1178.01;80.0;94241.17;0.66;61856.22;0.3;True;True;1018;0.0;0.0;94241.17;0.6563609089318395;0.3;0.3;18556.865999999998;18556.865999999998;0.0
Burgkunstadt;Landkreis Lichtenfels;5,01685E+15;1,12431E+16;;0.0;very low;0.0;0.0;C;1178.01;130.43;153644.82;0.53;80774.57;0.25;True;True;1019;0.0;0.0;153644.82;0.5257227025291188;0.25;0.25;20193.6425;20193.6425;0.0
Ebensfeld;Landkreis Lichtenfels;5,00683E+15;1,09628E+16;;0.0;very low;0.0;0.0;H;1178.01;80.0;94241.17;0.52;49039.41;0.25;True;True;1020;0.0;0.0;94241.17;0.5203607934833577;0.25;0.25;12259.8525;12259.8525;0.0
Ebensfeld;Landkreis Lichtenfels;5,00812E+15;1,09341E+16;;0.0;very low;0.0;0.0;E;1178.01;85.38;100578.64;0.75;75433.98;0.3;True;True;1021;0.0;0.0;100578.64;0.75;0.3;0.3;22630.194;22630.194;0.0
Stockheim;Landkreis Kronach;5,03003E+15;1,13134E+16;;0.0;very low;0.0;0.0;D;685.48;80.0;54838.79;0.5;27153.25;0.2;True;True;1022;0.0;0.0;54838.79;0.49514677475560637;0.2;0.2;5430.650000000001;5430.650000000001;0.0
Reichenbach;Landkreis Kronach;5,03616E+15;1,13743E+16;;0.0;very low;0.0;0.0;C;685.48;120.2;82394.87;0.7;57347.18;0.3;True;True;1023;0.0;0.0;82394.87;0.6960042536628798;0.3;0.3;17204.154;17204.154;0.0
Teuschnitz;Landkreis Kronach;5,04026E+15;1,14117E+14;;0.0;very low;0.0;0.0;F;685.48;145.45;99704.01;0.66;66096.75;0.3;True;True;1024;0.0;0.0;99704.01;0.6629297056357112;0.3;0.3;19829.024999999998;19829.024999999998;0.0
Kulmbach;Landkreis Kulmbach;5,02058E+15;1,12973E+16;;0.0;very low;0.0;0.0;D;1044.87;80.0;83589.63;0.69;58047.37;0.3;True;True;1025;0.0;0.0;83589.63;0.6944326706554389;0.3;0.3;17414.211;17414.211;0.0
Weißenbrunn;Landkreis Kronach;5,02095E+15;1,13129E+16;;0.0;very low;0.0;0.0;G;685.48;140.62;96395.95;0.55;53336.05;0.25;True;True;1026;0.0;0.0;96395.95;0.5533017725329747;0.25;0.25;13334.0125;13334.0125;0.0
Küps;Landkreis Kronach;5,01668E+15;1,13134E+16;;0.0;very low;0.0;0.0;A+;685.48;129.81;88985.32;0.59;52190.74;0.25;True;True;1027;0.0;0.0;88985.32;0.5865095501145582;0.25;0.25;13047.685;13047.685;0.0
Küps;Landkreis Kronach;5,01947E+15;1,12596E+16;;0.0;very low;0.0;0.0;B;685.48;153.97;105544.26;0.7;73587.9;0.3;True;True;1028;0.0;0.0;105544.26;0.6972231365305891;0.3;0.3;22076.37;22076.37;0.0
Steinwiesen;Landkreis Kronach;5,03545E+15;1,14338E+15;;0.0;very low;0.0;0.0;B;685.48;145.17;99508.97;0.64;63818.04;0.3;True;True;1029;0.0;0.0;99508.97;0.6413295203437439;0.3;0.3;19145.412;19145.412;0.0
Marktrodach;Landkreis Kronach;5,02798E+15;1,14068E+16;;0.0;very low;0.0;0.0;G;685.48;150.37;103073.56;0.42;43713.09;0.2;True;True;1030;0.0;0.0;103073.56;0.4240960533428747;0.2;0.2;8742.618;8742.618;0.0
Mitwitz;Landkreis Kronach;5,02514E+15;1,12454E+16;;0.0;very low;0.0;0.0;D;685.48;102.58;70314.89;0.75;52736.17;0.3;True;True;1031;0.0;0.0;70314.89;0.750000035554347;0.3;0.3;15820.850999999999;15820.850999999999;0.0
Ludwigsstadt;Landkreis Kronach;5,04717E+15;1,13361E+16;;0.0;very low;0.0;0.0;E;685.48;80.0;54838.79;0.57;30991.67;0.25;True;True;1032;0.0;0.0;54838.79;0.5651413898811407;0.25;0.25;7747.9175;7747.9175;0.0
Tettau;Landkreis Kronach;5,0406E+15;1,12689E+16;;0.0;very low;0.0;0.0;A;685.48;89.32;61226.8;0.59;35895.48;0.25;True;True;1033;0.0;0.0;61226.8;0.5862707180515722;0.25;0.25;8973.87;8973.87;0.0
Kronach;Landkreis Kronach;5,02189E+16;1,13839E+15;;0.0;very low;0.0;0.0;E;685.48;119.87;82168.21;0.46;37923.13;0.2;True;True;1034;0.0;0.0;82168.21;0.46153043859662995;0.2;0.2;7584.626;7584.626;0.0
Kronach;Landkreis Kronach;5,02928E+15;1,1313E+16;;0.0;very low;0.0;0.0;A;685.48;80.0;54838.79;0.64;34877.64;0.3;True;True;1035;0.0;0.0;54838.79;0.6360030919719417;0.3;0.3;10463.292;10463.292;0.0
Kronach;Landkreis Kronach;5,02302E+16;1,13048E+15;;0.0;very low;0.0;0.0;C;685.48;115.99;79506.17;0.73;58164.3;0.3;True;True;1036;0.0;0.0;79506.17;0.7315696379287293;0.3;0.3;17449.29;17449.29;0.0
Kronach;Landkreis Kronach;5,02578E+15;1,12728E+16;;0.0;very low;0.0;0.0;E;685.48;83.66;57350.82;0.58;33054.63;0.25;True;True;1037;0.0;0.0;57350.82;0.576358454857315;0.25;0.25;8263.6575;8263.6575;0.0
Kronach;Landkreis Kronach;5,02017E+15;1,13786E+16;;0.0;very low;0.0;0.0;C;685.48;80.0;54838.79;0.65;35815.53;0.3;True;True;1038;0.0;0.0;54838.79;0.6531057669215531;0.3;0.3;10744.659;10744.659;0.0
Wallenfels;Landkreis Kronach;5,02851E+15;1,15079E+15;;0.0;very low;0.0;0.0;D;685.48;159.35;109231.89;0.61;66306.48;0.3;True;True;1039;0.0;0.0;109231.89;0.6070249265118456;0.3;0.3;19891.944;19891.944;0.0
Steinbach am Wald;Landkreis Kronach;5,04335E+15;1,13237E+16;;0.0;very low;0.0;0.0;D;685.48;117.44;80500.65;0.68;54556.16;0.3;True;True;1040;0.0;0.0;80500.65;0.6777108010929105;0.3;0.3;16366.848;16366.848;0.0
Pressig;Landkreis Kronach;5,03661E+15;1,13064E+15;;0.0;very low;0.0;0.0;D;685.48;80.0;54838.79;0.48;26581.42;0.2;True;True;1041;0.0;0.0;54838.79;0.4847193017934932;0.2;0.2;5316.284;5316.284;0.0
Wilhelmsthal;Landkreis Kronach;5,03201E+15;1,14049E+16;;0.0;very low;0.0;0.0;G;685.48;80.0;54838.79;0.61;33276.69;0.3;True;True;1042;0.0;0.0;54838.79;0.606809340614554;0.3;0.3;9983.007;9983.007;0.0
Großheirath;Landkreis Coburg;5,01821E+14;1,09098E+16;;0.0;very low;0.0;0.0;E;967.38;80.0;77390.1;0.64;49485.0;0.3;True;True;1043;0.0;0.0;77390.1;0.6394228719177258;0.3;0.3;14845.5;14845.5;0.0
Eltmann;Landkreis Haßberge;4,99412E+15;1,07097E+16;;0.0;very low;0.0;0.0;A+;1063.59;148.67;158119.4;0.45;70575.77;0.2;True;True;1044;0.0;0.0;158119.4;0.4463447875466262;0.2;0.2;14115.154000000002;14115.154000000002;0.0
Königsberg in Bayern;Landkreis Haßberge;5,00834E+16;1,05266E+16;;0.0;very low;0.0;0.0;C;1063.59;145.71;154974.4;0.62;96178.02;0.3;True;True;1045;0.0;0.0;154974.4;0.6206058549024872;0.3;0.3;28853.406;28853.406;0.0
Oberaurach;Landkreis Haßberge;4,99354E+15;1,05935E+16;;0.0;very low;0.0;0.0;C;1063.59;140.87;149828.39;0.71;106619.46;0.3;True;True;1046;0.0;0.0;149828.39;0.7116105298868926;0.3;0.3;31985.838;31985.838;0.0
Wonfurt;Landkreis Haßberge;4,9989E+15;1,04566E+16;;0.0;very low;0.0;0.0;A;1063.59;101.56;108022.91;0.74;80171.51;0.3;True;True;1047;0.0;0.0;108022.91;0.7421713597606285;0.3;0.3;24051.452999999998;24051.452999999998;0.0
Zeil am Main;Landkreis Haßberge;5,00089E+15;1,06129E+15;;0.0;very low;0.0;0.0;G;1063.59;128.04;136187.84;0.7;95386.03;0.3;True;True;1048;0.0;0.0;136187.84;0.7004004909689441;0.3;0.3;28615.808999999997;28615.808999999997;0.0
Zeil am Main;Landkreis Haßberge;5,00407E+14;1,06111E+16;;0.0;very low;0.0;0.0;A+;1063.59;101.51;107967.16;0.43;46494.67;0.2;True;True;1049;0.0;0.0;107967.16;0.4306371492961378;0.2;0.2;9298.934;9298.934;0.0
Ebelsbach;Landkreis Haßberge;4,99983E+15;1,07257E+16;;0.0;very low;0.0;0.0;E;1063.59;160.11;170289.71;0.64;109406.29;0.3;True;True;1050;0.0;0.0;170289.71;0.6424715269055306;0.3;0.3;32821.886999999995;32821.886999999995;0.0
Knetzgau;Landkreis Haßberge;4,9975E+15;1,05366E+16;;0.0;very low;0.0;0.0;A;1063.59;96.56;102697.88;0.75;77023.41;0.3;True;True;1051;0.0;0.0;102697.88;0.75;0.3;0.3;23107.023;23107.023;0.0
Knetzgau;Landkreis Haßberge;4,99613E+15;1,05517E+16;;0.0;very low;0.0;0.0;C;1063.59;94.94;100980.07;0.55;55317.37;0.25;True;True;1052;0.0;0.0;100980.07;0.547804829210358;0.25;0.25;13829.3425;13829.3425;0.0
Zellingen;Landkreis Main-Spessart;4,98879E+15;9,81504E+15;;0.0;very low;0.0;0.0;F;1215.46;146.09;177562.91;0.42;74910.36;0.2;True;True;1053;0.0;0.0;177562.91;0.4218806731653587;0.2;0.2;14982.072;14982.072;0.0
Zellingen;Landkreis Main-Spessart;4,99182E+16;9,72497E+15;;0.0;very low;0.0;0.0;C;1215.46;80.0;97236.92;0.47;45515.89;0.2;True;True;1054;0.0;0.0;97236.92;0.46809267508678803;0.2;0.2;9103.178;9103.178;0.0
Frammersbach;Landkreis Main-Spessart;5,00753E+15;9,37398E+15;;0.0;very low;0.0;0.0;A;1215.46;102.05;124034.78;0.61;76011.03;0.3;True;True;1055;0.0;0.0;124034.78;0.6128202912118682;0.3;0.3;22803.308999999997;22803.308999999997;0.0
Gemünden am Main;Landkreis Main-Spessart;5,00573E+16;9,67145E+15;;0.0;very low;0.0;0.0;E;1215.46;145.61;176978.03;0.53;93270.71;0.25;True;True;1056;0.0;0.0;176978.03;0.5270185796508189;0.25;0.25;23317.6775;23317.6775;0.0
Gemünden am Main;Landkreis Main-Spessart;5,00647E+16;9,63302E+15;;0.0;very low;0.0;0.0;D;1215.46;80.0;97236.92;0.66;64111.84;0.3;True;True;1057;0.0;0.0;97236.92;0.6593363919795073;0.3;0.3;19233.552;19233.552;0.0
Gemünden am Main;Landkreis Main-Spessart;5,00666E+15;9,6309E+15;;0.0;very low;0.0;0.0;C;1215.46;81.1;98578.41;0.72;71275.23;0.3;True;True;1058;0.0;0.0;98578.41;0.7230308340335373;0.3;0.3;21382.569;21382.569;0.0
Rieneck;Landkreis Main-Spessart;5,01076E+15;9,64761E+14;;0.0;very low;0.0;0.0;E;1215.46;126.03;153188.24;0.53;81081.89;0.25;True;True;1059;0.0;0.0;153188.24;0.529295786673964;0.25;0.25;20270.4725;20270.4725;0.0
Partenstein;Landkreis Main-Spessart;5,00472E+16;9,51201E+15;;0.0;very low;0.0;0.0;F;1215.46;111.61;135653.22;0.5;67646.26;0.2;True;True;1060;0.0;0.0;135653.22;0.4986705070473078;0.2;0.2;13529.252;13529.252;0.0
Karlstadt;Landkreis Main-Spessart;4,99975E+15;9,64074E+15;;0.0;very low;0.0;0.0;C;1215.46;80.0;97236.92;0.63;61407.57;0.3;True;True;1061;0.0;0.0;97236.92;0.6315252478173928;0.3;0.3;18422.271;18422.271;0.0
Karlstadt;Landkreis Main-Spessart;5,00063E+15;9,7684E+15;;0.0;very low;0.0;0.0;H;1215.46;117.95;143366.34;0.55;78948.74;0.25;True;True;1062;0.0;0.0;143366.34;0.5506783530918067;0.25;0.25;19737.185;19737.185;0.0
Karlstadt;Landkreis Main-Spessart;4,9941E+15;9,8305E+15;;0.0;very low;0.0;0.0;E;1215.46;146.97;178630.52;0.47;84665.79;0.2;True;True;1063;0.0;0.0;178630.52;0.4739715811161497;0.2;0.2;16933.158;16933.158;0.0
Karlstadt;Landkreis Main-Spessart;4,99382E+14;9,73623E+15;;0.0;very low;0.0;0.0;C;1215.46;167.42;203498.42;0.54;110129.45;0.25;True;True;1064;0.0;0.0;203498.42;0.5411808602740011;0.25;0.25;27532.3625;27532.3625;0.0
Lohr am Main;Landkreis Main-Spessart;5,01032E+15;9,57794E+15;;0.0;very low;0.0;0.0;F;1215.46;93.2;113281.31;0.69;78108.38;0.3;True;True;1065;0.0;0.0;113281.31;0.6895080927295067;0.3;0.3;23432.514;23432.514;0.0
Lohr am Main;Landkreis Main-Spessart;5,00854E+15;9,52829E+15;;0.0;very low;0.0;0.0;C;1215.46;80.0;97236.92;0.65;63315.12;0.3;True;True;1066;0.0;0.0;97236.92;0.6511427963781659;0.3;0.3;18994.536;18994.536;0.0
Lohr am Main;Landkreis Main-Spessart;4,99842E+15;9,58328E+14;;0.0;very low;0.0;0.0;E;1215.46;149.9;182198.42;0.47;85195.98;0.2;True;True;1067;0.0;0.0;182198.42;0.46759999345768194;0.2;0.2;17039.196;17039.196;0.0
Lohr am Main;Landkreis Main-Spessart;5,00865E+15;9,52992E+15;;0.0;very low;0.0;0.0;G;1215.46;80.0;97236.92;0.68;66038.96;0.3;True;True;1068;0.0;0.0;97236.92;0.6791552015427885;0.3;0.3;19811.688000000002;19811.688000000002;0.0
Burgsinn;Landkreis Main-Spessart;5,01656E+15;9,69855E+15;;0.0;very low;0.0;0.0;E;1215.46;157.17;191038.99;0.42;80102.37;0.2;True;True;1069;0.0;0.0;191038.99;0.4192985421457682;0.2;0.2;16020.474;16020.474;0.0
Erlenbach b. Marktheidenfeld;Landkreis Main-Spessart;4,98277E+16;9,61912E+14;;0.0;very low;0.0;0.0;D;1215.46;155.9;189487.3;0.46;87157.72;0.2;True;True;1070;0.0;0.0;189487.3;0.459966024108212;0.2;0.2;17431.544;17431.544;0.0
Arnstein;Landkreis Main-Spessart;4,99749E+15;9,98663E+15;;0.0;very low;0.0;0.0;A+;1215.46;106.87;129895.15;0.44;57709.08;0.2;True;True;1071;0.0;0.0;129895.15;0.4442743243300462;0.2;0.2;11541.816;11541.816;0.0
Arnstein;Landkreis Main-Spessart;4,99889E+15;9,9126E+15;;0.0;very low;0.0;0.0;G;1215.46;148.87;180947.98;0.69;124133.05;0.3;True;True;1072;0.0;0.0;180947.98;0.6860151188203372;0.3;0.3;37239.915;37239.915;0.0
Steinfeld;Landkreis Main-Spessart;4,99706E+16;9,60862E+15;;0.0;very low;0.0;0.0;A;1215.46;98.95;120266.43;0.49;58955.26;0.2;True;True;1073;0.0;0.0;120266.43;0.4902054546725965;0.2;0.2;11791.052000000001;11791.052000000001;0.0
Hafenlohr;Landkreis Main-Spessart;4,99414E+15;9,51151E+15;;0.0;very low;0.0;0.0;C;1215.46;96.11;116821.5;0.63;74115.26;0.3;True;True;1074;0.0;0.0;116821.5;0.6344316756761383;0.3;0.3;22234.577999999998;22234.577999999998;0.0
Rothenbuch;Landkreis Aschaffenburg;4,99429E+15;9,50639E+14;;0.0;very low;0.0;0.0;E;1882.22;81.96;154273.88;0.43;65576.28;0.2;True;True;1075;0.0;0.0;154273.88;0.4250640484312704;0.2;0.2;13115.256000000001;13115.256000000001;0.0
Faulbach;Landkreis Miltenberg;4,97776E+15;9,44588E+14;;0.0;very low;0.0;0.0;E;1448.46;133.56;193452.66;0.56;108297.41;0.25;True;True;1076;0.0;0.0;193452.66;0.5598134964905626;0.25;0.25;27074.3525;27074.3525;0.0
Kreuzwertheim;Landkreis Main-Spessart;4,97876E+15;9,54016E+15;;0.0;very low;0.0;0.0;B;1215.46;80.0;97236.92;0.58;56559.95;0.25;True;True;1077;0.0;0.0;97236.92;0.5816715502712344;0.25;0.25;14139.9875;14139.9875;0.0
Schwarzach am Main;Landkreis Kitzingen;4,9803E+15;1,02028E+16;;0.0;very low;0.0;0.0;G;1491.63;135.09;201500.09;0.49;99667.82;0.2;True;True;1078;0.0;0.0;201500.09;0.4946291587264304;0.2;0.2;19933.564000000002;19933.564000000002;0.0
Gollhofen;Landkreis Neustadt an der Aisch-Bad Windsheim;4,95557E+15;1,01127E+16;;0.0;very low;0.0;0.0;A+;1397.49;96.1;134302.7;0.49;65453.12;0.2;True;True;1079;0.0;0.0;134302.7;0.48735520581492403;0.2;0.2;13090.624000000002;13090.624000000002;0.0
Hemmersheim;Landkreis Neustadt an der Aisch-Bad Windsheim;4,9587E+15;1,01743E+15;;0.0;very low;0.0;0.0;D;1397.49;80.64;112697.95;0.42;47225.47;0.2;True;True;1080;0.0;0.0;112697.95;0.4190446232606716;0.2;0.2;9445.094000000001;9445.094000000001;0.0
Ippesheim;Landkreis Neustadt an der Aisch-Bad Windsheim;4,95689E+15;1,0113E+15;;0.0;very low;0.0;0.0;H;1397.49;151.27;211405.38;0.53;111362.75;0.25;True;True;1081;0.0;0.0;211405.38;0.5267734908165534;0.25;0.25;27840.6875;27840.6875;0.0
Oberickelsheim;Landkreis Neustadt an der Aisch-Bad Windsheim;4,96036E+15;1,02531E+16;;0.0;very low;0.0;0.0;D;1397.49;149.33;208683.96;0.43;90260.19;0.2;True;True;1082;0.0;0.0;208683.96;0.43252097573766574;0.2;0.2;18052.038;18052.038;0.0
Wiesentheid;Landkreis Kitzingen;4,98161E+15;1,02538E+15;;0.0;very low;0.0;0.0;B;1491.63;80.0;119330.54;0.47;56107.71;0.2;True;True;1083;0.0;0.0;119330.54;0.470187346843482;0.2;0.2;11221.542000000001;11221.542000000001;0.0
Marktbreit;Landkreis Kitzingen;4,9638E+15;1,01557E+16;;0.0;very low;0.0;0.0;D;1491.63;97.52;145471.36;0.43;61904.11;0.2;True;True;1084;0.0;0.0;145471.36;0.42554156364524265;0.2;0.2;12380.822;12380.822;0.0
Martinsheim;Landkreis Kitzingen;4,96264E+16;1,01244E+16;;0.0;very low;0.0;0.0;H;1491.63;133.02;198411.73;0.72;143008.21;0.3;True;True;1085;0.0;0.0;198411.73;0.7207648963093058;0.3;0.3;42902.462999999996;42902.462999999996;0.0
Segnitz;Landkreis Kitzingen;4,96271E+16;1,01132E+16;;0.0;very low;0.0;0.0;E;1491.63;104.22;155456.76;0.75;116592.57;0.3;True;True;1086;0.0;0.0;155456.76;0.75;0.3;0.3;34977.771;34977.771;0.0
Volkach;Landkreis Kitzingen;4,98734E+15;1,01774E+16;;0.0;very low;0.0;0.0;G;1491.63;81.67;121827.77;0.63;77062.48;0.3;True;True;1087;0.0;0.0;121827.77;0.6325526602021854;0.3;0.3;23118.744;23118.744;0.0
Volkach;Landkreis Kitzingen;4,98831E+15;1,02329E+16;;0.0;very low;0.0;0.0;F;1491.63;102.62;153077.87;0.55;84348.31;0.25;True;True;1088;0.0;0.0;153077.87;0.5510157020083961;0.25;0.25;21087.0775;21087.0775;0.0
Prichsenstadt;Landkreis Kitzingen;4,98469E+15;1,03283E+15;;0.0;very low;0.0;0.0;E;1491.63;149.9;223599.64;0.54;120085.97;0.25;True;True;1089;0.0;0.0;223599.64;0.5370579755852916;0.25;0.25;30021.4925;30021.4925;0.0
Iphofen;Landkreis Kitzingen;4,96704E+15;1,02692E+14;;0.0;very low;0.0;0.0;E;1491.63;80.0;119330.54;0.73;87042.35;0.3;True;True;1090;0.0;0.0;119330.54;0.7294222417832016;0.3;0.3;26112.705;26112.705;0.0
