ort;landkreis;latitude;longitude;GEB_HQ;AEP;flood_risk;Ueberschwemmungstiefe;Schadensfaktor;Energieklasse;Quadratmeterpreise;wohnflaeche;aktueller_immobilienwert;aktuelles_LtV;darlehenbetrag;Risikogewicht
Abensberg;Landkreis Kelheim;4,883,500,000,000,000,0;1,18684e+16;;0,0;very low;0,0;0,0;B;3488;60,0;209,280,0;0,6595;138,028,28;0,3
Abensberg;Landkreis Kelheim;4,881,930,000,000,000,0;1,18578e+16;;0,0;very low;0,0;0,0;E;3488;339,2;1,183,143,48;0,2236;264,533,45;0,2
Abensberg;Landkreis Kelheim;4,880,880,000,000,000,0;1,18801e+16;;0,0;very low;0,0;0,0;E;3488;132,06;460,609,74;0,4038;185,991,42;0,2
Riedenburg;Landkreis Kelheim;4,896,130,000,000,000,0;1,17052e+16;;0,0;very low;0,0;0,0;C;3488;60,0;209,280,0;0,4857;101,637,32;0,2
Hausen;Landkreis Kelheim;4,883,970,000,000,000,0;1,19743e+16;;0,0;very low;0,0;0,0;A+;3488;60,0;209,280,0;0,7106;148,716,48;0,3
Feucht;Landkreis Nürnberger Land;4,938,390,000,000,000,0;1,11924e+16;;0,0;very low;0,0;0,0;F;3585;140,89;505,106,14;0,2011;101,563,66;0,2
Feucht;Landkreis Nürnberger Land;4,937,950,000,000,000,0;1,128,200,000,000,000,0;;0,0;very low;0,0;0,0;C;3585;166,5;596,892,72;0,4649;277,503,96;0,2
Feucht;Landkreis Nürnberger Land;4,936,360,000,000,000,0;1,12474e+16;;0,0;very low;0,0;0,0;D;3585;60,0;215,100,0;0,7132;153,403,62;0,3
Kelheim;Landkreis Kelheim;4,891,250,000,000,000,0;1,187,180,000,000,000,0;;0,0;very low;0,0;0,0;D;3488;60,0;209,280,0;0,5465;114,362,05;0,25
Kelheim;Landkreis Kelheim;4,89035e+16;1,18397e+16;;0,0;very low;0,0;0,0;F;3488;167,72;585,015,74;0,1419;83,001,6;0,2
Kelheim;Landkreis Kelheim;4,892,130,000,000,000,0;1,19462e+16;;0,0;very low;0,0;0,0;G;3488;115,45;402,680,0;0,3809;153,370,95;0,2
Kelheim;Landkreis Kelheim;4,89328e+16;1,19633e+16;;0,0;very low;0,0;0,0;F;3488;60,0;209,280,0;0,5969;124,914,37;0,25
Lauf an der Pegnitz;Landkreis Nürnberger Land;4,952,470,000,000,000,0;1,122,310,000,000,000,0;;0,0;very low;0,0;0,0;F;3585;60,0;215,100,0;0,4929;106,027,55;0,2
Lauf an der Pegnitz;Landkreis Nürnberger Land;4,956,060,000,000,000,0;1,12487e+16;;0,0;very low;0,0;0,0;B;3585;60,0;215,100,0;0,3992;85,861,05;0,2
Lauf an der Pegnitz;Landkreis Nürnberger Land;4,952,410,000,000,000,0;1,12282e+16;;0,0;very low;0,0;0,0;D;3585;66,58;238,672,17;0,4438;105,923,93;0,2
Lauf an der Pegnitz;Landkreis Nürnberger Land;4,954,040,000,000,000,0;1,12351e+16;;0,0;very low;0,0;0,0;B;3585;65,95;236,448,13;0,4636;109,614,8;0,2
Lauf an der Pegnitz;Landkreis Nürnberger Land;4,94955e+16;1,12707e+16;;0,0;very low;0,0;0,0;C;3585;60,0;215,100,0;0,4763;102,448,36;0,2
Lauf an der Pegnitz;Landkreis Nürnberger Land;4,953,470,000,000,000,0;1,12255e+16;;0,0;very low;0,0;0,0;G;3585;98,26;352,270,34;0,5419;190,889,03;0,25
Lauf an der Pegnitz;Landkreis Nürnberger Land;4,955,940,000,000,000,0;1,1233e+16;;0,0;very low;0,0;0,0;E;3585;94,25;337,873,73;0,5151;174,052,92;0,25
Leinburg;Landkreis Nürnberger Land;4,94334e+16;1,13423e+16;;0,0;very low;0,0;0,0;D;3585;60,0;215,100,0;0,6462;139,008,04;0,3
Leinburg;Landkreis Nürnberger Land;4,943,150,000,000,000,0;1,13546e+16;;0,0;very low;0,0;0,0;C;3585;294,13;1,054,473,29;0,1931;203,600,66;0,2
Hartenstein;Landkreis Nürnberger Land;4,96438e+16;1,14734e+16;;0,0;very low;0,0;0,0;A;3585;164,93;591,285,48;0,1542;91,188,07;0,2
Velden;Landkreis Nürnberger Land;4,958,210,000,000,000,0;1,1531e+16;;0,0;very low;0,0;0,0;A;3585;60,0;215,100,0;0,4727;101,670,79;0,2
Waldkirchen;Landkreis Freyung-Grafenau;487,769,000,000,000,0;1,35887e+16;;0,0;very low;0,0;0,0;H;2122;485,42;1,030,070,75;0,1583;163,089,77;0,2
Waldkirchen;Landkreis Freyung-Grafenau;4,870,630,000,000,000,0;1,36161e+16;;0,0;very low;0,0;0,0;A+;2122;244,18;518,156,7;0,2235;115,803,14;0,2
Waldkirchen;Landkreis Freyung-Grafenau;4,86894e+16;1,36054e+16;;0,0;very low;0,0;0,0;F;2122;96,87;205,560,56;0,5661;116,374,06;0,25
Mauth;Landkreis Freyung-Grafenau;489,086,000,000,000,0;1,35149e+16;;0,0;very low;0,0;0,0;F;2122;181,79;385,756,16;0,3573;137,813,14;0,2
Winkelhaid;Landkreis Nürnberger Land;4,94279e+16;1,131,660,000,000,000,0;;0,0;very low;0,0;0,0;C;3585;109,86;393,840,93;0,4482;176,512,98;0,2
Schwaig bei Nürnberg;Landkreis Nürnberger Land;4,947,640,000,000,000,0;1,121,220,000,000,000,0;;0,0;very low;0,0;0,0;B;3585;63,25;226,765,43;0,4765;108,047,32;0,2
Schwaig bei Nürnberg;Landkreis Nürnberger Land;4,950,890,000,000,000,0;1,12053e+16;;0,0;very low;0,0;0,0;A;3585;108,29;388,224,77;0,1375;53,374,28;0,2
Neureichenau;Landkreis Freyung-Grafenau;4,875,940,000,000,000,0;1,37886e+16;;0,0;very low;0,0;0,0;D;2122;228,56;484,994,31;0,2332;113,113,37;0,2
Hinterschmiding;Landkreis Freyung-Grafenau;488,295,000,000,000,0;1,35763e+16;;0,0;very low;0,0;0,0;E;2122;101,35;215,066,22;0,4746;102,070,89;0,2
Jandelsbrunn;Landkreis Freyung-Grafenau;4,869,650,000,000,000,0;1,367,350,000,000,000,0;;0,0;very low;0,0;0,0;C;2122;131,33;278,675,36;0,5096;142,023,94;0,25
Röhrnbach;Landkreis Freyung-Grafenau;4,872,950,000,000,000,0;1,35139e+16;;0,0;very low;0,0;0,0;E;2122;398,79;846,237,01;0,297;251,307,65;0,2
Engelthal;Landkreis Nürnberger Land;4,946,340,000,000,000,0;1,136,310,000,000,000,0;;0,0;very low;0,0;0,0;G;3585;60,0;215,100,0;0,4392;94,461,78;0,2
Offenhausen;Landkreis Nürnberger Land;49,438,000,000,000,0;1,14289e+16;;0,0;very low;0,0;0,0;G;3585;419,29;1,503,140,34;0,0681;102,366,72;0,2
Arnstorf;Landkreis Rottal-Inn;4,853,050,000,000,000,0;1,282,900,000,000,000,0;;0,0;very low;0,0;0,0;D;2273;75,78;172,243,15;0,7201;124,027,92;0,3
Arnstorf;Landkreis Rottal-Inn;4,854,890,000,000,000,0;1,28661e+16;;0,0;very low;0,0;0,0;A+;2273;122,22;277,796,41;0,47;130,565,66;0,2
Roßbach;Landkreis Rottal-Inn;4,858,570,000,000,000,0;1,28881e+16;;0,0;very low;0,0;0,0;A;2273;85,21;193,671,8;0,6343;122,846,7;0,3
Geiersthal;Landkreis Regen;490,192,000,000,000,0;130,534,000,000,000,0;;0,0;very low;0,0;0,0;B;1876;909,89;1,706,956,62;0,1022;174,513,81;0,2
Teisnach;Landkreis Regen;4,899,430,000,000,000,0;1,30434e+16;;0,0;very low;0,0;0,0;E;1876;136,32;255,736,11;0,2832;72,430,73;0,2
Rinchnach;Landkreis Regen;4,892,480,000,000,000,0;1,31942e+16;;0,0;very low;0,0;0,0;D;1876;119,13;223,493,51;0,4088;91,373,85;0,2
Frauenau;Landkreis Regen;4,901,150,000,000,000,0;1,3281e+16;;0,0;very low;0,0;0,0;G;1876;338,88;635,737,54;0,3627;230,601,95;0,2
Bodenmais;Landkreis Regen;4,911,080,000,000,000,0;1,31303e+16;;0,0;very low;0,0;0,0;C;1876;116,55;218,657,13;0,6819;149,104,1;0,3
Viechtach;Landkreis Regen;4,911,990,000,000,000,0;1,29326e+16;;0,0;very low;0,0;0,0;F;1876;87,48;164,120,73;0,5024;82,453,46;0,25
Viechtach;Landkreis Regen;4,907,340,000,000,000,0;1,2983e+16;;0,0;very low;0,0;0,0;H;1876;264,06;495,381,19;0,2648;131,167,39;0,2
Drachselsried;Landkreis Regen;4,910,830,000,000,000,0;1,30357e+16;;0,0;very low;0,0;0,0;F;1876;178,18;334,271,67;0,3336;111,521,72;0,2
Gotteszell;Landkreis Regen;4,89796e+16;1,29737e+16;;0,0;very low;0,0;0,0;H;1876;253,2;474,996,4;0,2165;102,839,92;0,2
Ruhmannsfelden;Landkreis Regen;4,895,800,000,000,000,0;1,29445e+16;;0,0;very low;0,0;0,0;B;1876;129,62;243,157,96;0,29;70,516,31;0,2
Zachenberg;Landkreis Regen;4,89871e+16;1,30099e+16;;0,0;very low;0,0;0,0;D;1876;483,2;906,474,08;0,4027;365,000,35;0,2
Prackenbach;Landkreis Regen;4,911,060,000,000,000,0;1,280,220,000,000,000,0;;0,0;very low;0,0;0,0;C;1876;68,62;128,725,23;0,7186;92,495,88;0,3
Regen;Landkreis Regen;4,896,770,000,000,000,0;1,3079e+16;;0,0;very low;0,0;0,0;G;1876;178,86;335,537,21;0,7222;242,311,63;0,3
Regen;Landkreis Regen;4,898,770,000,000,000,0;1,313,850,000,000,000,0;;0,0;very low;0,0;0,0;H;1876;73,67;138,206,4;0,4545;62,811,61;0,2
Regen;Landkreis Regen;4,897,900,000,000,000,0;1,31547e+16;;0,0;very low;0,0;0,0;F;1876;667,61;1,252,441,54;0,0865;108,372,24;0,2
Kollnburg;Landkreis Regen;4,905,820,000,000,000,0;1,281,470,000,000,000,0;;0,0;very low;0,0;0,0;F;1876;96,71;181,437,17;0,7178;130,231,96;0,3
Bischofsmais;Landkreis Regen;4,888,760,000,000,000,0;1,30842e+16;;0,0;very low;0,0;0,0;A+;1876;148,02;277,683,83;0,3457;96,000,18;0,2
Lindberg;Landkreis Regen;4,900,100,000,000,000,0;1,32366e+16;;0,0;very low;0,0;0,0;C;1876;60,0;112,560,0;0,6735;75,814,53;0,3
Lindberg;Landkreis Regen;4,901,850,000,000,000,0;1,32116e+16;;0,0;very low;0,0;0,0;C;1876;63,31;118,774,78;0,6744;80,098,67;0,3
Lindberg;Landkreis Regen;4,903,410,000,000,000,0;1,33593e+16;;0,0;very low;0,0;0,0;H;1876;130,98;245,713,24;0,4068;99,945,95;0,2
Zwiesel;Landkreis Regen;4,910,060,000,000,000,0;1,32367e+16;;0,0;very low;0,0;0,0;F;1876;69,08;129,585,95;0,5074;65,755,48;0,25
Zwiesel;Landkreis Regen;490,570,000,000,000,0;1,324,510,000,000,000,0;;0,0;very low;0,0;0,0;F;1876;260,76;489,188,68;0,2039;99,736,64;0,2
Zwiesel;Landkreis Regen;4,908,300,000,000,000,0;1,33207e+16;;0,0;very low;0,0;0,0;H;1876;354,18;664,432,45;0,1289;85,642,37;0,2
Langdorf;Landkreis Regen;4,90572e+16;1,31597e+16;;0,0;very low;0,0;0,0;F;1876;272,32;510,864,97;0,2039;104,179,96;0,2
Kirchberg i.Wald;Landkreis Regen;4,889,190,000,000,000,0;1,31653e+16;;0,0;very low;0,0;0,0;H;1876;117,15;219,778,69;0,2743;60,289,74;0,2
Kirchdorf im Wald;Landkreis Regen;4,891,270,000,000,000,0;1,32458e+16;;0,0;very low;0,0;0,0;E;1876;586,67;1,100,599,91;0,2119;233,242,34;0,2
Hohenau;Landkreis Freyung-Grafenau;488,375,000,000,000,0;1,35142e+16;;0,0;very low;0,0;0,0;C;2122;60,0;127,320,0;0,6622;84,315,28;0,3
Perlesreut;Landkreis Freyung-Grafenau;4,877,760,000,000,000,0;1,3465e+16;;0,0;very low;0,0;0,0;H;2122;60,0;127,320,0;0,6898;87,820,45;0,3
Waldaschaff;Landkreis Aschaffenburg;4,995,790,000,000,000,0;9,344,040,000,000,000,0;;0,0;very low;0,0;0,0;G;3619;60,0;217,140,0;0,4178;90,719,68;0,2
Weibersbrunn;Landkreis Aschaffenburg;4,992,940,000,000,000,0;9,449,960,000,000,000,0;;0,0;very low;0,0;0,0;G;3619;60,0;217,140,0;0,6339;137,644,78;0,3
Saldenburg;Landkreis Freyung-Grafenau;4,8765e+16;1,3338e+16;;0,0;very low;0,0;0,0;A+;2122;243,79;517,328,76;0,1601;82,829,52;0,2
Spiegelau;Landkreis Freyung-Grafenau;4,897,710,000,000,000,0;1,33772e+16;;0,0;very low;0,0;0,0;E;2122;747,67;1,586,547,23;0,1006;159,635,37;0,2
Hunding;Landkreis Deggendorf;4,885,090,000,000,000,0;1,31472e+16;;0,0;very low;0,0;0,0;G;2884;60,0;173,040,0;0,5915;102,349,83;0,25
Lalling;Landkreis Deggendorf;4,885,500,000,000,000,0;131,471,000,000,000,0;;0,0;very low;0,0;0,0;A;2884;60,0;173,040,0;0,6434;111,332,29;0,3
Deggendorf;Landkreis Deggendorf;4,887,850,000,000,000,0;1,305,420,000,000,000,0;;0,0;very low;0,0;0,0;G;2884;124,07;357,811,7;0,4487;160,545,56;0,2
Deggendorf;Landkreis Deggendorf;4,882,740,000,000,000,0;1,29475e+16;;0,0;very low;0,0;0,0;G;2884;112,16;323,482,59;0,4972;160,826,4;0,2
Deggendorf;Landkreis Deggendorf;4,882,490,000,000,000,0;1,30225e+16;;0,0;very low;0,0;0,0;C;2884;92,92;267,987,79;0,2705;72,490,87;0,2
Deggendorf;Landkreis Deggendorf;4,88451e+16;1,29877e+16;;0,0;very low;0,0;0,0;A+;2884;178,63;515,167,83;0,4685;241,372,52;0,2
Deggendorf;Landkreis Deggendorf;4,884,880,000,000,000,0;1,30179e+16;;0,0;very low;0,0;0,0;C;2884;314,23;906,249,52;0,1665;150,886,1;0,2
Deggendorf;Landkreis Deggendorf;4,886,050,000,000,000,0;1,303,110,000,000,000,0;;0,0;very low;0,0;0,0;C;2884;60,0;173,040,0;0,4058;70,227,63;0,2
Deggendorf;Landkreis Deggendorf;4,881,810,000,000,000,0;128,785,000,000,000,0;;0,0;very low;0,0;0,0;G;2884;65,18;187,967,66;0,3151;59,226,54;0,2
Deggendorf;Landkreis Deggendorf;4,88454e+16;1,29755e+16;;0,0;very low;0,0;0,0;C;2884;60,0;173,040,0;0,542;93,780,42;0,25
Deggendorf;Landkreis Deggendorf;4,88079e+16;1,30061e+16;;0,0;very low;0,0;0,0;D;2884;78,4;226,099,49;0,4178;94,462,61;0,2
Aholming;Landkreis Deggendorf;4,873,640,000,000,000,0;1,28513e+16;;0,0;very low;0,0;0,0;F;2884;179,11;516,546,92;0,2599;134,237,58;0,2
Künzing;Landkreis Deggendorf;4,863,260,000,000,000,0;1,305,010,000,000,000,0;;0,0;very low;0,0;0,0;F;2884;79,44;229,094,5;0,4397;100,734,78;0,2
Plattling;Landkreis Deggendorf;4,879,120,000,000,000,0;1,29498e+16;;0,0;very low;0,0;0,0;F;2884;60,0;173,040,0;0,7269;125,778,11;0,3
Plattling;Landkreis Deggendorf;4,880,090,000,000,000,0;1,28805e+16;;0,0;very low;0,0;0,0;F;2884;91,43;263,693,93;0,4091;107,876,93;0,2
Plattling;Landkreis Deggendorf;4,876,360,000,000,000,0;1,28593e+16;;0,0;very low;0,0;0,0;H;2884;60,0;173,040,0;0,523;90,502,3;0,25
Hengersberg;Landkreis Deggendorf;4,876,330,000,000,000,0;131,316,000,000,000,0;;0,0;very low;0,0;0,0;F;2884;60,0;173,040,0;0,6523;112,877,07;0,3
Hengersberg;Landkreis Deggendorf;4,877,840,000,000,000,0;1,30882e+16;;0,0;very low;0,0;0,0;C;2884;106,58;307,365,13;0,5157;158,519,21;0,25
Moos;Landkreis Deggendorf;4,876,680,000,000,000,0;1,299,020,000,000,000,0;;0,0;very low;0,0;0,0;F;2884;122,46;353,182,54;0,3155;111,428,57;0,2
Osterhofen;Landkreis Deggendorf;4,865,260,000,000,000,0;1,29454e+16;;0,0;very low;0,0;0,0;A;2884;72,47;209,002,61;0,5495;114,850,74;0,25
Osterhofen;Landkreis Deggendorf;4,86864e+16;1,295,600,000,000,000,0;;0,0;very low;0,0;0,0;C;2884;104,55;301,526,83;0,2662;80,280,9;0,2
Osterhofen;Landkreis Deggendorf;4,863,580,000,000,000,0;1,29811e+16;;0,0;very low;0,0;0,0;D;2884;60,0;173,040,0;0,4988;86,308,42;0,2
Schöllnach;Landkreis Deggendorf;4,874,460,000,000,000,0;1,31802e+16;;0,0;very low;0,0;0,0;E;2884;60,0;173,040,0;0,5114;88,493,69;0,25
Grafling;Landkreis Deggendorf;4,894,120,000,000,000,0;1,3003e+16;;0,0;very low;0,0;0,0;A+;2884;137,16;395,580,48;0,5061;200,206,32;0,25
Offenberg;Landkreis Deggendorf;4,889,040,000,000,000,0;1,2892e+16;;0,0;very low;0,0;0,0;C;2884;60,0;173,040,0;0,5538;95,825,5;0,25
Reichenberg;Landkreis Würzburg;4,973,740,000,000,000,0;987,977,000,000,000,0;;0,0;very low;0,0;0,0;E;3022;237,73;718,411,45;0,0934;67,110,94;0,2
Bernried;Landkreis Deggendorf;4,892,520,000,000,000,0;1,29456e+16;;0,0;very low;0,0;0,0;A+;2884;243,68;702,769,22;0,2286;160,644,2;0,2
Stephansposching;Landkreis Deggendorf;4,881,760,000,000,000,0;1,28295e+16;;0,0;very low;0,0;0,0;F;2884;68,3;196,977,4;0,5987;117,924,23;0,25
Winzer;Landkreis Deggendorf;487,240,000,000,000,0;1,30737e+16;;0,0;very low;0,0;0,0;D;2884;78,9;227,539,91;0,4369;99,421,84;0,2
Passau;;4,859,150,000,000,000,0;1,34762e+16;;0,0;very low;0,0;0,0;H;3341;166,54;556,407,54;0,2575;143,284,66;0,2
Passau;;4,85898e+16;1,344,300,000,000,000,0;;0,0;very low;0,0;0,0;H;3341;60,0;200,460,0;0,4822;96,661,91;0,2
Passau;;4,85813e+16;1,34612e+16;;0,0;very low;0,0;0,0;B;3341;60,0;200,460,0;0,6093;122,130,41;0,3
Passau;;4,859,170,000,000,000,0;1,350,480,000,000,000,0;;0,0;very low;0,0;0,0;A+;3341;153,88;514,121,68;0,3678;189,105,25;0,2
Obernzell;Landkreis Passau;4,858,450,000,000,000,0;1,36198e+16;;0,0;very low;0,0;0,0;G;2727;192,04;523,687,43;0,3464;181,403,38;0,2
Bad Griesbach i.Rottal;Landkreis Passau;4,852,350,000,000,000,0;1,32052e+16;;0,0;very low;0,0;0,0;F;2727;60,0;163,620,0;0,5638;92,243,8;0,25
Bad Griesbach i.Rottal;Landkreis Passau;4,844,320,000,000,000,0;132,274,000,000,000,0;;0,0;very low;0,0;0,0;D;2727;198,88;542,347,33;0,1469;79,649,19;0,2
Neukirchen vorm Wald;Landkreis Passau;4,867,690,000,000,000,0;1,33813e+16;;0,0;very low;0,0;0,0;D;2727;264,13;720,294,73;0,2278;164,103,18;0,2
Neuburg am Inn;Landkreis Passau;4,852,180,000,000,000,0;1,34281e+16;;0,0;very low;0,0;0,0;F;2727;87,42;238,382,32;0,4781;113,972,78;0,2
Haarbach;Landkreis Passau;4,848,030,000,000,000,0;1,313,300,000,000,000,0;;0,0;very low;0,0;0,0;F;2727;147,83;403,119,73;0,1946;78,448,58;0,2
Neuhaus am Inn;Landkreis Passau;4,842,980,000,000,000,0;1,339,210,000,000,000,0;;0,0;very low;0,0;0,0;H;2727;535,57;1,460,505,73;0,0838;122,394,23;0,2
Wegscheid;Landkreis Passau;4,863,710,000,000,000,0;1,373,610,000,000,000,0;;0,0;very low;0,0;0,0;D;2727;60,0;163,620,0;0,4596;75,207,28;0,2
Wegscheid;Landkreis Passau;4,866,380,000,000,000,0;1,38061e+16;;0,0;very low;0,0;0,0;A;2727;67,22;183,307,27;0,6632;121,562,97;0,3
Fürstenstein;Landkreis Passau;4,86966e+16;1,33198e+16;;0,0;very low;0,0;0,0;G;2727;61,23;166,961,98;0,4501;75,153,5;0,2
Bad Füssing;Landkreis Passau;483,494,000,000,000,0;1,33064e+16;;0,0;very low;0,0;0,0;F;2727;163,78;446,634,76;0,2923;130,534,69;0,2
Bad Füssing;Landkreis Passau;4,8334e+16;1,333,220,000,000,000,0;;0,0;very low;0,0;0,0;A;2727;155,58;424,279,76;0,1656;70,254,37;0,2
Obernzell;Landkreis Passau;4,854,880,000,000,000,0;1,36715e+16;;0,0;very low;0,0;0,0;H;2727;60,0;163,620,0;0,5957;97,472,3;0,25
Obernzell;Landkreis Passau;4,853,640,000,000,000,0;1,37478e+16;;0,0;very low;0,0;0,0;E;2727;62,7;170,995,09;0,6373;108,967,57;0,3
Untergriesbach;Landkreis Passau;4,854,450,000,000,000,0;1,374,360,000,000,000,0;;0,0;very low;0,0;0,0;E;2727;77,57;211,532,91;0,4227;89,417,19;0,2
Untergriesbach;Landkreis Passau;4,855,360,000,000,000,0;1,37379e+16;;0,0;very low;0,0;0,0;F;2727;121,73;331,967,59;0,473;157,031,75;0,2
Kist;Landkreis Würzburg;4,973,250,000,000,000,0;9,805,640,000,000,000,0;;0,0;very low;0,0;0,0;G;3022;60,0;181,320,0;0,5099;92,451,19;0,25
Büchlberg;Landkreis Passau;486,805,000,000,000,0;1,35617e+16;;0,0;very low;0,0;0,0;B;2727;60,0;163,620,0;0,5452;89,197,74;0,25
Windorf;Landkreis Passau;4,864,810,000,000,000,0;1,32632e+16;;0,0;very low;0,0;0,0;E;2727;419,73;1,144,610,38;0,2808;321,371,35;0,2
Kößlarn;Landkreis Passau;4,837,750,000,000,000,0;1,31143e+16;;0,0;very low;0,0;0,0;F;2727;558,6;1,523,306,03;0,1497;228,057,93;0,2
Salzweg;Landkreis Passau;4,864,100,000,000,000,0;1,34914e+16;;0,0;very low;0,0;0,0;D;2727;60,0;163,620,0;0,6083;99,534,44;0,3
Salzweg;Landkreis Passau;4,862,020,000,000,000,0;1,35213e+16;;0,0;very low;0,0;0,0;C;2727;139,93;381,575,99;0,4301;164,124,13;0,2
Eging a.See;Landkreis Passau;4,870,690,000,000,000,0;1,32258e+16;;0,0;very low;0,0;0,0;F;2727;145,09;395,661,78;0,3143;124,375,79;0,2
Pocking;Landkreis Passau;4,840,390,000,000,000,0;1,327,890,000,000,000,0;;0,0;very low;0,0;0,0;A+;2727;60,0;163,620,0;0,7338;120,058,62;0,3
Pocking;Landkreis Passau;4,842,750,000,000,000,0;1,33664e+16;;0,0;very low;0,0;0,0;H;2727;60,0;163,620,0;0,3554;58,152,72;0,2
Pocking;Landkreis Passau;4,839,100,000,000,000,0;1,330,870,000,000,000,0;;0,0;very low;0,0;0,0;A;2727;185,98;507,154,61;0,1031;52,293,13;0,2
Pocking;Landkreis Passau;483,831,000,000,000,0;1,33648e+16;;0,0;very low;0,0;0,0;G;2727;87,05;237,389,7;0,2683;63,686,49;0,2
Tittling;Landkreis Passau;4,871,270,000,000,000,0;1,33778e+16;;0,0;very low;0,0;0,0;D;2727;105,0;286,326,58;0,4794;137,260,75;0,2
Witzmannsberg;Landkreis Passau;4,87364e+16;1,33814e+16;;0,0;very low;0,0;0,0;C;2727;72,0;196,331,7;0,4923;96,656,73;0,2
Aicha vorm Wald;Landkreis Passau;486,900,000,000,000,0;1,32633e+16;;0,0;very low;0,0;0,0;E;2727;72,55;197,855,0;0,6159;121,855,47;0,3
Hauzenberg;Landkreis Passau;486,464,000,000,000,0;1,36054e+16;;0,0;very low;0,0;0,0;G;2727;334,39;911,883,57;0,2168;197,680,87;0,2
Hauzenberg;Landkreis Passau;486,701,000,000,000,0;1,362,960,000,000,000,0;;0,0;very low;0,0;0,0;A+;2727;76,76;209,323,0;0,5542;116,000,56;0,25
Hauzenberg;Landkreis Passau;4,864,710,000,000,000,0;1,36256e+16;;0,0;very low;0,0;0,0;F;2727;527,43;1,438,288,66;0,1216;174,874,23;0,2
Breitenberg;Landkreis Passau;4,869,910,000,000,000,0;1,374,550,000,000,000,0;;0,0;very low;0,0;0,0;C;2727;72,35;197,292,42;0,5143;101,468,23;0,25
Ruhstorf a.d.Rott;Landkreis Passau;4,84572e+16;1,33374e+16;;0,0;very low;0,0;0,0;H;2727;237,72;648,272,7;0,1227;79,572,73;0,2
Ruhstorf a.d.Rott;Landkreis Passau;4,84619e+16;1,33013e+16;;0,0;very low;0,0;0,0;G;2727;140,47;383,048,43;0,2526;96,754,54;0,2
Ruderting;Landkreis Passau;4,86705e+16;1,33796e+16;;0,0;very low;0,0;0,0;B;2727;60,0;163,620,0;0,4279;70,017,63;0,2
Thyrnau;Landkreis Passau;4,85908e+16;1,35604e+16;;0,0;very low;0,0;0,0;A;2727;185,24;505,143,35;0,3086;155,907,97;0,2
Vilshofen an der Donau;Landkreis Passau;4,86516e+16;1,32067e+16;;0,0;very low;0,0;0,0;F;2727;60,0;163,620,0;0,6017;98,446,78;0,3
Vilshofen an der Donau;Landkreis Passau;4,859,910,000,000,000,0;1,32735e+16;;0,0;very low;0,0;0,0;D;2727;60,0;163,620,0;0,5644;92,342,67;0,25
Vilshofen an der Donau;Landkreis Passau;4,859,490,000,000,000,0;1,32155e+16;;0,0;very low;0,0;0,0;E;2727;117,78;321,196,84;0,2982;95,794,28;0,2
Vilshofen an der Donau;Landkreis Passau;4,863,690,000,000,000,0;1,31292e+16;;0,0;very low;0,0;0,0;E;2727;115,46;314,851,49;0,2516;79,218,67;0,2
Hutthurm;Landkreis Passau;4,86956e+16;1,34978e+16;;0,0;very low;0,0;0,0;A+;2727;60,0;163,620,0;0,5179;84,734,53;0,25
Hutthurm;Landkreis Passau;4,868,400,000,000,000,0;1,34796e+16;;0,0;very low;0,0;0,0;D;2727;353,61;964,290,51;0,1376;132,667,64;0,2
Hofkirchen;Landkreis Passau;4,868,600,000,000,000,0;1,3209e+16;;0,0;very low;0,0;0,0;D;2727;110,63;301,695,18;0,4381;132,159,98;0,2
Simbach;Landkreis Dingolfing-Landau;4,86028e+16;1,27388e+16;;0,0;very low;0,0;0,0;F;2717;193,23;525,001,36;0,3574;187,610,5;0,2
Wallersdorf;Landkreis Dingolfing-Landau;4,874,040,000,000,000,0;1,26847e+16;;0,0;very low;0,0;0,0;H;2717;96,97;263,478,01;0,3804;100,229,49;0,2
Wallersdorf;Landkreis Dingolfing-Landau;4,87963e+16;1,275,410,000,000,000,0;;0,0;very low;0,0;0,0;C;2717;253,89;689,824,85;0,2151;148,403,73;0,2
Pilsting;Landkreis Dingolfing-Landau;4,868,620,000,000,000,0;1,26714e+16;;0,0;very low;0,0;0,0;A;2717;60,0;163,020,0;0,6251;101,898,95;0,3
Pilsting;Landkreis Dingolfing-Landau;4,871,760,000,000,000,0;1,265,840,000,000,000,0;;0,0;very low;0,0;0,0;G;2717;92,76;252,039,17;0,4395;110,779,42;0,2
Landau an der Isar;Landkreis Dingolfing-Landau;4,865,740,000,000,000,0;1,26858e+16;;0,0;very low;0,0;0,0;A;2717;60,0;163,020,0;0,6282;102,412,5;0,3
Landau an der Isar;Landkreis Dingolfing-Landau;4,865,140,000,000,000,0;1,26798e+16;;0,0;very low;0,0;0,0;B;2717;60,0;163,020,0;0,6944;113,196,24;0,3
Landau an der Isar;Landkreis Dingolfing-Landau;4,869,290,000,000,000,0;1,26918e+16;;0,0;very low;0,0;0,0;D;2717;121,92;331,267,99;0,2107;69,808,63;0,2
Eichendorf;Landkreis Dingolfing-Landau;4,866,020,000,000,000,0;1,27979e+16;;0,0;very low;0,0;0,0;E;2717;60,0;163,020,0;0,4825;78,659,61;0,2
Eichendorf;Landkreis Dingolfing-Landau;4,860,660,000,000,000,0;1,28227e+16;;0,0;very low;0,0;0,0;B;2717;60,0;163,020,0;0,3958;64,529,56;0,2
