ID,ort,landkreis,latitude,longitude,GEB_HQ,flood_risk,Energieklasse,Quadratmeterpreise,aktuelles_LtV,darlehenbetrag,aktueller_immobilienwert,wohnflaeche,Schadensfaktor
1103,Biebelried,Landkreis Kitzingen,49.77471401811054,10.062214368515326,,very low,F,2868,"0,3615","62201,37",172080,60,"0,04"
1104,Biebelried,Landkreis Kitzingen,49.768442533132855,10.077033737227463,,very low,D,2868,"0,4768","82039,61",172080,60,"0,04"
1105,Kitzingen,Landkreis Kitzingen,49.73749526951888,10.076887481679591,,very low,E,2868,"0,5282","145517,82","275500,6","96,06","0,04"
1106,Kitzingen,Landkreis Kitzingen,49.73967080396042,10.159440010147334,,very low,B,2868,"0,3788","319142,05","842462,65","293,75","0,04"
1107,Kitzingen,Landkreis Kitzingen,49.715953424212834,10.156260281985022,,very low,E,2868,"0,6555","117204,26","178809,42","62,35","0,04"
1108,Kitzingen,Landkreis Kitzingen,49.735442286183584,10.06074293342836,,very low,G,2868,"0,1739","188911,26","1086424,7","378,81","0,04"
1109,Kitzingen,Landkreis Kitzingen,49.74175046198602,10.191272899746878,,very low,D,2868,"0,4318","114019,96","264081,83","92,08","0,04"
1110,Kitzingen,Landkreis Kitzingen,49.747968581598855,10.178048823541287,,very low,C,2868,"0,6944","119489,64",172080,60,"0,04"
1111,Abtswind,Landkreis Kitzingen,49.749915901766144,10.32530639077568,,very low,B,2868,"0,3413","244565,47","716645,33","249,88","0,04"
1112,Castell,Landkreis Kitzingen,49.7892858913826,10.267591866529962,,very low,E,2868,"0,5053","115672,11","228905,99","79,81","0,04"
1113,Kleinlangheim,Landkreis Kitzingen,49.78307745447714,10.237941550609223,,very low,C,2868,"0,4232","145064,18","342761,06","119,51","0,04"
1114,Rüdenhausen,Landkreis Kitzingen,49.77797251284397,10.280461394512246,,very low,B,2868,"0,3699","63653,94",172080,60,"0,04"
1115,Wiesenbronn,Landkreis Kitzingen,49.71424283517784,10.371539099674196,,very low,D,2868,"0,2072","173195,6","835952,46","291,48","0,04"
1116,Marktsteft,Landkreis Kitzingen,49.69083638793998,10.162062850491967,,very low,A,2868,"0,3591","201469,47","560992,67","195,6","0,04"
1117,Obernbreit,Landkreis Kitzingen,49.649745723013424,10.21158260560562,,very low,E,2868,"0,6089","196197,34","322193,08","112,34","0,04"
1118,Seinsheim,Landkreis Kitzingen,49.63720361667865,10.22059006540742,,very low,F,2868,"0,4709","81024,1",172080,60,"0,04"
1119,Grettstadt,Landkreis Schweinfurt,49.96846992617684,10.307253970853624,,very low,H,2375,"0,4292","132457,67","308641,09","129,95","0,04"
1120,Frankenwinheim,Landkreis Schweinfurt,49.889335873453,10.32505007858561,,very low,H,2375,"0,4553","123980,19","272301,23","114,65","0,04"
1121,Frankenwinheim,Landkreis Schweinfurt,49.907169600420254,10.297619904274866,,very low,B,2375,"0,4942","70416,77",142500,60,"0,04"
1122,Gerolzhofen,Landkreis Schweinfurt,49.87700903268686,10.324215307281564,,very low,B,2375,"0,4719","135102,85","286322,77","120,56","0,04"
1123,Gerolzhofen,Landkreis Schweinfurt,49.89423024691558,10.356697639301531,,very low,G,2375,"0,5119","146345,22","285884,51","120,37","0,04"
1124,Gochsheim,Landkreis Schweinfurt,50.00173758669651,10.26672650805705,,very low,A+,2375,"0,27","270335,71","1001110,59","421,52","0,04"
1125,Gochsheim,Landkreis Schweinfurt,50.01178605015075,10.270806431632474,,very low,H,2375,"0,5925","119923,86","202391,63","85,22","0,04"
1126,Sulzheim,Landkreis Schweinfurt,49.96277556295879,10.340322405891047,,very low,E,2375,"0,1288","88076,91","684077,77","288,03","0,04"
1127,Donnersdorf,Landkreis Schweinfurt,49.99675005959868,10.391585141297863,,very low,E,2375,"0,1063","92753,69","872439,09","367,34","0,04"
1128,Schweinfurt,,50.074603433682746,10.238348192270374,,very low,E,3111,"0,1926","90178,35","468212,91","150,5","0,04"
1129,Schweinfurt,,50.056192045620776,10.260854635641708,,very low,A,3111,"0,4206","114986,95","273389,17","87,88","0,04"
1130,Schweinfurt,,50.05119892963128,10.25494730772354,,very low,C,3111,"0,2505","63426,41","253165,66","81,38","0,04"
1131,Schweinfurt,,50.0542279335932,10.22668031140786,,very low,H,3111,"0,3637","148188,16","407489,13","130,98","0,04"
1132,Schweinfurt,,50.071719959402095,10.255785361598736,,very low,D,3111,"0,5531","175245,28","316868,07","101,85","0,04"
1133,Schweinfurt,,50.08166474127814,10.259794267159998,,very low,H,3111,"0,571","118053,7","206758,49","66,46","0,04"
1134,Schonungen,Landkreis Schweinfurt,50.07559646560836,10.325240912266338,,very low,D,2375,"0,7254","129974,01","179178,3","75,44","0,04"
1135,Schonungen,Landkreis Schweinfurt,50.12214362972559,10.348407619307393,,very low,D,2375,"0,3871","84490,33","218239,97","91,89","0,04"
1136,Aura a.d.Saale,Landkreis Bad Kissingen,50.17625537189456,10.061654903151718,,very low,F,2099,"0,2249","101824,36","452760,9","215,7","0,04"
1137,Euerdorf,Landkreis Bad Kissingen,50.1557424682859,10.08233698358969,,very low,C,2099,"0,7219","90917,29",125940,60,"0,04"
1138,Sulzthal,Landkreis Bad Kissingen,50.15072509553439,10.02068708468068,,very low,C,2099,"0,38","149760,42","394117,11","187,76","0,04"
1139,Oerlenbach,Landkreis Bad Kissingen,50.1341703696456,10.093048233605902,,very low,C,2099,"0,4205","52958,23",125940,60,"0,04"
1140,Burkardroth,Landkreis Bad Kissingen,50.30123920923294,9.989162815472948,,very low,E,2099,"0,4379","238108,17","543759,91","259,06","0,04"
1141,Burkardroth,Landkreis Bad Kissingen,50.294287316282805,10.000001576057898,,very low,D,2099,"0,4057","51088,84",125940,60,"0,04"
1142,Zeitlofs,Landkreis Bad Kissingen,50.25103640768056,9.676079779248663,,very low,D,2099,"0,673","84753,69",125940,60,"0,04"
1143,Nüdlingen,Landkreis Bad Kissingen,50.24992139792188,10.13550947075408,,very low,G,2099,"0,123","122034,67","992083,87","472,65","0,04"
1144,Hammelburg,Landkreis Bad Kissingen,50.15999648086445,9.924893897313227,,very low,A+,2099,"0,4276","153341,92","358619,79","170,85","0,04"
1145,Hammelburg,Landkreis Bad Kissingen,50.030516659332925,9.93430379650838,,very low,A+,2099,"0,2368","143139,8","604550,02","288,02","0,04"
1146,Hammelburg,Landkreis Bad Kissingen,50.07107841854398,9.87179259823148,,very low,C,2099,"0,2532","129503,46","511549,1","243,71","0,04"
1147,Oberleichtersbach,Landkreis Bad Kissingen,50.28306310071746,9.803422238242954,,very low,E,2099,"0,0882","72831,86","825845,17","393,45","0,04"
1148,Ochsenfurt,Landkreis Würzburg,49.612688096135365,10.05176619004378,,very low,F,3022,"0,7036","130316,74","185207,79","61,29","0,04"
1149,Ochsenfurt,Landkreis Würzburg,49.705660826849495,10.072706605664605,,very low,F,3022,"0,6268","177453,67","283096,39","93,68","0,04"
1150,Ochsenfurt,Landkreis Würzburg,49.69202643894594,10.06607750540251,,very low,D,3022,"0,3872","111206,52","287176,73","95,03","0,04"
1151,Thüngersheim,Landkreis Würzburg,49.8792919701846,9.839789357334872,,very low,G,3022,"0,5935","107606,44",181320,60,"0,04"
1152,Hausen,Landkreis Rhön-Grabfeld,50.50085569093611,10.26300746179602,,very low,C,1694,"0,4749","102757,35","216393,04","127,74","0,04"
1153,Nordheim v.d.Rhön,Landkreis Rhön-Grabfeld,50.50967952770887,10.20818939576036,,very low,A+,1694,"0,4106","41735,02",101640,60,"0,04"
1154,Sondheim v.d.Rhön,Landkreis Rhön-Grabfeld,50.457588447513366,10.168627360369324,,very low,H,1694,"0,0827","70833,28","856437,4","505,57","0,04"
1155,Willmars,Landkreis Rhön-Grabfeld,50.48472526619554,10.039489186601122,,very low,H,1694,"0,7129","251913,04","353370,69","208,6","0,04"
1156,Bad Neustadt an der Saale,Landkreis Rhön-Grabfeld,50.32440008224052,10.259408615201302,,very low,C,1694,"0,7019","198241,45","282430,76","166,72","0,04"
1157,Bad Neustadt an der Saale,Landkreis Rhön-Grabfeld,50.29299531288629,10.251576396456429,,very low,E,1694,"0,1074","87539,4","814862,06","481,03","0,04"
1158,Bad Neustadt an der Saale,Landkreis Rhön-Grabfeld,50.318564531835534,10.22966619516935,,very low,H,1694,"0,6642","75035,81","112972,59","66,69","0,04"
1159,Bad Neustadt an der Saale,Landkreis Rhön-Grabfeld,50.30514795441861,10.248301693167596,,very low,D,1694,"0,3257","124769,12","383092,09","226,15","0,04"
1160,Bad Neustadt an der Saale,Landkreis Rhön-Grabfeld,50.336357674390776,10.188609056536054,,very low,C,1694,"0,4534","93851,36","206987,08","122,19","0,04"
1161,Salz,Landkreis Rhön-Grabfeld,50.33862239906844,10.18527107581702,,very low,G,1694,"0,1896","29120,04","153556,76","90,65","0,04"
1162,Salz,Landkreis Rhön-Grabfeld,50.30237683764986,10.231989760740383,,very low,E,1694,"0,3118","87016,59","279035,37","164,72","0,04"
1163,Salz,Landkreis Rhön-Grabfeld,50.30365850326502,10.2512148791426,,very low,F,1694,"0,6713","183991,02","274087,83","161,8","0,04"
1164,Salz,Landkreis Rhön-Grabfeld,50.30667270359471,10.223579309877186,,very low,G,1694,"0,0757","64631,55","853939,74","504,1","0,04"
1165,Salz,Landkreis Rhön-Grabfeld,50.36134653777116,10.175263108368958,,very low,F,1694,"0,3769","38312,16",101640,60,"0,04"
1166,Bastheim,Landkreis Rhön-Grabfeld,50.40144328654591,10.15372567234636,,very low,C,1694,"0,6816","172086,76","252464,62","149,03","0,04"
1167,Bischofsheim i.d.Rhön,Landkreis Rhön-Grabfeld,50.404863552082894,9.97182284901084,,very low,G,1694,"0,3867","116172,88","300421,97","177,34","0,04"
1168,Mellrichstadt,Landkreis Rhön-Grabfeld,50.406945601676576,10.384167259937062,,very low,G,1694,"0,2709","108826,17","401756,37","237,16","0,04"
1169,Mellrichstadt,Landkreis Rhön-Grabfeld,50.43499660477856,10.31239178036136,,very low,G,1694,"0,6671","99240,02","148768,59","87,82","0,04"
1170,Heustreu,Landkreis Rhön-Grabfeld,50.31834712891701,10.154187814543508,,very low,A+,1694,"0,7279","117094,7","160859,37","94,96","0,04"
1171,Heustreu,Landkreis Rhön-Grabfeld,50.31295391408411,10.173685013907765,,very low,E,1694,"0,7011","113405,28","161762,25","95,49","0,04"
1172,Heustreu,Landkreis Rhön-Grabfeld,50.310747667175576,10.089967866345289,,very low,D,1694,"0,619","138843,11","224284,19","132,4","0,04"
1173,Heustreu,Landkreis Rhön-Grabfeld,50.34097232756101,10.092748184412164,,very low,B,1694,"0,6001","147711,87","246139,06","145,3","0,04"
1174,Hohenroth,Landkreis Rhön-Grabfeld,50.37069415448696,10.19703809896113,,very low,D,1694,"0,4031","158717,37","393700,78","232,41","0,04"
1175,Hohenroth,Landkreis Rhön-Grabfeld,50.31931583581844,10.07470188524725,,very low,F,1694,"0,4565","81071,09","177595,76","104,84","0,04"
1176,Hohenroth,Landkreis Rhön-Grabfeld,50.36674040314685,10.228255389614809,,very low,G,1694,"0,7292","74118,14",101640,60,"0,04"
1177,Hohenroth,Landkreis Rhön-Grabfeld,50.31956014962692,10.270110517659278,,very low,F,1694,"0,2107","76730,6","364238,37","215,02","0,04"
1178,Hollstadt,Landkreis Rhön-Grabfeld,50.33879703029122,10.05761167369831,,very low,F,1694,"0,08","165843,48","2072692,97","1223,55","0,04"
1179,Hollstadt,Landkreis Rhön-Grabfeld,50.33142858666514,10.109094408339704,,very low,B,1694,"0,7028","135043,81","192154,35","113,43","0,04"
1180,Hollstadt,Landkreis Rhön-Grabfeld,50.364497920283625,10.21578823878615,,very low,C,1694,"0,2905","68689,45","236489,54","139,6","0,04"
1181,Hollstadt,Landkreis Rhön-Grabfeld,50.29434585968863,10.17431716830274,,very low,A,1694,"0,6884","279733,09","406379,9","239,89","0,04"
1182,Niederlauer,Landkreis Rhön-Grabfeld,50.36546960781982,10.278175154788388,,very low,C,1694,"0,7005","199099,62","284207,71","167,77","0,04"
1183,Niederlauer,Landkreis Rhön-Grabfeld,50.36298189341336,10.299240914995774,,very low,D,1694,"0,7207","122591,06","170102,21","100,41","0,04"
1184,Niederlauer,Landkreis Rhön-Grabfeld,50.32400616680043,10.349035149697045,,very low,D,1694,"0,6804","103233,78","151719,13","89,56","0,04"
1185,Niederlauer,Landkreis Rhön-Grabfeld,50.32815152609946,10.170007074297406,,very low,C,1694,"0,411","67058,26","163145,32","96,31","0,04"
1186,Rödelmaier,Landkreis Rhön-Grabfeld,50.30412591127622,10.113198282438258,,very low,C,1694,"0,3303",108410,"328261,7","193,78","0,04"
1187,Rödelmaier,Landkreis Rhön-Grabfeld,50.33675426620823,10.13177223238942,,very low,E,1694,"0,1538","235505,23","1531639,49","904,16","0,04"
1188,Rödelmaier,Landkreis Rhön-Grabfeld,50.29917689797026,10.09907982817019,,very low,E,1694,"0,4687","131770,07","281128,99","165,96","0,04"
1189,Rödelmaier,Landkreis Rhön-Grabfeld,50.337612351840406,10.170589759117089,,very low,D,1694,"0,5117","95411,86","186457,96","110,07","0,04"
1190,Strahlungen,Landkreis Rhön-Grabfeld,50.37723492857644,10.365357409879168,,very low,E,1694,"0,5746","83977,34","146153,34","86,28","0,04"
1191,Strahlungen,Landkreis Rhön-Grabfeld,50.29143538912529,10.187198239999336,,very low,G,1694,"0,6849","69617,18",101640,60,"0,04"
1192,Strahlungen,Landkreis Rhön-Grabfeld,50.33195813726109,10.292893528796869,,very low,D,1694,"0,634","64441,76",101640,60,"0,04"
1193,Strahlungen,Landkreis Rhön-Grabfeld,50.31848491203938,10.299363509744866,,very low,E,1694,"0,4925","131546,75",267112,"157,68","0,04"
1194,Unsleben,Landkreis Rhön-Grabfeld,50.34219818021808,10.303599207890088,,very low,H,1694,"0,362","132157,89","365059,04","215,5","0,04"
1195,Unsleben,Landkreis Rhön-Grabfeld,50.34255860366087,10.158197046192242,,very low,F,1694,"0,5491","155175,34",282619,"166,84","0,04"
1196,Unsleben,Landkreis Rhön-Grabfeld,50.35673893141295,10.235438318123556,,very low,F,1694,"0,3752","103786,09","276641,97","163,31","0,04"
1197,Unsleben,Landkreis Rhön-Grabfeld,50.36722437447336,10.307884030535352,,very low,E,1694,"0,2676","130365,6","487232,66","287,62","0,04"
1198,Wollbach,Landkreis Rhön-Grabfeld,50.34228845533858,10.08212800124712,,very low,G,1694,"0,2721","112434,74","413139,72","243,88","0,04"
1199,Wollbach,Landkreis Rhön-Grabfeld,50.30927178217327,10.162302558056547,,very low,C,1694,"0,4818","206482,07","428526,94","252,97","0,04"
1200,Wollbach,Landkreis Rhön-Grabfeld,50.27198341358699,10.245303517450276,,very low,G,1694,"0,4828","137110,13","284007,85","167,66","0,04"
1201,Wollbach,Landkreis Rhön-Grabfeld,50.3692964734264,10.26427555906291,,very low,C,1694,"0,1251","191563,45","1531630,27","904,15","0,04"
1202,Wülfershausen an der Saale,Landkreis Rhön-Grabfeld,50.302882890593416,10.160828295880965,,very low,F,1694,"0,148","130248,68","879808,44","519,37","0,04"
1203,Wülfershausen an der Saale,Landkreis Rhön-Grabfeld,50.29187564419397,10.188156472716043,,very low,F,1694,"0,5464","103164,2","188798,52","111,45","0,04"
1204,Wülfershausen an der Saale,Landkreis Rhön-Grabfeld,50.31612188303804,10.17198834932395,,very low,C,1694,"0,5928","60251,31",101640,60,"0,04"
1205,Wülfershausen an der Saale,Landkreis Rhön-Grabfeld,50.32853545122845,10.144752192253474,,very low,E,1694,"0,5001","65288,29","130559,38","77,07","0,04"
1206,Oberelsbach,Landkreis Rhön-Grabfeld,50.44177617402399,10.045346794357323,,very low,B,1694,"0,3978","187508,42","471316,41","278,23","0,04"
1207,Ostheim v.d.Rhön,Landkreis Rhön-Grabfeld,50.43558189284904,10.217915934439157,,very low,C,1694,"0,2182","166072,4","761034,82","449,25","0,04"
1208,Aubstadt,Landkreis Rhön-Grabfeld,50.30095801854911,10.56009127618613,,very low,D,1694,"0,5104","140460,58","275174,54","162,44","0,04"
1209,Aubstadt,Landkreis Rhön-Grabfeld,50.34708247405979,10.380142994361846,,very low,E,1694,"0,0976","72958,15","747726,82","441,4","0,04"
1210,Großbardorf,Landkreis Rhön-Grabfeld,50.25562163212472,10.386266077399604,,very low,G,1694,"0,7232","103017,45","142455,88","84,09","0,04"
1211,Großbardorf,Landkreis Rhön-Grabfeld,50.36135533087882,10.443563515575772,,very low,H,1694,"0,0846","93025,07","1098965,82","648,74","0,04"
1212,Großeibstadt,Landkreis Rhön-Grabfeld,50.35619921551469,10.52522392450107,,very low,E,1694,"0,5884","167502,95","284673,38","168,05","0,04"
1213,Großeibstadt,Landkreis Rhön-Grabfeld,50.34939557825398,10.378206532862686,,very low,D,1694,"0,3882","88386,26","227682,66","134,41","0,04"
1214,Herbstadt,Landkreis Rhön-Grabfeld,50.37872773534811,10.452778138972606,,very low,E,1694,"0,1958","135186,93","690417,28","407,57","0,04"
1215,Herbstadt,Landkreis Rhön-Grabfeld,50.32188411676311,10.580467769870015,,very low,F,1694,"0,4147","46243,33","111523,38","65,83","0,04"
1216,Höchheim,Landkreis Rhön-Grabfeld,50.34602872940105,10.50967223604648,,very low,D,1694,"0,3586","133931,43","373500,67","220,48","0,04"
1217,Höchheim,Landkreis Rhön-Grabfeld,50.24706951770332,10.39260964100584,,very low,H,1694,"0,3101","201720,25","650433,34","383,96","0,04"
1218,Saal a.d.Saale,Landkreis Rhön-Grabfeld,50.22435935358593,10.415166307282153,,very low,F,1694,"0,4216","104958,26","248950,96","146,96","0,04"
1219,Saal a.d.Saale,Landkreis Rhön-Grabfeld,50.32881324997296,10.4920393427416,,very low,G,1694,"0,2356","126288,66","535955,53","316,38","0,04"
1220,Sulzfeld,Landkreis Rhön-Grabfeld,50.30524064660237,10.573443837491697,,very low,G,1694,"0,1422","64413,37","452869,22","267,34","0,04"
1221,Sulzfeld,Landkreis Rhön-Grabfeld,50.39182680672621,10.44530362642017,,very low,H,1694,"0,5171","89432,39","172957,68","102,1","0,04"
1222,Trappstadt,Landkreis Rhön-Grabfeld,50.26482882911706,10.411308099383415,,very low,F,1694,"0,7098","119898,34","168906,95","99,71","0,04"
1223,Trappstadt,Landkreis Rhön-Grabfeld,50.27256983833611,10.364940344453666,,very low,F,1694,"0,0834","120560,42","1444813,74","852,9","0,04"
1224,Sandberg,Landkreis Rhön-Grabfeld,50.33353904860223,10.038439169294756,,very low,F,1694,"0,5866","86726,54","147848,86","87,28","0,04"
1225,Hendungen,Landkreis Rhön-Grabfeld,50.46612036168701,10.291400720837444,,very low,F,1694,"0,4474","186221,98",416235,"245,71","0,04"
1226,Oberstreu,Landkreis Rhön-Grabfeld,50.38519208994837,10.332133949783422,,very low,G,1694,"0,5122","226029,32","441294,89","260,5","0,04"
1227,Stockheim,Landkreis Rhön-Grabfeld,50.40404727352572,10.29135926596811,,very low,C,1694,"0,6284","188814,54","300446,55","177,36","0,04"
1228,Fladungen,Landkreis Rhön-Grabfeld,50.533477252452975,10.210656619751823,,very low,D,1694,"0,2712","45121,6","166352,09","98,2","0,04"
1229,Bad Königshofen im Grabfeld,Landkreis Rhön-Grabfeld,50.25880509296992,10.462986591773127,,very low,A+,1694,"0,1514","150903,94","996411,05","588,2","0,04"
1230,Bad Königshofen im Grabfeld,Landkreis Rhön-Grabfeld,50.30362499768773,10.442452097946736,,very low,C,1694,"0,3612","74252,78","205599,86","121,37","0,04"
1231,Theres,Landkreis Haßberge,50.040724144400585,10.440406720978084,,very low,G,2045,"0,1017","227618,87","2238425,5","1094,58","0,04"
1232,Hofheim in Unterfranken,Landkreis Haßberge,50.13310136708736,10.511330344193375,,very low,E,2045,"0,1711","162140,5","947906,96","463,52","0,04"
1233,Haßfurt,Landkreis Haßberge,50.0415014916466,10.487301979142137,,very low,C,2045,"0,584","72469,01","124095,09","60,68","0,04"
1234,Haßfurt,Landkreis Haßberge,50.069924451665,10.45357204306225,,very low,H,2045,"0,5183","152072,39","293385,34","143,46","0,04"
1235,Haßfurt,Landkreis Haßberge,50.06912741088168,10.46946232152328,,very low,G,2045,"0,2448","88327,75","360819,73","176,44","0,04"
1236,Haßfurt,Landkreis Haßberge,50.0577396987007,10.485078632074751,,very low,G,2045,"0,5353","295019,03","551118,39","269,5","0,04"
1237,Sand a. Main,Landkreis Haßberge,49.97051099304697,10.583032804509523,,very low,E,2045,"0,5296","95765,64","180828,63","88,42","0,04"
1238,Birkenfeld,Landkreis Main-Spessart,49.86231138840747,9.752920107322868,,very low,F,2337,"0,3697","51846,01",140220,60,"0,04"
1239,Collenberg,Landkreis Miltenberg,49.77415023472101,9.369972173915754,,very low,C,2785,"0,2983","131413,08","440532,33","158,18","0,04"
1240,Eichenbühl,Landkreis Miltenberg,49.74788002066555,9.325877230382542,,very low,D,2785,"0,5129","151114,06","294640,07","105,8","0,04"
1241,Bischbrunn,Landkreis Main-Spessart,49.91645678090759,9.440315426650905,,very low,G,2337,"0,5925","144870,36","244521,45","104,63","0,04"
1242,Marktheidenfeld,Landkreis Main-Spessart,49.83497649247204,9.57959298000926,,very low,E,2337,"0,5596","78471,42",140220,60,"0,04"
1243,Marktheidenfeld,Landkreis Main-Spessart,49.8306441862703,9.6031960188751,,very low,F,2337,"0,5898","83318,15","141266,33","60,45","0,04"
1244,Marktheidenfeld,Landkreis Main-Spessart,49.83233092519723,9.589257615593151,,very low,E,2337,"0,5266","119705,33","227334,1","97,28","0,04"
1245,Eußenheim,Landkreis Main-Spessart,49.98469324212191,9.820142623033387,,very low,B,2337,"0,1123","372544,28","3317919,22","1419,73","0,04"
1246,Esselbach,Landkreis Main-Spessart,49.86574914535755,9.521075776640176,,very low,E,2337,"0,6229","100460,4","161269,14","69,01","0,04"
1247,Triefenstein,Landkreis Main-Spessart,49.775519102456286,9.552138035254613,,very low,H,2337,"0,5772","110667,19","191746,76","82,05","0,04"
1248,Nordheim a.Main,Landkreis Kitzingen,49.84889517727965,10.197751291463533,,very low,G,2868,"0,4938","84979,03",172080,60,"0,04"
1249,Sommerach,Landkreis Kitzingen,49.84267121115067,10.187784794586443,,very low,F,2868,"0,1293","46893,58","362792,44","126,5","0,04"
1250,Markt Einersheim,Landkreis Kitzingen,49.67521583553499,10.295782419228054,,very low,D,2868,"0,1683","125860,88","748012,52","260,81","0,04"
1251,Rödelsee,Landkreis Kitzingen,49.68076780539878,10.243071524582431,,very low,D,2868,"0,2219","175491,31","790806,91","275,73","0,04"
1252,Willanzheim,Landkreis Kitzingen,49.68920721275952,10.222062380928502,,very low,F,2868,"0,49","156024,58","318414,74","111,02","0,04"
1253,Mainbernheim,Landkreis Kitzingen,49.70713747656988,10.1880033849839,,very low,E,2868,"0,5005","271500,14","542489,55","189,15","0,04"
1254,Albertshofen,Landkreis Kitzingen,49.765684915955,10.1341779451066,,very low,E,2868,"0,3681","63347,35",172080,60,"0,04"
1255,Albertshofen,Landkreis Kitzingen,49.74514657722532,10.231913734570908,,very low,G,2868,"0,5118","381788,68","745972,51","260,1","0,04"
1256,Buchbrunn,Landkreis Kitzingen,49.77689270731846,10.118204480888457,,very low,D,2868,"0,6889","118552,68",172080,60,"0,04"
1257,Buchbrunn,Landkreis Kitzingen,49.74568624593649,10.26487200467709,,very low,C,2868,"0,4065","82692,48","203433,39","70,93","0,04"
1258,Großlangheim,Landkreis Kitzingen,49.77517287678659,10.09328216000149,,very low,D,2868,"0,474","130435,57","275182,59","95,95","0,04"
1259,Großlangheim,Landkreis Kitzingen,49.761843143969166,10.16733162808809,,very low,D,2868,"0,5563","113651,75","204281,81","71,23","0,04"
1260,Mainstockheim,Landkreis Kitzingen,49.77948652689741,10.092142777436326,,very low,D,2868,"0,6255","107640,11",172080,60,"0,04"
1261,Mainstockheim,Landkreis Kitzingen,49.753365209509816,10.265592676346026,,very low,A,2868,"0,2995","68746,18","229502,6","80,02","0,04"
1262,Sulzfeld am Main,Landkreis Kitzingen,49.74744043881551,10.269871077997484,,very low,A,2868,"0,1352","96891,23","716451,74","249,81","0,04"
1263,Sulzfeld am Main,Landkreis Kitzingen,49.77226700016469,10.231626613771226,,very low,H,2868,"0,6447","110944,66",172080,60,"0,04"
1264,Schweinfurt,,50.04287802848958,10.220201779810765,,very low,G,3111,"0,3685","199960,42","542609,29","174,42","0,04"
1265,Schweinfurt,,50.04059258134388,10.220222609277002,,very low,B,3111,"0,1141","159450,44","1397479,78","449,21","0,04"
1266,Schweinfurt,,50.04736409088219,10.2366027923315,,very low,F,3111,"0,515","96137,38",186660,60,"0,04"
1267,Schweinfurt,,50.04752321008444,10.219479974450014,,very low,H,3111,"0,4769","146068,44","306284,44","98,45","0,04"
1268,Kolitzheim,Landkreis Schweinfurt,49.91756619072242,10.230698551892406,,very low,D,2375,"0,7194","102516,84",142500,60,"0,04"
1269,Röthlein,Landkreis Schweinfurt,49.95488653200407,10.19650421667084,,very low,D,2375,"0,1042","76000,05","729225,8","307,04","0,04"
1270,Stadtlauringen,Landkreis Schweinfurt,50.204231262178325,10.373258870621244,,very low,A+,2375,"0,2655","146233,29","550885,56","231,95","0,04"
1271,Üchtelhausen,Landkreis Schweinfurt,50.14085691589581,10.322928810095243,,very low,D,2375,"0,5842","83249,41",142500,60,"0,04"
1272,Euerbach,Landkreis Schweinfurt,50.07958994782323,10.076615516441713,,very low,F,2375,"0,3024","56203,02","185839,98","78,25","0,04"
1273,Geldersheim,Landkreis Schweinfurt,50.031156735417646,10.13821661537476,,very low,D,2375,"0,6386","157853,15","247189,49","104,08","0,04"
1274,Schweinfurt,,50.02965808418826,10.219863999652487,,very low,G,3111,"0,2032","58934,34","289979,13","93,21","0,04"
1275,Schweinfurt,,50.02779867540466,10.207132846585338,,very low,G,3111,"0,5512","102891,8",186660,60,"0,04"
1276,Schweinfurt,,50.02790773430152,10.234195837981058,,very low,E,3111,"0,5177","96635,92",186660,60,"0,04"
1277,Schweinfurt,,50.06077224497574,10.204745373213884,,very low,B,3111,"0,5285","316130,97","598184,17","192,28","0,04"
1278,Dittelbrunn,Landkreis Schweinfurt,50.147192809524704,10.207209744269242,,very low,H,2375,"0,0706","68786,63","974689,7","410,4","0,04"
1279,Dittelbrunn,Landkreis Schweinfurt,50.13490968630188,10.217305252409124,,very low,C,2375,"0,0892","173591,6","1946682,64","819,66","0,04"
1280,Schwebheim,Landkreis Schweinfurt,49.98088063797707,10.262633877043609,,very low,A,2375,"0,1593","184798,34","1159821,39","488,35","0,04"
1281,Bergrheinfeld,Landkreis Schweinfurt,49.97356704878498,10.190183474025508,,very low,D,2375,"0,4348","99799,26","229554,71","96,65","0,04"
1282,Wasserlosen,Landkreis Schweinfurt,50.044065208903234,10.00695344126946,,very low,E,2375,"0,4413","70413,29","159568,5","67,19","0,04"
1283,Schwanfeld,Landkreis Schweinfurt,49.933322945365646,10.144807489750514,,very low,H,2375,"0,4848","104564,51","215702,76","90,82","0,04"
1284,Poppenhausen,Landkreis Schweinfurt,50.100399562981615,10.08369032584623,,very low,D,2375,"0,4258","129160,86","303344,21","127,72","0,04"
1285,Waigolshausen,Landkreis Schweinfurt,49.945937214017206,10.141092869412832,,very low,H,2375,"0,5905","84142,04",142500,60,"0,04"
1286,Grafenrheinfeld,Landkreis Schweinfurt,49.99665237577645,10.206746903791815,,very low,C,2375,"0,535","76231,18",142500,60,"0,04"
1287,Werneck,Landkreis Schweinfurt,49.99502521307655,10.138428538548766,,very low,H,2375,"0,5325","165956,5","311642,49","131,22","0,04"
1288,Werneck,Landkreis Schweinfurt,50.0144262880467,10.133878523299805,,very low,G,2375,"0,3569","80486,14","225499,13","94,95","0,04"
1289,Werneck,Landkreis Schweinfurt,49.935998325490985,10.105715104734614,,very low,F,2375,"0,5373","76560,71",142500,60,"0,04"
